Aunque aunque CS 1.0
Texas Texas NP0000L 1.0
ha haber VAIP3S0 1.0
preferido preferir VMP00SM 1.0
concentrar concentrar VMN0000 1.0
sus su DP3CP0 1.0
ataques ataque NCMP000 1.0
en en SPS00 1.0
el el DA0MS0 1.0
presidente presidente NCMS000 1.0
de de SPS00 1.0
EEUU EEUU NP0000O 1.0
, , FC 1.0
Bill_Clinton Bill_Clinton NP0000P 1.0
, , FC 1.0
y y CC 1.0
en en SPS00 1.0
el el DA0MS0 1.0
vicepresidente vicepresidente NCMS000 1.0
y y CC 1.0
candidato candidato NCMS000 1.0
demócrata demócrata AQ0CS0 1.0
, , FC 1.0
Al_Gore Al_Gore NP0000P 1.0
, , FC 1.0
insistiendo insistir VMG0000 1.0
en en SPS00 1.0
que que CS 1.0
" " FE 1.0
quedan quedar VMIP3P0 1.0
260 260  1.0
días día NCMP000 1.0
para para SPS00 1.0
el el DA0MS0 1.0
fin fin NCMS000 1.0
de de SPS00 1.0
la el DA0FS0 1.0
era era NCFS000 1.0
Clinton-Gore Clinton-Gore NP0000P 1.0
" " FE 1.0
, , FC 1.0
mientras_que mientras_que CC 1.0
a a SPS00 1.0
McCain McCain NP0000P 1.0
se él P0300000 1.0
refirió referir VMIS3S0 1.0
con con SPS00 1.0
un uno DI0MS0 1.0
" " FE 1.0
espero esperar VMIP1S0 1.0
que que CS 1.0
se él P0300000 1.0
haya haber VASP3S0 1.0
aprendido aprender VMP00SM 1.0
la el DA0FS0 1.0
lección lección NCFS000 1.0
" " FE 1.0
en en SPS00 1.0
Carolina_del_Sur Carolina_del_Sur NP0000L 1.0
. . FP 1.0
McCain McCain NP0000P 1.0
, , FC 1.0
de de SPS00 1.0
62 62  1.0
años año NCMP000 1.0
, , FC 1.0
senador senador NCMS000 1.0
por por SPS00 1.0
Arizona Arizona NP0000L 1.0
desde desde SPS00 1.0
hace hacer VMIP3S0 1.0
13 13  1.0
años año NCMP000 1.0
, , FC 1.0
ex ex AQ0CS0 1.0
piloto piloto NCCS000 1.0
de de SPS00 1.0
la el DA0FS0 1.0
Marina Marina NP0000O 1.0
y y CC 1.0
prisionero prisionero NCMS000 1.0
de de SPS00 1.0
guerra guerra NCFS000 1.0
en en SPS00 1.0
Vietnam Vietnam NP0000L 1.0
durante durante SPS00 1.0
casi casi RG 1.0
6 6  1.0
años año NCMP000 1.0
, , FC 1.0
dio dar VMIS3S0 1.0
un uno DI0MS0 1.0
mitin mitin NCMS000 1.0
en en SPS00 1.0
la el DA0FS0 1.0
localidad localidad NCFS000 1.0
de de SPS00 1.0
Lavonia Lavonia NP0000L 1.0
, , FC 1.0
muy mucho RG 1.0
cerca cerca RG 1.0
de de SPS00 1.0
Detroit Detroit NP0000L 1.0
, , FC 1.0
en en SPS00 1.0
el el DA0MS0 1.0
que que PR0CN000 1.0
mostró mostrar VMIS3S0 1.0
su su DP3CS0 1.0
capacidad capacidad NCFS000 1.0
de de SPS00 1.0
rehacerse rehacer VMN0000 1.0
después después RG 1.0
del del SPCMS 1.0
golpe golpe NCMS000 1.0
de de SPS00 1.0
Carolina_del_Sur Carolina_del_Sur NP0000L 1.0
. . FP 1.0
Mientras mientras CS 1.0
sus su DP3CP0 1.0
seguidores seguidor NCMP000 1.0
coreaban corear VMII3P0 1.0
su su DP3CS0 1.0
nombre nombre NCMS000 1.0
, , FC 1.0
el el DA0MS0 1.0
senador senador NCMS000 1.0
, , FC 1.0
acompañado acompañado AQ0MSP 1.0
de de SPS00 1.0
su su DP3CS0 1.0
esposa esposa NCFS000 1.0
Cindy Cindy NP0000P 1.0
y y CC 1.0
de de SPS00 1.0
sus su DP3CP0 1.0
hijos hijo NCMP000 1.0
, , FC 1.0
recordaba recordar VMII3S0 1.0
que que CS 1.0
la el DA0FS0 1.0
vida vida NCFS000 1.0
le él PP3CSD00 1.0
ha haber VAIP3S0 1.0
dado dar VMP00SM 1.0
unos uno DI0MP0 1.0
cuantos cuanto DI0MP0 1.0
golpes golpe NCMP000 1.0
, , FC 1.0
en_referencia_a en_referencia_a SPS00 1.0
su su DP3CS0 1.0
carrera carrera NCFS000 1.0
militar militar AQ0CS0 1.0
y y CC 1.0
a a SPS00 1.0
los el DA0MP0 1.0
años año NCMP000 1.0
en en SPS00 1.0
que que PR0CN000 1.0
fue ser VSIS3S0 1.0
prisionero prisionero NCMS000 1.0
de de SPS00 1.0
guerra guerra NCFS000 1.0
después después RG 1.0
de de SPS00 1.0
que que CS 1.0
su su DP3CS0 1.0
avión avión NCMS000 1.0
se él P0300000 1.0
estrellara estrellar VMSI3S0 1.0
en en SPS00 1.0
la el DA0FS0 1.0
guerra guerra NCFS000 1.0
de de SPS00 1.0
Vietnam Vietnam NP0000L 1.0
. . FP 1.0
" " FE 1.0
He haber VAIP1S0 1.0
estrellado estrellar VMP00SM 1.0
unos uno DI0MP0 1.0
cuantos cuanto DI0MP0 1.0
aviones avión NCMP000 1.0
, , FC 1.0
y y CC 1.0
me yo P010S000 1.0
pasé pasar VMIS1S0 1.0
unos uno DI0MP0 1.0
años año NCMP000 1.0
en en SPS00 1.0
un uno DI0MS0 1.0
hotel hotel NCMS000 1.0
en en SPS00 1.0
el el DA0MS0 1.0
que que PR0CN000 1.0
no no RN 1.0
ponían poner VMII3P0 1.0
caramelos caramelo NCMP000 1.0
en en SPS00 1.0
la el DA0FS0 1.0
almohada almohada NCFS000 1.0
, , FC 1.0
por por SPS00 1.0
eso ese PD0NS000 1.0
os tú PP2CP000 1.0
digo decir VMIP1S0 1.0
ahora ahora RG 1.0
que que CS 1.0
vamos ir VMIP1P0 1.0
a a SPS00 1.0
ganar ganar VMN0000 1.0
en en SPS00 1.0
Michigan Michigan NP0000L 1.0
" " FE 1.0
, , FC 1.0
dijo decir VMIS3S0 1.0
McCain McCain NP0000P 1.0
. . FP 1.0
En en SPS00 1.0
cualquier cualquiera DI0CS0 1.0
caso caso NCMS000 1.0
la el DA0FS0 1.0
contienda contienda NCFS000 1.0
es ser VSIP3S0 1.0
un uno DI0MS0 1.0
virtual virtual AQ0CS0 1.0
cuerpo_a_cuerpo cuerpo_a_cuerpo NCMS000 1.0
entre entre SPS00 1.0
Bush Bush NP0000P 1.0
y y CC 1.0
McCain McCain NP0000P 1.0
porque porque CS 1.0
ambos ambos PN0MP000 1.0
necesitan necesitar VMIP3P0 1.0
ganar ganar VMN0000 1.0
. . FP 1.0
Una uno DI0FS0 1.0
encuesta encuesta NCFS000 1.0
difundida difundido AQ0FSP 1.0
por por SPS00 1.0
el el DA0MS0 1.0
diario diario NCMS000 1.0
" " FE 1.0
Detroit_News Detroit_News NP0000A 1.0
" " FE 1.0
da dar VMIP3S0 1.0
al al SPCMS 1.0
senador senador NCMS000 1.0
por por SPS00 1.0
Arizona Arizona NP0000L 1.0
el el DA0MS0 1.0
40_por_ciento 40_% ZP 1.0
de de SPS00 1.0
los el DA0MP0 1.0
votos voto NCMP000 1.0
de de SPS00 1.0
este este DD0MS0 1.0
estado estado NCMS000 1.0
, , FC 1.0
mientras_que mientras_que CC 1.0
el el DA0MS0 1.0
gobernador gobernador NCMS000 1.0
de de SPS00 1.0
Texas Texas NP0000L 1.0
le él PP3CSD00 1.0
pisa pisar VMIP3S0 1.0
los el DA0MP0 1.0
talones talón NCMP000 1.0
con con SPS00 1.0
el el DA0MS0 1.0
38_por_ciento 38_% ZP 1.0
. . FP 1.0
Los el DA0MP0 1.0
dos dos DN0CP0 1.0
republicanos republicano NCMP000 1.0
se él P0300000 1.0
han haber VAIP3P0 1.0
lanzado lanzar VMP00SM 1.0
a a SPS00 1.0
cautivar cautivar VMN0000 1.0
al al SPCMS 1.0
17_por_ciento 17_% ZP 1.0
de de SPS00 1.0
los el DA0MP0 1.0
votantes votante NCCP000 1.0
indecisos indeciso AQ0MP0 1.0
, , FC 1.0
que que PR0CN000 1.0
, , FC 1.0
en en SPS00 1.0
un uno DI0MS0 1.0
principio principio NCMS000 1.0
, , FC 1.0
pueden poder VMIP3P0 1.0
beneficiar beneficiar VMN0000 1.0
al al SPCMS 1.0
senador senador NCMS000 1.0
McCain McCain NP0000P 1.0
. . FP 1.0
Michigan Michigan NP0000L 1.0
, , FC 1.0
un uno DI0MS0 1.0
estado estado NCMS000 1.0
industrial industrial AQ0CS0 1.0
, , FC 1.0
con con SPS00 1.0
6,7 6.7  1.0
millones millón NCMP000 1.0
de de SPS00 1.0
personas persona NCFP000 1.0
registradas registrado AQ0FPP 1.0
para para SPS00 1.0
el el DA0MS0 1.0
voto voto NCMS000 1.0
, , FC 1.0
es ser VSIP3S0 1.0
política políticamente RG 1.0
y y CC 1.0
culturalmente culturalmente RG 1.0
más más RG 1.0
variado variado AQ0MSP 1.0
que que CS 1.0
el el DA0MS0 1.0
mayoritariamente mayoritariamente RG 1.0
blanco blanco AQ0MS0 1.0
y y CC 1.0
conservador conservador AQ0MS0 1.0
de de SPS00 1.0
Carolina_del_Sur Carolina_del_Sur NP0000L 1.0
, , FC 1.0
y y CC 1.0
es ser VSIP3S0 1.0
, , FC 1.0
además además RG 1.0
, , FC 1.0
un uno DI0MS0 1.0
estado estado NCMS000 1.0
en en SPS00 1.0
el el DA0MS0 1.0
que que PR0CN000 1.0
los el DA0MP0 1.0
candidatos candidato NCMP000 1.0
con con SPS00 1.0
madera madera NCFS000 1.0
de de SPS00 1.0
independientes independiente NCCP000 1.0
se él P0300000 1.0
han haber VAIP3P0 1.0
crecido crecer VMP00SM 1.0
ante ante SPS00 1.0
la el DA0FS0 1.0
dificultad dificultad NCFS000 1.0
de de SPS00 1.0
las el DA0FP0 1.0
campañas campaña NCFP000 1.0
. . FP 1.0
Al al SPCMS 1.0
ciudadano ciudadano NCMS000 1.0
de de SPS00 1.0
Michigan Michigan NP0000L 1.0
le él PP3CSD00 1.0
gusta gustar VMIP3S0 1.0
votar votar VMN0000 1.0
al al SPCMS 1.0
candidato candidato NCMS000 1.0
que que PR0CN000 1.0
mejor mejor RG 1.0
representa representar VMIP3S0 1.0
el el DA0MS0 1.0
" " FE 1.0
anti-establishment anti-establishment NC00000 1.0
" " FE 1.0
( ( FPA 1.0
el el DA0MS0 1.0
poder poder NCMS000 1.0
establecido establecido AQ0MSP 1.0
) ) FPT 1.0
, , FC 1.0
en en SPS00 1.0
una uno DI0FS0 1.0
especie especie NCFS000 1.0
de de SPS00 1.0
reto reto NCMS000 1.0
como como CS 1.0
el el DA0MS0 1.0
de de SPS00 1.0
David David NP0000P 1.0
contra contra SPS00 1.0
Goliat Goliat NP0000P 1.0
, , FC 1.0
y y CC 1.0
que que PR0CN000 1.0
ya ya RG 1.0
ha haber VAIP3S0 1.0
contribuido contribuir VMP00SM 1.0
a a SPS00 1.0
la el DA0FS0 1.0
victoria victoria NCFS000 1.0
de de SPS00 1.0
más más RG 1.0
de de SPS00 1.0
un uno DI0MS0 1.0
presidente presidente NCMS000 1.0
. . FP 1.0
Ese ese PD0MS000 1.0
fue ser VSIS3S0 1.0
el el DA0MS0 1.0
caso caso NCMS000 1.0
de de SPS00 1.0
Teddy_Roosevelt Teddy_Roosevelt NP0000P 1.0
en en SPS00 1.0
1912 [??:??/??/1912:??.??]  1.0
o o CC 1.0
cuando cuando CS 1.0
los el DA0MP0 1.0
demócratas demócrata NCCP000 1.0
del del SPCMS 1.0
estado estado NCMS000 1.0
dieron dar VMIS3P0 1.0
al al SPCMS 1.0
republicano republicano NCMS000 1.0
Ronald_Reagan Ronald_Reagan NP0000P 1.0
su su DP3CS0 1.0
voto voto NCMS000 1.0
en en SPS00 1.0
1980 [??:??/??/1980:??.??]  1.0
, , FC 1.0
pero pero CC 1.0
también también RG 1.0
cuando cuando CS 1.0
ese ese DD0MS0 1.0
voto voto NCMS000 1.0
inconformista inconformista AQ0CS0 1.0
sirvió servir VMIS3S0 1.0
de de SPS00 1.0
respaldo respaldo NCMS000 1.0
al al SPCMS 1.0
multimillonario multimillonario AQ0MS0 1.0
tejano tejano NCMS000 1.0
Ross_Perot Ross_Perot NP0000P 1.0
para para SPS00 1.0
crear crear VMN0000 1.0
el el DA0MS0 1.0
Partido_Reformista Partido_Reformista NP0000O 1.0
. . FP 1.0
" " FE 1.0
Parece parecer VMIP3S0 1.0
una uno DI0FS0 1.0
tarea tarea NCFS000 1.0
de de SPS00 1.0
titanes titán NCMP000 1.0
, , FC 1.0
en en SPS00 1.0
la el DA0FS0 1.0
que que PR0CN000 1.0
la el DA0FS0 1.0
ventaja ventaja NCFS000 1.0
es ser VSIP3S0 1.0
que que CS 1.0
Michigan Michigan NP0000L 1.0
no no RN 1.0
es ser VSIP3S0 1.0
Carolina_del_Sur Carolina_del_Sur NP0000L 1.0
, , FC 1.0
pero pero CC 1.0
McCain McCain NP0000P 1.0
sólo sólo RG 1.0
va ir VMIP3S0 1.0
a a SPS00 1.0
tener tener VMN0000 1.0
tres tres DN0CP0 1.0
días día NCMP000 1.0
por por SPS00 1.0
delante delante RG 1.0
, , FC 1.0
donde donde RG 1.0
Bush Bush NP0000P 1.0
tuvo tener VMIS3S0 1.0
18 18  1.0
" " FE 1.0
, , FC 1.0
dijo decir VMIS3S0 1.0
Dante_Chinni Dante_Chinni NP0000P 1.0
, , FC 1.0
un uno DI0MS0 1.0
comentarista comentarista NCCS000 1.0
del del SPCMS 1.0
diario diario NCMS000 1.0
" " FE 1.0
The_Christian_Science_Monitor The_Christian_Science_Monitor NP0000A 1.0
" " FE 1.0
en en SPS00 1.0
un uno DI0MS0 1.0
programa programa NCMS000 1.0
de de SPS00 1.0
debates debate NCMP000 1.0
. . FP 1.0
En en SPS00 1.0
Arizona Arizona NP0000L 1.0
, , FC 1.0
el el DA0MS0 1.0
estado estado NCMS000 1.0
al al SPCMS 1.0
que que PR0CN000 1.0
John_McCain John_McCain NP0000P 1.0
representa representar VMIP3S0 1.0
en en SPS00 1.0
el el DA0MS0 1.0
Senado Senado NP0000O 1.0
, , FC 1.0
la el DA0FS0 1.0
victoria victoria NCFS000 1.0
parece parecer VMIP3S0 1.0
más más RG 1.0
segura seguro AQ0FS0 1.0
para para SPS00 1.0
éste este PD0MS000 1.0
. . FP 1.0
También también RG 1.0
es ser VSIP3S0 1.0
un uno DI0MS0 1.0
estado estado NCMS000 1.0
radicalmente radicalmente RG 1.0
diferente diferente AQ0CS0 1.0
a a SPS00 1.0
Carolina_del_Sur Carolina_del_Sur NP0000L 1.0
, , FC 1.0
pues pues CS 1.0
Arizona Arizona NP0000L 1.0
comparte compartir VMIP3S0 1.0
frontera frontera NCFS000 1.0
con con SPS00 1.0
México México NP0000L 1.0
y y CC 1.0
es ser VSIP3S0 1.0
uno uno PI0MS000 1.0
de de SPS00 1.0
los el DA0MP0 1.0
lugares lugar NCMP000 1.0
en en SPS00 1.0
que que PR0CN000 1.0
la el DA0FS0 1.0
inmigración inmigración NCFS000 1.0
legal legal AQ0CS0 1.0
e e CC 1.0
ilegal ilegal AQ0CS0 1.0
es ser VSIP3S0 1.0
mayor mayor AQ0CS0 1.0
. . FP 1.0
