Eduardo_Portela Eduardo_Portela NP00000 1.0
de de SPS00 1.0
la el DA0FS0 1.0
Comisión_Europea Comisión_Europea NP00000 1.0
ha haber VAIP3S0 1.0
sido ser VSP00SM 1.0
muy mucho RG 1.0
importante importante AQ0CS0 1.0
, , FC 1.0
sobre_todo sobre_todo RG 1.0
por por SPS00 1.0
lo el DA0NS0 1.0
que que PR0CN000 1.0
supone suponer VMIP3S0 1.0
de de SPS00 1.0
legitimación legitimación NCFS000 1.0
moral moral AQ0CS0 1.0
. . FP 1.0
Durante durante SPS00 1.0
todo todo DI0MS0 1.0
este este DD0MS0 1.0
proceso proceso NCMS000 1.0
, , FC 1.0
hemos haber VAIP1P0 1.0
pasado pasar VMP00SM 1.0
por por SPS00 1.0
situaciones situación NCFP000 1.0
muy mucho RG 1.0
duras duro AQ0FP0 1.0
pero pero CC 1.0
en en SPS00 1.0
ningún ninguno DI0MS0 1.0
momento momento NCMS000 1.0
hemos haber VAIP1P0 1.0
dudado dudar VMP00SM 1.0
de de SPS00 1.0
que que CS 1.0
nos yo PP1CP000 1.0
asistía asistir VMII3S0 1.0
la el DA0FS0 1.0
razón razón NCFS000 1.0
. . FP 1.0
La el DA0FS0 1.0
interpretación interpretación NCFS000 1.0
de de SPS00 1.0
la el DA0FS0 1.0
Comisión_Europea Comisión_Europea NP00000 1.0
ha haber VAIP3S0 1.0
coincidido coincidir VMP00SM 1.0
totalmente totalmente RG 1.0
con con SPS00 1.0
las el DA0FP0 1.0
tesis tesis NCFN000 1.0
de de SPS00 1.0
nuestros nuestro DP1MPP 1.0
estudios estudio NCMP000 1.0
jurídicos jurídico AQ0MP0 1.0
" " FE 1.0
, , FC 1.0
indicó indicar VMIS3S0 1.0
el el DA0MS0 1.0
presidente presidente NCMS000 1.0
de de SPS00 1.0
la el DA0FS0 1.0
ACB ACB NP00000 1.0
. . FP 1.0
" " FE 1.0
Para para SPS00 1.0
Portela Portela NP00000 1.0
, , FC 1.0
el el DA0MS0 1.0
texto texto NCMS000 1.0
de de SPS00 1.0
la el DA0FS0 1.0
respuesta respuesta NCFS000 1.0
de de SPS00 1.0
la el DA0FS0 1.0
comisaria comisaria NCFS000 1.0
Diamantoupoulou Diamantoupoulou NP00000 1.0
lleva llevar VMIP3S0 1.0
a a SPS00 1.0
conclusiones conclusión NCFP000 1.0
muy mucho RG 1.0
claras claro AQ0FP0 1.0
. . FP 1.0
Los el DA0MP0 1.0
jugadores jugador NCMP000 1.0
afectados afectado AQ0MPP 1.0
tienen tener VMIP3P0 1.0
derecho derecho NCMS000 1.0
a a SPS00 1.0
las el DA0FP0 1.0
mismas mismo DI0FP0 1.0
condiciones condición NCFP000 1.0
laborales laboral AQ0CP0 1.0
que que CS 1.0
los el DA0MP0 1.0
jugadores jugador NCMP000 1.0
nacionales nacional AQ0CP0 1.0
, , FC 1.0
por por SPS00 1.0
lo el DA0NS0 1.0
que que PR0CN000 1.0
si si CS 1.0
a a SPS00 1.0
un uno DI0MS0 1.0
jugador jugador NCMS000 1.0
nacional nacional AQ0CS0 1.0
se se P0000000 1.0
le él PP3CSD00 1.0
tramita tramitar VMIP3S0 1.0
la el DA0FS0 1.0
licencia licencia NCFS000 1.0
y y CC 1.0
a a SPS00 1.0
uno uno PI0MS000 1.0
de de SPS00 1.0
estos este DD0MP0 1.0
jugadores jugador NCMP000 1.0
no no RN 1.0
, , FC 1.0
es ser VSIP3S0 1.0
evidente evidente AQ0CS0 1.0
que que CS 1.0
no no RN 1.0
se se P0000000 1.0
les él PP3CPD00 1.0
está estar VMIP3S0 1.0
dando dar VMG0000 1.0
el el DA0MS0 1.0
mismo mismo DI0MS0 1.0
trato trato NCMS000 1.0
" " FE 1.0
. . FP 1.0
" " FE 1.0
La el DA0FS0 1.0
Federación Federación NP00000 1.0
ha haber VAIP3S0 1.0
querido querer VMP00SM 1.0
interpretar interpretar VMN0000 1.0
que que CS 1.0
tienen tener VMIP3P0 1.0
los el DA0MP0 1.0
mismos mismo DI0MP0 1.0
derechos derecho NCMP000 1.0
porque porque CS 1.0
se se P0000000 1.0
les él PP3CPD00 1.0
permite permitir VMIP3S0 1.0
jugar jugar VMN0000 1.0
como como CS 1.0
extranjeros extranjero AQ0MP0 1.0
, , FC 1.0
pero pero CC 1.0
precisamente precisamente RG 1.0
ahí ahí RG 1.0
radica radicar VMIP3S0 1.0
la el DA0FS0 1.0
diferencia diferencia NCFS000 1.0
" "  1.0
. . FP 1.0
" "  1.0
Ellos él PP3MP000 1.0
mismos mismo PI0MP0 1.0
reconocen reconocer VMIP3P0 1.0
implícitamente implícitamente RG 1.0
que que CS 1.0
el el DA0MS0 1.0
trato trato NCMS000 1.0
no no RN 1.0
es ser VSIP3S0 1.0
el el DA0MS0 1.0
mismo mismo PI0MS000 1.0
y y CC 1.0
automáticamente automáticamente RG 1.0
incurren incurrir VMIP3P0 1.0
en en SPS00 1.0
la el DA0FS0 1.0
discriminación discriminación NCFS000 1.0
" " FE 1.0
, , FC 1.0
añadió añadir VMIS3S0 1.0
el el DA0MS0 1.0
directivo directivo NCMS000 1.0
catalán catalán AQ0MS0 1.0
. . FP 1.0
Además además RG 1.0
, , FC 1.0
Portela Portela NP00000 1.0
censuró censurar VMIS3S0 1.0
a a SPS00 1.0
la el DA0FS0 1.0
Federación_Española_de_Baloncesto Federación_Española_de_Baloncesto NP00000 1.0
por por SPS00 1.0
solicitar solicitar VMN0000 1.0
que que CS 1.0
el el DA0MS0 1.0
caso caso NCMS000 1.0
se él P0300000 1.0
resuelva resolver VMSP3S0 1.0
en en SPS00 1.0
el el DA0MS0 1.0
Tribunal_de_Justicia_de_Luxemburgo Tribunal_de_Justicia_de_Luxemburgo NP00000 1.0
, , FC 1.0
máximo máximo AQ0MS0 1.0
órgano órgano NCMS000 1.0
competente competente AQ0CS0 1.0
en en SPS00 1.0
la el DA0FS0 1.0
interpretación interpretación NCFS000 1.0
de de SPS00 1.0
tratados tratado NCMP000 1.0
internacionales internacional AQ0CP0 1.0
. . FP 1.0
" " FE 1.0
Ahora ahora RG 1.0
la el DA0FS0 1.0
Federación Federación NP00000 1.0
habla hablar VMIP3S0 1.0
de de SPS00 1.0
llevar llevar VMN0000 1.0
el el DA0MS0 1.0
caso caso NCMS000 1.0
al al SPCMS 1.0
Tribunal_de_Luxemburgo Tribunal_de_Luxemburgo NP00000 1.0
. . FP 1.0
De de SPS00 1.0
esta este DD0FS0 1.0
forma forma NCFS000 1.0
, , FC 1.0
conseguirían conseguir VMIC3P0 1.0
que que CS 1.0
el el DA0MS0 1.0
proceso proceso NCMS000 1.0
se él P0300000 1.0
dilatara dilatar VMSI3S0 1.0
por_espacio_de por_espacio_de SPS00 1.0
unos uno DI0MP0 1.0
tres tres DN0CP0 1.0
años año NCMP000 1.0
con con SPS00 1.0
lo el DA0NS0 1.0
cual cual PR0CS000 1.0
, , FC 1.0
cuando cuando CS 1.0
se él P0300000 1.0
resuelva resolver VMSP3S0 1.0
, , FC 1.0
estará estar VMIF3S0 1.0
totalmente totalmente RG 1.0
superado superado AQ0MSP 1.0
. . FP 1.0
Llevamos llevar VMIP1P0 1.0
menos menos RG 1.0
de de SPS00 1.0
un uno DI0MS0 1.0
mes mes NCMS000 1.0
en en SPS00 1.0
esta este DD0FS0 1.0
situación situación NCFS000 1.0
y y CC 1.0
me yo PP1CS000 1.0
resulta resultar VMIP3S0 1.0
inconcebible inconcebible AQ0CS0 1.0
que que CS 1.0
busquen buscar VMSP3P0 1.0
la el DA0FS0 1.0
forma forma NCFS000 1.0
de de SPS00 1.0
prolongar prolongar VMN0000 1.0
esta este DD0FS0 1.0
dinámica dinámica NCFS000 1.0
durante durante SPS00 1.0
los el DA0MP0 1.0
próximos próximo AQ0MP0 1.0
tres tres DN0CP0 1.0
años año NCMP000 1.0
" " FE 1.0
, , FC 1.0
recalcó recalcar VMIS3S0 1.0
Portela Portela NP00000 1.0
. . FP 1.0
