Acoso acoso NCMS000 1.0
expresó expresar VMIS3S0 1.0
su su DP3CS0 1.0
convencimiento convencimiento NCMS000 1.0
de de SPS00 1.0
que que CS 1.0
el el DA0MS0 1.0
ambiente ambiente NCMS000 1.0
político político AQ0MS0 1.0
en en SPS00 1.0
España España NP00000 1.0
" " FE 1.0
no no RN 1.0
es ser VSIP3S0 1.0
favorable favorable AQ0CS0 1.0
" " FE 1.0
a a SPS00 1.0
Pinochet Pinochet NP00000 1.0
, , FC 1.0
lo el DA0NS0 1.0
que que PR0CN000 1.0
, , FC 1.0
en en SPS00 1.0
su su DP3CS0 1.0
opinión opinión NCFS000 1.0
, , FC 1.0
puede poder VMIP3S0 1.0
condicionar condicionar VMN0000 1.0
la el DA0FS0 1.0
decisión decisión NCFS000 1.0
judicial judicial AQ0CS0 1.0
, , FC 1.0
a_pesar_de a_pesar_de SPS00 1.0
la el DA0FS0 1.0
" " FE 1.0
voluntad voluntad NCFS000 1.0
de de SPS00 1.0
imparcialidad imparcialidad NCFS000 1.0
" " FE 1.0
. . FP 1.0
Ese ese DD0MS0 1.0
ambiente ambiente NCMS000 1.0
lleva llevar VMIP3S0 1.0
a a SPS00 1.0
las el DA0FP0 1.0
autoridades autoridad NCFP000 1.0
españolas español AQ0FP0 1.0
a a SPS00 1.0
ser ser VSN0000 1.0
prudentes prudente AQ0CP0 1.0
con con SPS00 1.0
la el DA0FS0 1.0
decisión decisión NCFS000 1.0
de de SPS00 1.0
la el DA0FS0 1.0
justicia justicia NCFS000 1.0
en en SPS00 1.0
el el DA0MS0 1.0
país país NCMS000 1.0
. . FP 1.0
Ayer ayer RG 1.0
mismo mismo RG 1.0
, , FC 1.0
José_María_Aznar José_María_Aznar NP00000 1.0
, , FC 1.0
al al SPCMS 1.0
terminar terminar VMN0000 1.0
la el DA0FS0 1.0
cumbre cumbre NCFS000 1.0
hispano-lusa hispano-luso AQ0FS0 1.0
en en SPS00 1.0
Vilamoura Vilamoura NP00000 1.0
afirmó afirmar VMIS3S0 1.0
: : FD 1.0
" " FE 1.0
Cuando cuando CS 1.0
el el DA0MS0 1.0
Gobierno Gobierno NP00000 1.0
británico británico AQ0MS0 1.0
tome tomar VMSP3S0 1.0
su su DP3CS0 1.0
decisión decisión NCFS000 1.0
, , FC 1.0
la el DA0FS0 1.0
posición posición NCFS000 1.0
del del SPCMS 1.0
Ejecutivo Ejecutivo NP00000 1.0
español español AQ0MS0 1.0
seguirá seguir VMIF3S0 1.0
siendo ser VSG0000 1.0
la el DA0FS0 1.0
misma mismo PI0FS000 1.0
, , FC 1.0
la el DA0FS0 1.0
de de SPS00 1.0
ajustarse ajustar VMN0000 1.0
a a SPS00 1.0
lo el DA0NS0 1.0
que que PR0CN000 1.0
determine determinar VMSP3S0 1.0
la el DA0FS0 1.0
justicia justicia NCFS000 1.0
española español AQ0FS0 1.0
" " FE 1.0
. . FP 1.0
Explicaciones explicación NCFP000 1.0
oficiales oficial AQ0CP0 1.0
. . FP 1.0
" " FE 1.0
No no RN 1.0
tengo tener VMIP1S0 1.0
ninguna ninguno DI0FS0 1.0
expectativa expectativa NCFS000 1.0
sobre sobre SPS00 1.0
este este DD0MS0 1.0
viaje viaje NCMS000 1.0
. . FP 1.0
Más_bien más_bien RG 1.0
es ser VSIP3S0 1.0
una uno DI0FS0 1.0
visita visita NCFS000 1.0
de de SPS00 1.0
información información NCFS000 1.0
" " FE 1.0
, , FC 1.0
afirmó afirmar VMIS3S0 1.0
Insulza Insulza NP00000 1.0
minutos minuto NCMP000 1.0
después después RG 1.0
de de SPS00 1.0
llegar llegar VMN0000 1.0
a a SPS00 1.0
Madrid Madrid NP00000 1.0
. . FP 1.0
Como como CS 1.0
ha haber VAIP3S0 1.0
hecho hacer VMP00SM 1.0
durante durante SPS00 1.0
su su DP3CS0 1.0
visita visita NCFS000 1.0
a a SPS00 1.0
Londres Londres NP00000 1.0
, , FC 1.0
el el DA0MS0 1.0
ministro ministro NCMS000 1.0
de de SPS00 1.0
Exteriores Exteriores NP00000 1.0
chileno chileno AQ0MS0 1.0
explicará explicar VMIF3S0 1.0
a a SPS00 1.0
los el DA0MP0 1.0
representantes representante NCCP000 1.0
de de SPS00 1.0
instituciones institución NCFP000 1.0
y y CC 1.0
partidos partido NCMP000 1.0
el el DA0MS0 1.0
deseo deseo NCMS000 1.0
del del SPCMS 1.0
Gobierno Gobierno NP00000 1.0
de de SPS00 1.0
Eduardo_Frei Eduardo_Frei NP00000 1.0
de de SPS00 1.0
que que CS 1.0
Pinochet Pinochet NP00000 1.0
pueda poder VMSP3S0 1.0
volver volver VMN0000 1.0
a a SPS00 1.0
Chile Chile NP00000 1.0
. . FP 1.0
No_obstante no_obstante CC 1.0
, , FC 1.0
desmintió desmentir VMIS3S0 1.0
que que CS 1.0
exista existir VMSP3S0 1.0
un uno DI0MS0 1.0
pacto pacto NCMS000 1.0
secreto secreto AQ0MS0 1.0
entre entre SPS00 1.0
las el DA0FP0 1.0
autoridades autoridad NCFP000 1.0
británicas británico AQ0FP0 1.0
y y CC 1.0
chilenas chileno AQ0FP0 1.0
para para SPS00 1.0
evitar evitar VMN0000 1.0
que que CS 1.0
el el DA0MS0 1.0
dictador dictador NCMS000 1.0
sea ser VSSP3S0 1.0
extraditado extraditar VMP00SM 1.0
a a SPS00 1.0
España España NP00000 1.0
. . FP 1.0
para para SPS00 1.0
el el DA0MS0 1.0
jefe jefe NCMS000 1.0
de de SPS00 1.0
la el DA0FS0 1.0
diplomacia diplomacia NCFS000 1.0
chilena chileno AQ0FS0 1.0
lo el DA0NS0 1.0
importante importante AQ0CS0 1.0
es ser VSIP3S0 1.0
que que CS 1.0
su su DP3CS0 1.0
país país NCMS000 1.0
no no RN 1.0
sea ser VSSP3S0 1.0
humillado humillar VMP00SM 1.0
en en SPS00 1.0
este este DD0MS0 1.0
conflicto conflicto NCMS000 1.0
y y CC 1.0
pueda poder VMSP3S0 1.0
hacer hacer VMN0000 1.0
" " FE 1.0
justicia justicia NCFS000 1.0
y y CC 1.0
verdad verdad NCFS000 1.0
" " FE 1.0
, , FC 1.0
por por SPS00 1.0
lo el DA0NS0 1.0
que que PR0CN000 1.0
puso poner VMIS3S0 1.0
el el DA0MS0 1.0
acento acento NCMS000 1.0
en en SPS00 1.0
el el DA0MS0 1.0
derecho derecho NCMS000 1.0
de de SPS00 1.0
Chile Chile NP00000 1.0
a a SPS00 1.0
defenderse defender VMN0000 1.0
como como CS 1.0
Estado Estado NP00000 1.0
soberano soberano AQ0MS0 1.0
frente_a frente_a SPS00 1.0
otros otro DI0MP0 1.0
estados estado NCMP000 1.0
. . FP 1.0
En en SPS00 1.0
su su DP3CS0 1.0
opinión opinión NCFS000 1.0
, , FC 1.0
los el DA0MP0 1.0
elementos elemento NCMP000 1.0
políticos político AQ0MP0 1.0
no no RN 1.0
pueden poder VMIP3P0 1.0
ser ser VSN0000 1.0
dejados dejar VMP00PM 1.0
de de SPS00 1.0
lado lado NCMS000 1.0
, , FC 1.0
ni ni CC 1.0
deben deber VMIP3P0 1.0
estar estar VMN0000 1.0
reñidos reñido AQ0MPP 1.0
con con SPS00 1.0
los el DA0MP0 1.0
aspectos aspecto NCMP000 1.0
judiciales judicial AQ0CP0 1.0
. . FP 1.0
Según según SPS00 1.0
Insulza Insulza NP00000 1.0
, , FC 1.0
Chile Chile NP00000 1.0
es ser VSIP3S0 1.0
un uno DI0MS0 1.0
Estado Estado NP00000 1.0
democrático democrático AQ0MS0 1.0
con con SPS00 1.0
un uno DI0MS0 1.0
proceso proceso NCMS000 1.0
de de SPS00 1.0
transición transición NCFS000 1.0
que que PR0CN000 1.0
dura durar VMIP3S0 1.0
ocho ocho DN0CP0 1.0
años año NCMP000 1.0
y y CC 1.0
que que PR0CN000 1.0
" " FE 1.0
ha haber VAIP3S0 1.0
sido ser VSP00SM 1.0
escrupuloso escrupuloso AQ0MS0 1.0
con con SPS00 1.0
el el DA0MS0 1.0
respeto respeto NCMS000 1.0
a a SPS00 1.0
los el DA0MP0 1.0
derechos_humanos derechos_humanos NCMP000 1.0
y y CC 1.0
a a SPS00 1.0
la el DA0FS0 1.0
ley ley NCFS000 1.0
" " FE 1.0
. . FP 1.0
Pero pero CC 1.0
el el DA0MS0 1.0
abogado abogado NCMS000 1.0
Eduardo_Contreras Eduardo_Contreras NP00000 1.0
, , FC 1.0
que que PR0CN000 1.0
dirige dirigir VMIP3S0 1.0
la el DA0FS0 1.0
acusación acusación NCFS000 1.0
en en SPS00 1.0
la el DA0FS0 1.0
primera primero AO0FS0 1.0
querella querella NCFS000 1.0
contra contra SPS00 1.0
el el DA0MS0 1.0
dictador dictador NCMS000 1.0
en en SPS00 1.0
Chile Chile NP00000 1.0
, , FC 1.0
acusó acusar VMIS3S0 1.0
el el DA0MS0 1.0
diplomático diplomático NCMS000 1.0
chileno chileno AQ0MS0 1.0
de de SPS00 1.0
" " FE 1.0
mentir mentir VMN0000 1.0
" " FE 1.0
a a SPS00 1.0
Madrid Madrid NP00000 1.0
y y CC 1.0
a a SPS00 1.0
Londres Londres NP00000 1.0
cuando cuando CS 1.0
asegura asegurar VMIP3S0 1.0
que que CS 1.0
si si CS 1.0
el el DA0MS0 1.0
dictador dictador NCMS000 1.0
regresa regresar VMM02S0 1.0
se se P0000000 1.0
aceleraría acelerar VMIC3S0 1.0
el el DA0MS0 1.0
proceso proceso NCMS000 1.0
judicial judicial AQ0CS0 1.0
en en SPS00 1.0
marcha marcha NCFS000 1.0
. . FP 1.0
En en SPS00 1.0
la el DA0FS0 1.0
apretada apretado AQ0FSP 1.0
agenda agenda NCFS000 1.0
de de SPS00 1.0
Insulza Insulza NP00000 1.0
figuran figurar VMIP3P0 1.0
algunos alguno DI0MP0 1.0
encuentros encuentro NCMP000 1.0
destacables destacable AQ0CP0 1.0
, , FC 1.0
como como CS 1.0
con con SPS00 1.0
el el DA0MS0 1.0
presidente presidente NCMS000 1.0
de de SPS00 1.0
la el DA0FS0 1.0
CEOE CEOE NP00000 1.0
, , FC 1.0
José_María_Cuevas José_María_Cuevas NP00000 1.0
, , FC 1.0
que que PR0CN000 1.0
tienen tener VMIP3P0 1.0
por por SPS00 1.0
objeto objeto NCMS000 1.0
repasar repasar VMN0000 1.0
las el DA0FP0 1.0
relaciones relación NCFP000 1.0
comerciales comercial AQ0CP0 1.0
entre entre SPS00 1.0
ambos ambos DN0MP0 1.0
países país NCMP000 1.0
. . FP 1.0
Sin_embargo sin_embargo RG 1.0
, , FC 1.0
tras tras SPS00 1.0
reunirse reunir VMN0000 1.0
ayer ayer RG 1.0
con con SPS00 1.0
el el DA0MS0 1.0
ministro ministro NCMS000 1.0
de de SPS00 1.0
Defensa Defensa NP00000 1.0
, , FC 1.0
Eduardo_Serra Eduardo_Serra NP00000 1.0
, , FC 1.0
fuentes fuente NCFP000 1.0
de de SPS00 1.0
este este DD0MS0 1.0
departamento departamento NCMS000 1.0
aseguraron asegurar VMIS3P0 1.0
que que CS 1.0
" " FE 1.0
el el DA0MS0 1.0
acuerdo acuerdo NCMS000 1.0
sobre sobre SPS00 1.0
la el DA0FS0 1.0
venta venta NCFS000 1.0
de de SPS00 1.0
dos dos DN0CP0 1.0
submarinos submarino NCMP000 1.0
a a SPS00 1.0
Chile Chile NP00000 1.0
no no RN 1.0
ha haber VAIP3S0 1.0
sido ser VSP00SM 1.0
el el DA0MS0 1.0
objeto objeto NCMS000 1.0
de de SPS00 1.0
la el DA0FS0 1.0
conversación conversación NCFS000 1.0
" " FE 1.0
. . FP 1.0
Insulza Insulza NP00000 1.0
descartó descartar VMIS3S0 1.0
que que CS 1.0
la el DA0FS0 1.0
ruptura ruptura NCFS000 1.0
de de SPS00 1.0
relaciones relación NCFP000 1.0
o o CC 1.0
las el DA0FP0 1.0
sanciones sanción NCFP000 1.0
económicas económico AQ0FP0 1.0
sean ser VSSP3P0 1.0
el el DA0MS0 1.0
camino camino NCMS000 1.0
adecuado adecuado AQ0MSP 1.0
. . FP 1.0
El el DA0MS0 1.0
último último AO0MS0 1.0
encuentro encuentro NCMS000 1.0
de de SPS00 1.0
ayer ayer RG 1.0
de de SPS00 1.0
Insulza Insulza NP00000 1.0
, , FC 1.0
acompañado acompañado AQ0MSP 1.0
del del SPCMS 1.0
embajador embajador NCMS000 1.0
de de SPS00 1.0
Chile Chile NP00000 1.0
en en SPS00 1.0
Madrid Madrid NP00000 1.0
, , FC 1.0
Sergio_Pizarro Sergio_Pizarro NP00000 1.0
, , FC 1.0
tuvo_lugar tener_lugar VMIS3S0 1.0
en en SPS00 1.0
la el DA0FS0 1.0
sede sede NCFS000 1.0
del del SPCMS 1.0
PSOE PSOE NP00000 1.0
con con SPS00 1.0
Joaquín_Almunia Joaquín_Almunia NP00000 1.0
y y CC 1.0
Josep_Borrell Josep_Borrell NP00000 1.0
. . FP 1.0
Ambos ambos PN0MP000 1.0
expusieron exponer VMIS3P0 1.0
al al SPCMS 1.0
canciller canciller NCCS000 1.0
chileno chileno AQ0MS0 1.0
que que CS 1.0
los el DA0MP0 1.0
socialistas socialista NCCP000 1.0
españoles español AQ0MP0 1.0
también también RG 1.0
apuestan apostar VMIP3P0 1.0
por por SPS00 1.0
la el DA0FS0 1.0
vía vía NCFS000 1.0
judicial judicial AQ0CS0 1.0
y y CC 1.0
no no RN 1.0
ponen poner VMIP3P0 1.0
reparos reparo NCMP000 1.0
a a SPS00 1.0
que que CS 1.0
Pinochet Pinochet NP00000 1.0
sea ser VSSP3S0 1.0
juzgado juzgar VMP00SM 1.0
en en SPS00 1.0
su su DP3CS0 1.0
país país NCMS000 1.0
. . FP 1.0
Los el DA0MP0 1.0
dirigentes dirigente NCCP000 1.0
del del SPCMS 1.0
PSOE PSOE NP00000 1.0
están estar VMIP3P0 1.0
convencidos convencido AQ0MPP 1.0
de de SPS00 1.0
que que CS 1.0
la el DA0FS0 1.0
situación situación NCFS000 1.0
judicial judicial AQ0CS0 1.0
del del SPCMS 1.0
dictador dictador NCMS000 1.0
no no RN 1.0
pone poner VMIP3S0 1.0
en en SPS00 1.0
peligro peligro NCMS000 1.0
la el DA0FS0 1.0
vía vía NCFS000 1.0
democrática democrático AQ0FS0 1.0
chilena chileno AQ0FS0 1.0
. . FP 1.0
