¿ ¿ FIA 1.0
Real_Madrid Real_Madrid NP00000 1.0
ya ya RG 1.0
estaba estar VMII3S0 1.0
clasificado clasificado AQ0MSP 1.0
para para SPS00 1.0
los el DA0MP0 1.0
cuartos cuarto NCMP000 1.0
de de SPS00 1.0
final final NCFS000 1.0
y y CC 1.0
el el DA0MS0 1.0
Panathinaikos Panathinaikos NP00000 1.0
necesitaba necesitar VMII3S0 1.0
un uno DI0MS0 1.0
punto punto NCMS000 1.0
para para SPS00 1.0
asegurarse asegurar VMN0000 1.0
su su DP3CS0 1.0
presencia presencia NCFS000 1.0
entre entre SPS00 1.0
los el DA0MP0 1.0
ocho ocho DN0CP0 1.0
mejores mejor AQ0CP0 1.0
. . FP 1.0
Y y CC 1.0
Miñambres Miñambres NP00000 1.0
, , FC 1.0
Bravo Bravo NP00000 1.0
y y CC 1.0
Portillo Portillo NP00000 1.0
, , FC 1.0
entre entre SPS00 1.0
otros otro PI0MP000 1.0
, , FC 1.0
se él P0300000 1.0
olvidaron olvidar VMIS3P0 1.0
de de SPS00 1.0
la el DA0FS0 1.0
presión presión NCFS000 1.0
, , FC 1.0
de de SPS00 1.0
las el DA0FP0 1.0
bengalas bengala NCFP000 1.0
y y CC 1.0
del del SPCMS 1.0
griterío griterío NCMS000 1.0
y y CC 1.0
empataron empatar VMIS3P0 1.0
2-2 2-2  1.0
en en SPS00 1.0
el el DA0MS0 1.0
partido partido NCMS000 1.0
que que PR0CN000 1.0
lanzó lanzar VMIS3S0 1.0
a a SPS00 1.0
la el DA0FS0 1.0
fama fama NCFS000 1.0
al al SPCMS 1.0
delantero delantero NCMS000 1.0
más más RG 1.0
prolífico prolífico AQ0MS0 1.0
- - FG 1.0
ha haber VAIP3S0 1.0
marcado marcar VMP00SM 1.0
más más RG 1.0
de de SPS00 1.0
700 700  1.0
goles gol NCMP000 1.0
- - FG 1.0
que que PR0CN000 1.0
ha haber VAIP3S0 1.0
pasado pasar VMP00SM 1.0
por por SPS00 1.0
la el DA0FS0 1.0
cantera cantera NCFS000 1.0
blanca blanco AQ0FS0 1.0
. . FP 1.0
13 13  1.0
meses mes NCMP000 1.0
invictos invicto AQ0MP0 1.0
en en SPS00 1.0
Atenas Atenas NP00000 1.0
. . FP 1.0
Otros otro PI0MP000 1.0
no no RN 1.0
lo él PP3MSA00 1.0
han haber VAIP3P0 1.0
tenido tener VMP00SM 1.0
tan tanto RG 1.0
fácil fácil AQ0CS0 1.0
en en SPS00 1.0
un uno DI0MS0 1.0
campo campo NCMS000 1.0
, , FC 1.0
similar similar AQ0CS0 1.0
al al SPCMS 1.0
de de SPS00 1.0
Vallecas Vallecas NP00000 1.0
, , FC 1.0
de de SPS00 1.0
esos ese PD0MP000 1.0
que que PR0CN000 1.0
tanto tanto RG 1.0
incomodan incomodar VMIP3P0 1.0
al al SPCMS 1.0
Barça Barça NP00000 1.0
. . FP 1.0
El el DA0MS0 1.0
Panathinaikos Panathinaikos NP00000 1.0
no no RN 1.0
pierde perder VMIP3S0 1.0
en en SPS00 1.0
su su DP3CS0 1.0
estadio estadio NCMS000 1.0
, , FC 1.0
en en SPS00 1.0
la el DA0FS0 1.0
Liga_de_Campeones Liga_de_Campeones NP00000 1.0
, , FC 1.0
desde desde SPS00 1.0
el el DA0MS0 1.0
20_de_febrero_del_2001 [??:20/02/2001:??.??]  1.0
, , FC 1.0
cuando cuando PR000000 1.0
cayó caer VMIS3S0 1.0
por por SPS00 1.0
1-2 1-2  1.0
ante ante SPS00 1.0
el el DA0MS0 1.0
Sturm_Graz Sturm_Graz NP00000 1.0
( ( FPA 1.0
Austria Austria NP00000 1.0
) ) FPT 1.0
. . FP 1.0
Desde desde SPS00 1.0
ese ese DD0MS0 1.0
día día NCMS000 1.0
, , FC 1.0
nadie nadie PI0CS000 1.0
ha haber VAIP3S0 1.0
ganado ganar VMP00SM 1.0
al al SPCMS 1.0
conjunto conjunto NCMS000 1.0
verde verde AQ0CS0 1.0
, , FC 1.0
pese_a_que pese_a_que CS 1.0
por por SPS00 1.0
Atenas Atenas NP00000 1.0
han haber VAIP3P0 1.0
pasado pasar VMP00SM 1.0
Manchester_United Manchester_United NP00000 1.0
( ( FPA 1.0
1-1 1-1  1.0
) ) FPT 1.0
, , FC 1.0
Slavia_de_Praga Slavia_de_Praga NP00000 1.0
( ( FPA 1.0
1-0 1-0  1.0
) ) FPT 1.0
, , FC 1.0
Mallorca Mallorca NP00000 1.0
( ( FPA 1.0
2-0 2-0  1.0
) ) FPT 1.0
, , FC 1.0
Arsenal Arsenal NP00000 1.0
( ( FPA 1.0
1-0 1-0  1.0
) ) FPT 1.0
, , FC 1.0
Schalke Schalke NP00000 1.0
04 04  1.0
( ( FPA 1.0
2-0 2-0  1.0
) ) FPT 1.0
, , FC 1.0
Oporto Oporto NP00000 1.0
( ( FPA 1.0
0-0 0-0  1.0
) ) FPT 1.0
, , FC 1.0
Sparta_de_Praga Sparta_de_Praga NP00000 1.0
( ( FPA 1.0
2-1 2-1  1.0
) ) FPT 1.0
y y CC 1.0
Real_Madrid Real_Madrid NP00000 1.0
( ( FPA 1.0
2-2 2-2  1.0
) ) FPT 1.0
. . FP 1.0
" " FE 1.0
Los el DA0MP0 1.0
griegos griego NCMP000 1.0
son ser VSIP3P0 1.0
complicados complicado AQ0MPP 1.0
en en SPS00 1.0
su su DP3CS0 1.0
campo campo NCMS000 1.0
por por SPS00 1.0
la el DA0FS0 1.0
presión presión NCFS000 1.0
de de SPS00 1.0
su su DP3CS0 1.0
afición afición NCFS000 1.0
, , FC 1.0
pero pero CC 1.0
todos todo DI0MP0 1.0
los el DA0MP0 1.0
que que PR0CN000 1.0
hemos haber VAIP1P0 1.0
jugado jugar VMP00SM 1.0
contra contra SPS00 1.0
ellos él PP3MP000 1.0
hemos haber VAIP1P0 1.0
comprobado comprobar VMP00SM 1.0
que que CS 1.0
bajan bajar VMIP3P0 1.0
mucho mucho RG 1.0
su su DP3CS0 1.0
rendimiento rendimiento NCMS000 1.0
cuando cuando CS 1.0
juegan jugar VMIP3P0 1.0
fuera fuera RG 1.0
de de SPS00 1.0
casa casa NCFS000 1.0
. . FP 1.0
A a SPS00 1.0
doble doble AQ0CS0 1.0
partido partido NCMS000 1.0
, , FC 1.0
el el DA0MS0 1.0
Barça Barça NP00000 1.0
es ser VSIP3S0 1.0
el el DA0MS0 1.0
favorito favorito AQ0MS0 1.0
" " FE 1.0
, , FC 1.0
afirma afirmar VMIP3S0 1.0
Makaay Makaay NP00000 1.0
, , FC 1.0
delantero delantero NCMS000 1.0
del del SPCMS 1.0
Deportivo Deportivo NP00000 1.0
. . FP 1.0
Escuchando escuchar VMG0000 1.0
a a SPS00 1.0
los el DA0MP0 1.0
que que PR0CN000 1.0
ya ya RG 1.0
han haber VAIP3P0 1.0
jugado jugar VMP00SM 1.0
en en SPS00 1.0
el el DA0MS0 1.0
vetusto vetusto AQ0MS0 1.0
estadio estadio NCMS000 1.0
ateniense ateniense AQ0CS0 1.0
, , FC 1.0
de de SPS00 1.0
nada nada PI0CS000 1.0
sirven servir VMIP3P0 1.0
las el DA0FP0 1.0
amenazantes amenazante AQ0CP0 1.0
palabras palabra NCFP000 1.0
del del SPCMS 1.0
ex ex AQ0CN0 1.0
madridista madridista NCCS000 1.0
Robert_Jarni Robert_Jarni NP00000 1.0
, , FC 1.0
actual actual AQ0CS0 1.0
jugador jugador NCMS000 1.0
del del SPCMS 1.0
Panathinaikos Panathinaikos NP00000 1.0
: : FD 1.0
" " FE 1.0
El el DA0MS0 1.0
estadio estadio NCMS000 1.0
es ser VSIP3S0 1.0
pequeño pequeño AQ0MS0 1.0
y y CC 1.0
se él P0300000 1.0
llenará llenar VMIF3S0 1.0
" "  1.0
. . FP 1.0
" "  1.0
Será ser VSIF3S0 1.0
un uno DI0MS0 1.0
infierno infierno NCMS000 1.0
para para SPS00 1.0
el el DA0MS0 1.0
Barça Barça NP00000 1.0
durante durante SPS00 1.0
los el DA0MP0 1.0
90 90  1.0
minutos minuto NCMP000 1.0
" " FE 1.0
. . FP 1.0
