Alex_Corretja Alex_Corretja NP00000 1.0
una uno DI0FS0 1.0
medalla medalla NCFS000 1.0
. . FP 1.0
Y y CC 1.0
tenemos tener VMIP1P0 1.0
que que CS 1.0
ser ser VSN0000 1.0
sinceros sincero AQ0MP0 1.0
, , FC 1.0
es ser VSIP3S0 1.0
la el DA0FS0 1.0
medalla medalla NCFS000 1.0
mas mas RG 1.0
difícil difícil AQ0CS0 1.0
a a SPS00 1.0
la el DA0FS0 1.0
que que PR0CN000 1.0
podíamos poder VMII1P0 1.0
aspirar aspirar VMN0000 1.0
en en SPS00 1.0
Sydney Sydney NP00000 1.0
, , FC 1.0
en en SPS00 1.0
cualquier cualquiera DI0CS0 1.0
deporte deporte NCMS000 1.0
" " FE 1.0
, , FC 1.0
destacó destacar VMIS3S0 1.0
Corretja Corretja NP00000 1.0
. . FP 1.0
" " FE 1.0
Después después RG 1.0
de de SPS00 1.0
haber haber VAN0000 1.0
perdido perder VMP00SM 1.0
los el DA0MP0 1.0
individuales individual NCCP000 1.0
de de SPS00 1.0
la el DA0FS0 1.0
forma forma NCFS000 1.0
que que PR0CN000 1.0
perdimos perder VMIS1P0 1.0
los el DA0MP0 1.0
dos dos PN0CP000 1.0
, , FC 1.0
que que PR0CN000 1.0
nos yo P010P000 1.0
quedamos quedar VMIP1P0 1.0
chafados chafado AQ0MPP 1.0
" " FE 1.0
, , FC 1.0
continuó continuar VMIS3S0 1.0
, , FC 1.0
" " FE 1.0
recuperarnos recuperar VMN0000 1.0
y y CC 1.0
ganar ganar VMN0000 1.0
una uno DI0FS0 1.0
medalla medalla NCFS000 1.0
es ser VSIP3S0 1.0
un uno DI0MS0 1.0
logro logro NCMS000 1.0
inolvidable inolvidable AQ0CS0 1.0
" "  1.0
. . FP 1.0
" "  1.0
Y y CC 1.0
con con SPS00 1.0
Albert Albert NP00000 1.0
, , FC 1.0
que que PR0CN000 1.0
es ser VSIP3S0 1.0
, , FC 1.0
probablemente probablemente RG 1.0
, , FC 1.0
mi mi DP1CSS 1.0
mejor mejor AQ0CS0 1.0
amigo amigo NCMS000 1.0
en en SPS00 1.0
el el DA0MS0 1.0
circuito circuito NCMS000 1.0
, , FC 1.0
todavía todavía RG 1.0
más más RG 1.0
" " FE 1.0
. . FP 1.0
Corretja Corretja NP00000 1.0
y y CC 1.0
Costa Costa NP00000 1.0
se él P0300000 1.0
mostraron mostrar VMIS3P0 1.0
muy mucho RG 1.0
felices feliz AQ0CP0 1.0
durante durante SPS00 1.0
la el DA0FS0 1.0
conferencia conferencia NCFS000 1.0
de de SPS00 1.0
prensa prensa NCFS000 1.0
e e CC 1.0
incluso incluso RG 1.0
bromearon bromear VMIS3P0 1.0
. . FP 1.0
" " FE 1.0
Cuando cuando CS 1.0
nos yo PP1CP000 1.0
comunicaron comunicar VMIS3P0 1.0
que que CS 1.0
íbamos ir VMII1P0 1.0
a a SPS00 1.0
jugar jugar VMN0000 1.0
juntos junto AQ0MP0 1.0
el el DA0MS0 1.0
doble doble NCCS000 1.0
, , FC 1.0
algún alguno DI0MS0 1.0
amigo amigo NCMS000 1.0
me yo PP1CS000 1.0
dijo decir VMIS3S0 1.0
: : FD 1.0
mira mirar VMM02S0 1.0
que que CS 1.0
si si CS 1.0
ganáis ganar VMIP2P0 1.0
una uno DI0FS0 1.0
medalla medalla NCFS000 1.0
. . FP 1.0
Y y CC 1.0
le él PP3CSD00 1.0
dije decir VMIS1S0 1.0
: : FD 1.0
lo él PP3MSA00 1.0
veo ver VMIP1S0 1.0
tan tanto RG 1.0
difícil difícil AQ0CS0 1.0
, , FC 1.0
que que CS 1.0
si si CS 1.0
gano ganar VMIP1S0 1.0
una uno DI0FS0 1.0
medalla medalla NCFS000 1.0
le él PP3CSD00 1.0
doy dar VMIP1S0 1.0
un uno DI0MS0 1.0
pico pico NCMS000 1.0
en en SPS00 1.0
la el DA0FS0 1.0
boca boca NCFS000 1.0
( ( FPA 1.0
a a SPS00 1.0
Albert Albert NP00000 1.0
) ) FPT 1.0
" " FE 1.0
, , FC 1.0
comentó comentar VMIS3S0 1.0
Corretja Corretja NP00000 1.0
entre entre SPS00 1.0
risas risa NCFP000 1.0
. . FP 1.0
El el DA0MS0 1.0
barcelonés barcelonés NCMS000 1.0
se él P0300000 1.0
va ir VMIP3S0 1.0
muy mucho RG 1.0
satisfecho satisfecho AQ0MSP 1.0
de de SPS00 1.0
los el DA0MP0 1.0
Juegos_de_Sydney Juegos_de_Sydney NP00000 1.0
después después RG 1.0
de de SPS00 1.0
haber haber VAN0000 1.0
cumplido cumplir VMP00SM 1.0
dos dos DN0CP0 1.0
deseos deseo NCMP000 1.0
. . FP 1.0
" " FE 1.0
Dije decir VMIS1S0 1.0
antes antes RG 1.0
de de SPS00 1.0
venir venir VMN0000 1.0
, , FC 1.0
que que CS 1.0
lo el DA0NS0 1.0
que que PR0CN000 1.0
no no RN 1.0
me yo P010S000 1.0
quería querer VMII3S0 1.0
perder perder VMN0000 1.0
eran ser VSII3P0 1.0
dos dos DN0CP0 1.0
cosas cosa NCFP000 1.0
: : FD 1.0
estar estar VMN0000 1.0
en en SPS00 1.0
la el DA0FS0 1.0
ceremonia ceremonia NCFS000 1.0
inaugural inaugural AQ0CS0 1.0
, , FC 1.0
y y CC 1.0
creo creer VMIP1S0 1.0
que que CS 1.0
la el DA0FS0 1.0
pista pista NCFS000 1.0
de de SPS00 1.0
atletismo atletismo NCMS000 1.0
ni ni RG 1.0
la él PP3FSA00 1.0
pisé pisar VMIS1S0 1.0
porque porque CS 1.0
iba ir VMII3S0 1.0
como como CS 1.0
en en SPS00 1.0
una uno DI0FS0 1.0
nube nube NCFS000 1.0
; ; FX 1.0
y y CC 1.0
otra otro PI0FS000 1.0
, , FC 1.0
la el DA0FS0 1.0
sensación sensación NCFS000 1.0
de de SPS00 1.0
estar estar VMN0000 1.0
subido subido AQ0MSP 1.0
en en SPS00 1.0
el el DA0MS0 1.0
podio podio NCMS000 1.0
" " FE 1.0
, , FC 1.0
destacó destacar VMIS3S0 1.0
. . FP 1.0
Costa Costa NP00000 1.0
, , FC 1.0
que que PR0CN000 1.0
hoy hoy RG 1.0
rubricó rubricar VMIS3S0 1.0
con con SPS00 1.0
un uno DI0MS0 1.0
excelente excelente AQ0CS0 1.0
resto resto NCMS000 1.0
el el DA0MS0 1.0
` ` FE 1.0
break break NCMS000 1.0
` ` FE 1.0
que que PR0CN000 1.0
encarriló encarrilar VMIS3S0 1.0
el el DA0MS0 1.0
triunfo triunfo NCMS000 1.0
español español AQ0MS0 1.0
nada_más nada_más RG 1.0
reanudarse reanudar VMN0000 1.0
el el DA0MS0 1.0
juego juego NCMS000 1.0
esta este DD0FS0 1.0
mañana mañana NCFS000 1.0
después después RG 1.0
de de SPS00 1.0
la el DA0FS0 1.0
suspensión suspensión NCFS000 1.0
del del SPCMS 1.0
partido partido NCMS000 1.0
el el DA0MS0 1.0
Martes [M:??/??/??:??.??]  1.0
, , FC 1.0
afirmó afirmar VMIS3S0 1.0
que que CS 1.0
ese ese DD0MS0 1.0
golpe golpe NCMS000 1.0
de de SPS00 1.0
derecha derecha NCFS000 1.0
" " FE 1.0
ha haber VAIP3S0 1.0
salido salir VMP00SM 1.0
gracias_a gracias_a SPS00 1.0
la el DA0FS0 1.0
motivación motivación NCFS000 1.0
" " FE 1.0
de de SPS00 1.0
ambos ambos PN0MP000 1.0
y y CC 1.0
a a SPS00 1.0
que que CS 1.0
estaban estar VMII3P0 1.0
" " FE 1.0
muy mucho RG 1.0
unidos unido AQ0MPP 1.0
" " FE 1.0
. . FP 1.0
" " FE 1.0
Ese ese DD0MS0 1.0
punto punto NCMS000 1.0
ha haber VAIP3S0 1.0
sido ser VSP00SM 1.0
muy mucho RG 1.0
importante importante AQ0CS0 1.0
, , FC 1.0
pero pero CC 1.0
ha haber VAIP3S0 1.0
habido haber VAP00SM 1.0
muchos mucho DI0MP0 1.0
puntos punto NCMP000 1.0
muy mucho RG 1.0
importantes importante AQ0CP0 1.0
" " FE 1.0
, , FC 1.0
recordó recordar VMIS3S0 1.0
el el DA0MS0 1.0
ilerdense ilerdense NCCS000 1.0
. . FP 1.0
" " FE 1.0
Ya ya RG 1.0
dijimos decir VMIS1P0 1.0
antes antes RG 1.0
de de SPS00 1.0
venir venir VMN0000 1.0
que que CS 1.0
aspirábamos aspirar VMII1P0 1.0
a a SPS00 1.0
ganar ganar VMN0000 1.0
una uno DI0FS0 1.0
medalla medalla NCFS000 1.0
, , FC 1.0
fuera ser VSSI3S0 1.0
en en SPS00 1.0
individual individual AQ0CS0 1.0
o o CC 1.0
en en SPS00 1.0
dobles doble AQ0CP0 1.0
. . FP 1.0
Lo el DA0NS0 1.0
importante importante AQ0CS0 1.0
en en SPS00 1.0
unos uno DI0MP0 1.0
Juegos_Olímpicos Juegos_Olímpicos NCMP000 1.0
es ser VSIP3S0 1.0
conseguir conseguir VMN0000 1.0
una uno DI0FS0 1.0
medalla medalla NCFS000 1.0
" " FE 1.0
, , FC 1.0
dijo decir VMIS3S0 1.0
Costa Costa NP00000 1.0
, , FC 1.0
y y CC 1.0
aseguró asegurar VMIS3S0 1.0
que que CS 1.0
repetiría repetir VMIC3S0 1.0
" " FE 1.0
dos_mil [??:??/??/2000:??.??]  1.0
veces vez NCFP000 1.0
" " FE 1.0
la el DA0FS0 1.0
experiencia experiencia NCFS000 1.0
de de SPS00 1.0
participar participar VMN0000 1.0
en en SPS00 1.0
unos uno DI0MP0 1.0
Juegos Juegos NP00000 1.0
. . FP 1.0
" " FE 1.0
Lo el DA0NS0 1.0
que que PR0CN000 1.0
hemos haber VAIP1P0 1.0
conseguido conseguir VMP00SM 1.0
hoy hoy RG 1.0
ha haber VAIP3S0 1.0
sido ser VSP00SM 1.0
algo algo PI0CS000 1.0
muy mucho RG 1.0
grande grande AQ0CS0 1.0
. . FP 1.0
Es ser VSIP3S0 1.0
un uno DI0MS0 1.0
momento momento NCMS000 1.0
comparable comparable AQ0CS0 1.0
al al SPCMS 1.0
que que PR0CN000 1.0
vivimos vivir VMIP1P0 1.0
cuando cuando CS 1.0
ganamos ganar VMIP1P0 1.0
el el DA0MS0 1.0
partido partido NCMS000 1.0
de de SPS00 1.0
dobles doble NCMP000 1.0
en en SPS00 1.0
la el DA0FS0 1.0
Copa_Davis Copa_Davis NP00000 1.0
en en SPS00 1.0
Santander Santander NP00000 1.0
. . FP 1.0
Consigues conseguir VMIP2S0 1.0
algo algo PI0CS000 1.0
que que PR0CN000 1.0
es ser VSIP3S0 1.0
para para SPS00 1.0
ti tú PP2CSO00 1.0
, , FC 1.0
pero pero CC 1.0
a_la_vez a_la_vez RG 1.0
lo él PP3MSA00 1.0
estás estar VMIP2S0 1.0
compartiendo compartir VMG0000 1.0
con con SPS00 1.0
un uno DI0MS0 1.0
equipo equipo NCMS000 1.0
, , FC 1.0
con con SPS00 1.0
los el DA0MP0 1.0
compañeros compañero NCMP000 1.0
y y CC 1.0
con con SPS00 1.0
los el DA0MP0 1.0
técnicos técnico NCMP000 1.0
, , FC 1.0
y y CC 1.0
también también RG 1.0
es ser VSIP3S0 1.0
un uno DI0MS0 1.0
premio premio NCMS000 1.0
para para SPS00 1.0
ellos él PP3MP000 1.0
" " FE 1.0
, , FC 1.0
aseguró asegurar VMIS3S0 1.0
. . FP 1.0
