TÍTULO_PRELIMINAR título_preliminar NP00000 1.0
voluntad voluntad NCFS000 1.0
tendrán tener VMIF3P0 1.0
la el DA0FS0 0.9892597806068348
consideración consideración NCFS000 1.0
de de SP 0.9999614754213187
costumbre costumbre NCFS000 1.0
. . Fp 1.0
4 4 Z 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
principios principio NCMP000 1.0
generales general AQ0CP00 0.91644908616188
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
derecho derecho AQ0MS00 0.8821656050955413
se se P00CN00 0.494508864850837
aplicarán aplicar VMIF3P0 1.0
en_defecto_de en_defecto_de SP 1.0
ley ley NCFS000 1.0
o o CC 0.9998636115657392
costumbre costumbre NCFS000 1.0
, , Fc 1.0
sin_perjuicio_de sin_perjuicio_de SP 1.0
su su DP3CSN 1.0
carácter carácter NCMS000 1.0
informador informador AQ0MS00 0.6386395409069316
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
ordenamiento ordenamiento NCMS000 1.0
jurídico jurídico AQ0MS00 1.0
. . Fp 1.0
5 5 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
normas norma NCFP000 1.0
jurídicas jurídico AQ0FP00 1.0
contenidas contener VMP00PF 1.0
en en SP 1.0
los el DA0MP0 0.9927281155389451
tratados tratado NCMP000 0.696078431372549
internacionales internacional AQ0CP00 0.9485049833887043
no no RN 0.9992965295457591
serán ser VSIF3P0 1.0
de de SP 0.9999614754213187
aplicación aplicación NCFS000 1.0
directa directo AQ0FS00 1.0
en en SP 1.0
España españa NP00000 1.0
en en SP 1.0
tanto tanto RG 0.8061433447098976
no no RN 0.9992965295457591
hayan haber VASP3P0 0.9947916666666667
pasado pasar VMP00SM 0.9283528811830699
a a SP 0.9987754021314622
formar_parte formar_parte VMN0000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
ordenamiento ordenamiento NCMS000 1.0
interno interno AQ0MS00 0.9860139860139859
mediante mediante SP 0.9976303317535544
su su DP3CSN 1.0
publicación publicación NCFS000 1.0
íntegra íntegro AQ0FS00 1.0
en en SP 1.0
el el DA0MS0 1.0
Boletín_Oficial boletín_oficial NP00000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Estado estado NP00000 1.0
. . Fp 1.0
6 6 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
jurisprudencia jurisprudencia NCFS000 1.0
complementará complementar VMIF3S0 1.0
el el DA0MS0 1.0
ordenamiento ordenamiento NCMS000 1.0
jurídico jurídico AQ0MS00 1.0
con con SP 1.0
la el DA0FS0 0.9892597806068348
doctrina doctrina NCFS000 0.9622641509433962
que que PR0CN00 0.5501392534733338
, , Fc 1.0
de de SP 0.9999614754213187
modo modo NCMS000 1.0
reiterado reiterar VMP00SM 1.0
, , Fc 1.0
establezca establecer VMSP3S0 0.48486345965045025
el el DA0MS0 1.0
Tribunal_Supremo tribunal_supremo NP00000 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
interpretar interpretar VMN0000 1.0
y y CC 0.9999892786688395
aplicar aplicar VMN0000 1.0
la el DA0FS0 0.9892597806068348
ley ley NCFS000 1.0
, , Fc 1.0
la el DA0FS0 0.9892597806068348
costumbre costumbre NCFS000 1.0
y y CC 0.9999892786688395
los el DA0MP0 0.9927281155389451
principios principio NCMP000 1.0
generales general AQ0CP00 0.91644908616188
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
derecho derecho AQ0MS00 0.8821656050955413
. . Fp 1.0
7 7 Z 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
Jueces jueces NP00000 1.0
y y CC 0.9999892786688395
Tribunales tribunales NP00000 1.0
tienen tener VMIP3P0 1.0
el el DA0MS0 1.0
deber deber NCMS000 0.8804347826086957
inexcusable inexcusable AQ0CS00 1.0
de de SP 0.9999614754213187
resolver resolver VMN0000 1.0
en_todo_caso en_todo_caso RG 1.0
los el DA0MP0 0.9927281155389451
asuntos asunto NCMP000 1.0
de de SP 0.9999614754213187
que que CS 0.5501392534733338
conozcan conocer VMSP3P0 0.9807692307692306
, , Fc 1.0
ateniéndo ateniéndo VMG0000 0.7254296376207862
se se PP3CN00 0.494508864850837
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
sistema sistema NCMS000 1.0
de de SP 0.9999614754213187
fuentes fuente NCFP000 1.0
establecido establecer VMP00SM 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
2 2 Z 1.0
1 1 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
leyes ley NCFP000 1.0
entrarán entrar VMIF3P0 1.0
en en SP 1.0
vigor vigor NCMS000 1.0
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
veinte_días TM_d:20 Zu 1.0
de de SP 0.9999614754213187
su su DP3CSN 1.0
completa completo AQ0FS00 0.8036809815950919
publicación publicación NCFS000 1.0
en en SP 1.0
el el DA0MS0 1.0
Boletín_Oficial boletín_oficial NP00000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Estado estado NP00000 1.0
, , Fc 1.0
si si CS 0.9998273480662982
en en SP 1.0
ellas ellos PP3FP00 1.0
no no RN 0.9992965295457591
se se P00CN00 0.494508864850837
dispone disponer VMIP3S0 1.0
otra otro DI0FS0 0.7408930669800236
cosa cosa NCFS000 0.9925742574257427
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
leyes ley NCFP000 1.0
sólo sólo RG 1.0
se se P00CN00 0.494508864850837
derogan derogar VMIP3P0 1.0
por por SP 1.0
otras otro DI0FP0 0.8654080389768575
posteriores posterior AQ0CP00 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
derogación derogación NCFS000 1.0
tendrá tener VMIF3S0 1.0
el el DA0MS0 1.0
alcance alcance NCMS000 0.7207792207792207
que que PR0CN00 0.5501392534733338
expresamente expresamente RG 1.0
se se P00CN00 0.494508864850837
disponga disponer VMSP3S0 0.6348634294385432
y y CC 0.9999892786688395
se se P00CN00 0.494508864850837
extenderá extender VMIF3S0 1.0
siempre siempre RG 1.0
a a SP 0.9987754021314622
todo todo DI0MS0 0.6662003357582541
aquello aquel PD00S00 1.0
que que PR0CN00 0.5501392534733338
en en SP 1.0
la el DA0FS0 0.9892597806068348
ley ley NCFS000 1.0
nueva nuevo AQ0FS00 0.993421052631579
, , Fc 1.0
sobre sobre SP 0.9978039215686275
la el DA0FS0 0.9892597806068348
misma mismo AQ0FS00 0.8168402777777777
materia materia NCFS000 1.0
, , Fc 1.0
sea ser VSSP1S0 0.49433962264150944
incompatible incompatible AQ0CS00 1.0
con con SP 1.0
la el DA0FS0 0.9892597806068348
anterior anterior AQ0CS00 1.0
. . Fp 1.0
Por por SP 1.0
la el DA0FS0 0.9892597806068348
simple simple AQ0CS00 0.9973118279569892
derogación derogación NCFS000 1.0
de de SP 0.9999614754213187
una uno DI0FS0 0.9519732400417357
ley ley NCFS000 1.0
no no RN 0.9992965295457591
recobran recobrar VMIP3P0 1.0
vigencia vigencia NCFS000 1.0
las el DA0FP0 0.9881835086975967
que que PR0CN00 0.5501392534733338
ésta este PD0FS00 1.0
hubiere haber VASF1S0 0.45982142857142855
derogado derogar VMP00SM 1.0
. . Fp 1.0
3 3 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
leyes ley NCFP000 1.0
no no RN 0.9992965295457591
tendrán tener VMIF3P0 1.0
efecto efecto NCMS000 1.0
retroactivo retroactivo AQ0MS00 1.0
si si CS 0.9998273480662982
no no RN 0.9992965295457591
dispusieren disponer VMSF3P0 1.0
lo el DA00S0 0.6651648430236716
contrario contrario NCMS000 0.7182539682539684
. . Fp 1.0
CAPÍTULO_II_Aplicación capítulo_ii_aplicación NP00000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
normas norma NCFP000 1.0
jurídicas jurídico AQ0FP00 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
3 3 Z 1.0
1 1 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
normas norma NCFP000 1.0
se se P00CN00 0.494508864850837
interpretarán interpretar VMIF3P0 1.0
según según SP 0.7686784397438386
el el DA0MS0 1.0
sentido sentido NCMS000 0.9408352668213457
propio propio AQ0MS00 0.9985754985754984
de de SP 0.9999614754213187
sus su DP3CPN 0.9999034935340666
palabras palabra NCFP000 1.0
, , Fc 1.0
en en SP 1.0
relación relación NCFS000 1.0
con con SP 1.0
el el DA0MS0 1.0
contexto contexto NCMS000 1.0
, , Fc 1.0
los el DA0MP0 0.9927281155389451
antecedentes antecedente NCMP000 0.9838709677419354
históricos histórico AQ0MP00 0.976190476190476
y y CC 0.9999892786688395
legislativos legislativo AQ0MP00 0.6612160966169636
, , Fc 1.0
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
realidad realidad NCFS000 1.0
social social AQ0CS00 0.9987834549878345
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
tiempo tiempo NCMS000 1.0
en en SP 1.0
que que PR0CN00 0.5501392534733338
han haber VMIP3P0 0.999844768705371
de de SP 0.9999614754213187
ser ser VSN0000 0.959636517328825
aplicadas aplicar VMP00PF 1.0
, , Fc 1.0
atendiendo atender VMG0000 1.0
fundamentalmente fundamentalmente RG 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
espíritu espíritu NCMS000 1.0
y y CC 0.9999892786688395
finalidad finalidad NCFS000 1.0
de de SP 0.9999614754213187
aquellas aquel DD0FP0 0.8197674418604651
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
equidad equidad NCFS000 1.0
habrá haber VMIF3S0 0.9979674796747967
de de SP 0.9999614754213187
ponderar ponderar VMN0000 1.0
se se P00CN00 0.494508864850837
en en SP 1.0
la el DA0FS0 0.9892597806068348
aplicación aplicación NCFS000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
normas norma NCFP000 1.0
, , Fc 1.0
si si CS 0.9998273480662982
bien bien RG 0.8760880696364567
las el DA0FP0 0.9881835086975967
resoluciones resolución NCFP000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
Tribunales tribunales NP00000 1.0
sólo sólo RG 1.0
podrán poder VMIF3P0 1.0
descansar descansar VMN0000 1.0
de de SP 0.9999614754213187
manera manera NCFS000 1.0
exclusiva exclusivo AQ0FS00 0.7083333333333333
en en SP 1.0
ella él PP3FS00 1.0
cuando cuando CS 0.862979855568225
la el DA0FS0 0.9892597806068348
ley ley NCFS000 1.0
expresamente expresamente RG 1.0
lo lo PP3MSA0 0.6651648430236716
permita permitir VMSP3S0 0.4693877551020409
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
4 4 Z 1.0
1 1 Z 1.0
. . Fp 1.0
Procederá proceder VMIF3S0 1.0
la el DA0FS0 0.9892597806068348
aplicación aplicación NCFS000 1.0
analógica analógico AQ0FS00 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
normas norma NCFP000 1.0
cuando cuando CS 0.862979855568225
éstas este PD0FP00 1.0
no no RN 0.9992965295457591
contemplen contemplar VMSP3P0 0.9419636363094332
un uno DI0MS0 0.9969803144161175
supuesto supuesto NCMS000 0.9320987654320988
específico específico AQ0MS00 0.6612938653600835
, , Fc 1.0
pero pero CC 0.9999015941743751
regulen regular VMM03P0 0.9419636363636363
otro otro DI0MS0 0.6585014409221902
semejante semejante AQ0CS00 0.5922330097087378
entre entre SP 0.9803409403354414
los el DA0MP0 0.9927281155389451
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
aprecie apreciar VMSP3S0 0.6348634284355799
identidad identidad NCFS000 1.0
de de SP 0.9999614754213187
razón razón NCFS000 1.0
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
leyes ley NCFP000 1.0
penales penal AQ0CP00 0.6406609660814973
, , Fc 1.0
las el DA0FP0 0.9881835086975967
excepcionales excepcional AQ0CP00 0.9953333333333332
y y CC 0.9999892786688395
las el DA0FP0 0.9881835086975967
de de SP 0.9999614754213187
ámbito ámbito NCMS000 1.0
temporal temporal AQ0CS00 0.8197674418604651
no no RN 0.9992965295457591
se se P00CN00 0.494508864850837
aplicarán aplicar VMIF3P0 1.0
a a SP 0.9987754021314622
supuestos supuesto NCMP000 0.5694444444444444
ni ni CC 0.8348527349228612
en en SP 1.0
momentos momento NCMP000 1.0
distintos distinto AQ0MP00 0.6785714285714286
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
comprendidos comprender VMP00PM 1.0
expresamente expresamente RG 1.0
. . Fp 1.0
3 3 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
disposiciones disposición NCFP000 1.0
de de SP 0.9999614754213187
este este DD0MS0 0.9492011470708727
Código código NP00000 1.0
se se P00CN00 0.494508864850837
aplicarán aplicar VMIF3P0 1.0
como como CS 0.9671530369867661
supletorias supletorio AQ0FP00 1.0
en en SP 1.0
las el DA0FP0 0.9881835086975967
materias materia NCFP000 1.0
regidas regir VMP00PF 1.0
por por SP 1.0
otras otro DI0FP0 0.8654080389768575
leyes ley NCFP000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
5 5 Z 1.0
1 1 Z 1.0
. . Fp 1.0
Siempre siempre RG 1.0
que que CS 0.5501392534733338
no no RN 0.9992965295457591
se se P00CN00 0.494508864850837
establezca establecer VMSP3S0 0.48486345965045025
otra otro DI0FS0 0.7408930669800236
cosa cosa NCFS000 0.9925742574257427
, , Fc 1.0
en en SP 1.0
los el DA0MP0 0.9927281155389451
plazos plazo NCMP000 1.0
señalados señalar VMP00PM 1.0
por por SP 1.0
días día NCMP000 1.0
, , Fc 1.0
a a SP 0.9987754021314622
contar contar VMN0000 1.0
de de SP 0.9999614754213187
uno uno PI0MS00 0.9817094618360886
determinado determinar VMP00SM 1.0
, , Fc 1.0
quedará quedar VMIF3S0 1.0
éste este PD0MS00 1.0
excluido excluir VMP00SM 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
cómputo cómputo NCMS000 1.0
, , Fc 1.0
el el DA0MS0 1.0
cual cual PR0CS00 0.9307432432432432
deberá deber VMIF3S0 1.0
empezar empezar VMN0000 1.0
en en SP 1.0
el el DA0MS0 1.0
día día NCMS000 1.0
siguiente siguiente AQ0CS00 1.0
; ; Fx 1.0
y y CC 0.9999892786688395
si si CS 0.9998273480662982
los el DA0MP0 0.9927281155389451
plazos plazo NCMP000 1.0
estuviesen estar VASI3P0 0.6437499999999999
fijados fijar VMP00PM 1.0
por por SP 1.0
meses mes NCMP000 0.9994356659142213
o o CC 0.9998636115657392
años año NCMP000 1.0
, , Fc 1.0
se se P00CN00 0.494508864850837
computarán computar VMIF3P0 1.0
de de SP 0.9999614754213187
fecha fecha NCFS000 0.9907407407407408
a a SP 0.9987754021314622
fecha fecha NCFS000 0.9907407407407408
. . Fp 1.0
Cuando cuando CS 0.862979855568225
en en SP 1.0
el el DA0MS0 1.0
mes mes NCMS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
vencimiento vencimiento NCMS000 1.0
no no RN 0.9992965295457591
hubiera haber VMSI1S0 0.4990601503759398
día día NCMS000 1.0
equivalente equivalente AQ0CS00 0.5694444444444444
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
inicial inicial AQ0CS00 0.8385416666666667
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
cómputo cómputo NCMS000 1.0
, , Fc 1.0
se se P00CN00 0.494508864850837
entenderá entender VMIF3S0 1.0
que que CS 0.5501392534733338
el el DA0MS0 1.0
plazo plazo NCMS000 1.0
expira expirar VMIP3S0 0.9892210779501774
el el DA0MS0 1.0
último último AO0MS00 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
mes mes NCMS000 1.0
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
En en SP 1.0
el el DA0MS0 1.0
cómputo cómputo NCMS000 1.0
civil civil AQ0CS00 0.997787610619469
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
plazos plazo NCMP000 1.0
no no RN 0.9992965295457591
se se P00CN00 0.494508864850837
excluyen excluir VMIP3P0 1.0
los el DA0MP0 0.9927281155389451
días día NCMP000 1.0
inhábiles inhábil AQ0CP00 1.0
. . Fp 1.0
CAPÍTULO_III_Eficacia capítulo_iii_eficacia NP00000 1.0
general general AQ0CS00 0.8262124711316398
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
normas norma NCFP000 1.0
jurídicas jurídico AQ0FP00 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
6 6 Z 1.0
1 1 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
ignorancia ignorancia NCFS000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
leyes ley NCFP000 1.0
no no RN 0.9992965295457591
excusa excusa NCFS000 0.9622641509433962
de de SP 0.9999614754213187
su su DP3CSN 1.0
cumplimiento cumplimiento NCMS000 1.0
. . Fp 1.0
El el DA0MS0 1.0
error error NCMS000 1.0
de de SP 0.9999614754213187
derecho derecho NCMS000 0.8821656050955413
producirá producir VMIF3S0 1.0
únicamente únicamente RG 1.0
aquellos aquel DD0MP0 0.593167701863354
efectos efecto NCMP000 1.0
que que CS 0.5501392534733338
las el DA0FP0 0.9881835086975967
leyes ley NCFP000 1.0
determinen determinar VMSP3P0 0.9419636363635455
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
exclusión exclusión NCFS000 1.0
voluntaria voluntario AQ0FS00 0.6612938601941396
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
ley ley NCFS000 1.0
aplicable aplicable AQ0CS00 1.0
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
renuncia renuncia NCFS000 0.8036809815950919
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
derechos derecho NCMP000 0.9967948717948719
en en SP 1.0
ella él PP3FS00 1.0
reconocidos reconocer VMP00PM 1.0
sólo sólo RG 1.0
serán ser VSIF3P0 1.0
válidas válido AQ0FP00 1.0
cuando cuando CS 0.862979855568225
no no RN 0.9992965295457591
contraríen contrariar VMSP3P0 0.9419636363636181
el el DA0MS0 1.0
interés interés NCMS000 1.0
o o CC 0.9998636115657392
el el DA0MS0 1.0
orden orden NCCS000 1.0
público público AQ0MS00 0.5903041825095057
ni ni CC 0.8348527349228612
perjudiquen perjudicar VMSP3P0 0.9419636363636363
a a SP 0.9987754021314622
terceros tercero NCMP000 0.5
. . Fp 1.0
3 3 Z 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
actos acto NCMP000 1.0
contrarios contrario AQ0MP00 0.5612938079974443
a a SP 0.9987754021314622
las el DA0FP0 0.9881835086975967
normas norma NCFP000 1.0
imperativas imperativo AQ0FP00 1.0
y y CC 0.9999892786688395
a a SP 0.9987754021314622
las el DA0FP0 0.9881835086975967
prohibitivas prohibitivo AQ0FP00 1.0
son ser VSIP3P0 0.9951967063129004
nulos nulo AQ0MP00 0.630133981497639
de_pleno_derecho de_pleno_derecho RG 1.0
, , Fc 1.0
salvo salvo SP 0.8506493506493507
que que CS 0.5501392534733338
en en SP 1.0
ellas ellos PP3FP00 1.0
se se P00CN00 0.494508864850837
establezca establecer VMSP3S0 0.48486345965045025
un uno DI0MS0 0.9969803144161175
efecto efecto NCMS000 1.0
distinto distinto AQ0MS00 1.0
para para SP 0.9998335884976369
el el DA0MS0 1.0
caso caso NCMS000 0.9994450610432852
de de SP 0.9999614754213187
contravención contravención NCFS000 1.0
. . Fp 1.0
4 4 Z 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
actos acto NCMP000 1.0
realizados realizar VMP00PM 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
amparo amparo NCMS000 0.986111111111111
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
texto texto NCMS000 1.0
de de SP 0.9999614754213187
una uno DI0FS0 0.9519732400417357
norma norma NCFS000 1.0
que que PR0CN00 0.5501392534733338
persigan perseguir VMSP3P0 0.9419636363636363
un uno DI0MS0 0.9969803144161175
resultado resultado NCMS000 0.9248768472906403
prohibido prohibir VMP00SM 1.0
por por SP 1.0
el el DA0MS0 1.0
ordenamiento ordenamiento NCMS000 1.0
jurídico jurídico AQ0MS00 1.0
, , Fc 1.0
o o CC 0.9998636115657392
contrario contrario AQ0MS00 0.7182539682539684
a a SP 0.9987754021314622
él él PP3MS00 1.0
, , Fc 1.0
se se P00CN00 0.494508864850837
considerarán considerar VMIF3P0 1.0
ejecutados ejecutar VMP00PM 1.0
en en SP 1.0
fraude fraude NCMS000 1.0
de de SP 0.9999614754213187
ley ley NCFS000 1.0
y y CC 0.9999892786688395
no no RN 0.9992965295457591
impedirán impedir VMIF3P0 1.0
la el DA0FS0 0.9892597806068348
debida deber VMP00SF 1.0
aplicación aplicación NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
norma norma NCFS000 1.0
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
hubiere haber VASF1S0 0.45982142857142855
tratado tratar VMP00SM 0.6219512195121951
de de SP 0.9999614754213187
eludir eludir VMN0000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
7 7 Z 1.0
1 1 Z 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
derechos derecho NCMP000 0.9967948717948719
deberán deber VMIF3P0 1.0
ejercitar ejercitar VMN0000 1.0
se se P00CN00 0.494508864850837
conforme_a conforme_a SP 1.0
las el DA0FP0 0.9881835086975967
exigencias exigencia NCFP000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
buena bueno AQ0FS00 1.0
fe fe NCFS000 1.0
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
Ley ley NP00000 1.0
no no RN 0.9992965295457591
ampara amparar VMIP3S0 0.989240506329
el el DA0MS0 1.0
abuso abuso NCMS000 0.9878048780487805
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
derecho derecho AQ0MS00 0.8821656050955413
o o CC 0.9998636115657392
el el DA0MS0 1.0
ejercicio ejercicio NCMS000 1.0
antisocial antisocial AQ0CS00 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
mismo mismo AQ0MS00 0.8022083533365337
. . Fp 1.0
Todo todo DI0MS0 0.6662003357582541
acto acto NCMS000 1.0
u o CC 0.9950495049504952
omisión omisión NCFS000 1.0
que que PR0CN00 0.5501392534733338
por por SP 1.0
la el DA0FS0 0.9892597806068348
intención intención NCFS000 1.0
de de SP 0.9999614754213187
su su DP3CSN 1.0
autor autor NCMS000 1.0
, , Fc 1.0
por por SP 1.0
su su DP3CSN 1.0
objeto objeto NCMS000 0.9961832061068703
o o CC 0.9998636115657392
por por SP 1.0
las el DA0FP0 0.9881835086975967
circunstancias circunstancia NCFP000 1.0
en en SP 1.0
que que CS 0.5501392534733338
se se P00CN00 0.494508864850837
realice realizar VMSP3S0 0.5348634536054506
sobrepase sobrepasar VMSP3S0 0.584864180569945
manifiestamente manifiestamente RG 1.0
los el DA0MP0 0.9927281155389451
límites límite NCMP000 1.0
normales normal AQ0CP00 0.986111111111111
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
ejercicio ejercicio NCMS000 1.0
de de SP 0.9999614754213187
un uno DI0MS0 0.9969803144161175
derecho derecho NCMS000 0.8821656050955413
, , Fc 1.0
con con SP 1.0
daño daño NCMS000 0.993421052631579
para para SP 0.9998335884976369
tercero 3 AO0MS00 0.993421052631579
, , Fc 1.0
dará dar VMIF3S0 1.0
lugar lugar NCMS000 1.0
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
correspondiente correspondiente AQ0CS00 0.993421052631579
indemnización indemnización NCFS000 1.0
y y CC 0.9999892786688395
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
adopción adopción NCFS000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
medidas medida NCFP000 0.9990671641791044
judiciales judicial AQ0CP00 1.0
o o CC 0.9998636115657392
administrativas administrativo AQ0FP00 0.9838709677419354
que que PR0CN00 0.5501392534733338
impidan impedir VMSP3P0 0.9419636363636363
la el DA0FS0 0.9892597806068348
persistencia persistencia NCFS000 1.0
en en SP 1.0
el el DA0MS0 1.0
abuso abuso NCMS000 0.9878048780487805
. . Fp 1.0
