CAPÍTULO_I._DISPOSICIONES_GENERALES capítulo_i._disposiciones_generales NP00000 1.0
Ley_Orgánica ley_orgánica NP00000 1.0
, , Fc 1.0
dentro_de dentro_de SP 1.0
cuyo cuyo PR0MS00 1.0
ámbito ámbito NCMS000 1.0
de de SP 0.9999614754213187
aplicación aplicación NCFS000 1.0
se se P00CN00 0.494508864850837
incluyen incluir VMIP3P0 1.0
todas todo DI0FP0 0.9340731070496084
las el DA0FP0 0.9881835086975967
asociaciones asociación NCFP000 1.0
que que PR0CN00 0.5501392534733338
no no RN 0.9992965295457591
tengan tener VMSP3P0 0.7816901408450705
fin fin NCMS000 1.0
de de SP 0.9999614754213187
lucro lucro NCMS000 0.989726484320506
y y CC 0.9999892786688395
que que CS 0.5501392534733338
no no RN 0.9992965295457591
estén estar VMSP3P0 0.9680851063829786
sometidas someter VMP00PF 1.0
a a SP 0.9987754021314622
un uno DI0MS0 0.9969803144161175
régimen régimen NCMS000 1.0
asociativo asociativo AQ0MS00 1.0
específico específico AQ0MS00 0.6612938653600835
. . Fp 1.0
3 3 Z 1.0
. . Fp 1.0
Se se P00CN00 0.494508864850837
regirán regir VMIF3P0 1.0
por por SP 1.0
su su DP3CSN 1.0
legislación legislación NCFS000 1.0
específica específico AQ0FS00 1.0
los el DA0MP0 0.9927281155389451
partidos partido NCMP000 0.9993297587131368
políticos político AQ0MP00 0.548828125
; ; Fx 1.0
los el DA0MP0 0.9927281155389451
sindicatos sindicato NCMP000 1.0
y y CC 0.9999892786688395
las el DA0FP0 0.9881835086975967
organizaciones organización NCFP000 1.0
empresariales empresarial AQ0CP00 1.0
; ; Fx 1.0
las el DA0FP0 0.9881835086975967
iglesias iglesia NCFP000 1.0
, , Fc 1.0
confesiones confesión NCFP000 1.0
y y CC 0.9999892786688395
comunidades comunidad NCFP000 1.0
religiosas religioso AQ0FP00 0.6611397460501744
; ; Fx 1.0
las el DA0FP0 0.9881835086975967
federaciones federación NCFP000 1.0
deportivas deportivo AQ0FP00 1.0
; ; Fx 1.0
las el DA0FP0 0.9881835086975967
asociaciones asociación NCFP000 1.0
de de SP 0.9999614754213187
consumidores consumidor NCMP000 0.9968944099378881
y y CC 0.9999892786688395
usuarios usuario NCMP000 0.7816901408450705
; ; Fx 1.0
así_como así_como CC 1.0
cualesquiera cualquiera PI0CP00 0.7195767195767195
otras otro DI0FP0 0.8654080389768575
reguladas regular VMP00PF 1.0
por por SP 1.0
leyes ley NCFP000 1.0
especiales especial AQ0CP00 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
asociaciones asociación NCFP000 1.0
constituidas constituir VMP00PF 1.0
para para SP 0.9998335884976369
fines fin NCMP000 0.994186046511628
exclusivamente exclusivamente RG 1.0
religiosos religioso AQ0MP00 0.7380952380952381
por por SP 1.0
las el DA0FP0 0.9881835086975967
iglesias iglesia NCFP000 1.0
, , Fc 1.0
confesiones confesión NCFP000 1.0
y y CC 0.9999892786688395
comunidades comunidad NCFP000 1.0
religiosas religioso AQ0FP00 0.6611397460501744
se se P00CN00 0.494508864850837
regirán regir VMIF3P0 1.0
por por SP 1.0
lo el DA00S0 0.6651648430236716
dispuesto disponer VMP00SM 1.0
en en SP 1.0
los el DA0MP0 0.9927281155389451
tratados tratado NCMP000 0.696078431372549
internacionales internacional AQ0CP00 0.9485049833887043
y y CC 0.9999892786688395
en en SP 1.0
las el DA0FP0 0.9881835086975967
leyes ley NCFP000 1.0
específicas específico AQ0FP00 1.0
, , Fc 1.0
sin_perjuicio_de sin_perjuicio_de SP 1.0
la el DA0FS0 0.9892597806068348
aplicación aplicación NCFS000 1.0
supletoria supletorio AQ0FS00 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
disposiciones disposición NCFP000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
presente presente AQ0CS00 0.5242537313432836
Ley_Orgánica ley_orgánica NP00000 1.0
. . Fp 1.0
4 4 Z 1.0
. . Fp 1.0
Quedan quedar VMIP3P0 1.0
excluidas excluir VMP00PF 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
ámbito ámbito NCMS000 1.0
de de SP 0.9999614754213187
aplicación aplicación NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
presente presente AQ0CS00 0.5242537313432836
Ley ley NP00000 1.0
las el DA0FP0 0.9881835086975967
comunidades comunidad NCFP000 1.0
de de SP 0.9999614754213187
bienes bien NCMP000 1.0
y y CC 0.9999892786688395
propietarios propietario NCMP000 0.9807692307692306
y y CC 0.9999892786688395
las el DA0FP0 0.9881835086975967
entidades entidad NCFP000 1.0
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
rijan regir VMSP3P0 0.9419636362851599
por por SP 1.0
las el DA0FP0 0.9881835086975967
disposiciones disposición NCFP000 1.0
relativas relativo AQ0FP00 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
contrato contrato NCMS000 0.9966887417218544
de de SP 0.9999614754213187
sociedad sociedad NCFS000 1.0
, , Fc 1.0
cooperativas cooperativa NCFP000 0.6612937658056024
y y CC 0.9999892786688395
mutualidades mutualidad NCFP000 1.0
, , Fc 1.0
así_como así_como CC 1.0
las el DA0FP0 0.9881835086975967
uniones unión NCFP000 1.0
temporales temporal AQ0CP00 0.976190476190476
de de SP 0.9999614754213187
empresas empresa NCFP000 1.0
y y CC 0.9999892786688395
las el DA0FP0 0.9881835086975967
agrupaciones agrupación NCFP000 1.0
de de SP 0.9999614754213187
interés interés NCMS000 1.0
económico económico AQ0MS00 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
2 2 Z 1.0
. . Fp 1.0
Contenido contenido NCMS000 0.9869281045751633
y y CC 0.9999892786688395
principios principio NCMP000 1.0
. . Fp 1.0
1 1 Z 1.0
. . Fp 1.0
Todas todo DI0FP0 0.9340731070496084
las el DA0FP0 0.9881835086975967
personas persona NCFP000 0.9995854063018242
tienen tener VMIP3P0 1.0
derecho derecho NCMS000 0.8821656050955413
a a SP 0.9987754021314622
asociar asociar VMN0000 1.0
se se P00CN00 0.494508864850837
libremente libremente RG 1.0
para para SP 0.9998335884976369
la el DA0FS0 0.9892597806068348
consecución consecución NCFS000 1.0
de de SP 0.9999614754213187
fines fin NCMP000 0.994186046511628
lícitos lícito AQ0MP00 1.0
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
El el DA0MS0 1.0
derecho derecho NCMS000 0.8821656050955413
de de SP 0.9999614754213187
asociación asociación NCFS000 1.0
comprende comprender VMIP3S0 0.7380952380952381
la el DA0FS0 0.9892597806068348
libertad libertad NCFS000 0.9981884057971014
de de SP 0.9999614754213187
asociar asociar VMN0000 1.0
se se P00CN00 0.494508864850837
o o CC 0.9998636115657392
crear crear VMN0000 1.0
asociaciones asociación NCFP000 1.0
, , Fc 1.0
sin_necesidad_de sin_necesidad_de SP 1.0
autorización autorización NCFS000 1.0
previa previo AQ0FS00 1.0
. . Fp 1.0
3 3 Z 1.0
. . Fp 1.0
Nadie nadie PI0CS00 1.0
puede poder VMIP3S0 0.9996934396076028
ser ser VSN0000 0.959636517328825
obligado obligar VMP00SM 0.994186046511628
a a SP 0.9987754021314622
constituir constituir VMN0000 1.0
una uno DI0FS0 0.9519732400417357
asociación asociación NCFS000 1.0
, , Fc 1.0
a a SP 0.9987754021314622
integrar integrar VMN0000 1.0
se se P00CN00 0.494508864850837
en en SP 1.0
ella él PP3FS00 1.0
o o CC 0.9998636115657392
a a SP 0.9987754021314622
permanecer permanecer VMN0000 1.0
en en SP 1.0
su su DP3CSN 1.0
seno seno NCMS000 1.0
, , Fc 1.0
ni ni CC 0.8348527349228612
a a SP 0.9987754021314622
declarar declarar VMN0000 1.0
su su DP3CSN 1.0
pertenencia pertenencia NCFS000 1.0
a a SP 0.9987754021314622
una uno DI0FS0 0.9519732400417357
asociación asociación NCFS000 1.0
legalmente legalmente RG 1.0
constituida constituir VMP00SF 1.0
. . Fp 1.0
4 4 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
constitución constitución NCFS000 1.0
de de SP 0.9999614754213187
asociaciones asociación NCFP000 1.0
y y CC 0.9999892786688395
el el DA0MS0 1.0
establecimiento establecimiento NCMS000 1.0
de de SP 0.9999614754213187
su su DP3CSN 1.0
organización organización NCFS000 1.0
y y CC 0.9999892786688395
funcionamiento funcionamiento NCMS000 1.0
se se P00CN00 0.494508864850837
llevarán_a_cabo llevar_a_cabo VMIF3P0 1.0
dentro_de dentro_de SP 1.0
l l NCFS000 0.627697200506985
marco marco NCMS000 0.9968944099378881
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Constitución constitución NP00000 1.0
, , Fc 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
presente presente AQ0CS00 0.5242537313432836
Ley_Orgánica ley_orgánica NP00000 1.0
y y CC 0.9999892786688395
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
resto resto NCMS000 0.9986338797814206
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
ordenamiento ordenamiento NCMS000 1.0
jurídico jurídico AQ0MS00 1.0
. . Fp 1.0
5 5 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
organización organización NCFS000 1.0
interna interno AQ0FS00 0.985294117647059
y y CC 0.9999892786688395
el el DA0MS0 1.0
funcionamiento funcionamiento NCMS000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
asociaciones asociación NCFP000 1.0
deben deber VMIP3P0 1.0
ser ser VSN0000 0.959636517328825
democráticos democrático AQ0MP00 1.0
, , Fc 1.0
con con SP 1.0
pleno pleno AQ0MS00 0.6242236024844721
respeto respeto NCMS000 0.9166666666666666
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
pluralismo pluralismo NCMS000 1.0
. . Fp 1.0
Serán ser VSIF3P0 1.0
nulos nulo AQ0MP00 0.630133981497639
de_pleno_derecho de_pleno_derecho RG 1.0
los el DA0MP0 0.9927281155389451
pactos pacto NCMP000 1.0
, , Fc 1.0
disposiciones disposición NCFP000 1.0
estatutarias estatutario AQ0FP00 1.0
y y CC 0.9999892786688395
acuerdos acuerdo NCMP000 1.0
que que PR0CN00 0.5501392534733338
desconozcan desconocer VMSP3P0 0.9419636363636363
cualquiera cualquiera PI0CS00 0.9929577464788732
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
aspectos aspecto NCMP000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
derecho derecho NCMS000 0.8821656050955413
fundamental fundamental AQ0CS00 1.0
de de SP 0.9999614754213187
asociación asociación NCFS000 1.0
. . Fp 1.0
6 6 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
entidades entidad NCFP000 1.0
públicas público AQ0FP00 1.0
podrán poder VMIF3P0 1.0
ejercitar ejercitar VMN0000 1.0
el el DA0MS0 1.0
derecho derecho NCMS000 0.8821656050955413
de de SP 0.9999614754213187
asociación asociación NCFS000 1.0
entre entre SP 0.9803409403354414
sí sí PP3CNO0 0.6546521374685667
, , Fc 1.0
o o CC 0.9998636115657392
con con SP 1.0
particulares particular NCCP000 0.7439024390243902
, , Fc 1.0
como como CS 0.9671530369867661
medida medida NCFS000 0.9667721518987341
de de SP 0.9999614754213187
fomento fomento NCMS000 0.9897167628669268
y y CC 0.9999892786688395
apoyo apoyo NCMS000 0.9989816700610997
, , Fc 1.0
siempre siempre RG 1.0
que que CS 0.5501392534733338
lo lo PP3MSA0 0.6651648430236716
hagan hacer VMSP3P0 0.9929577464788732
en en SP 1.0
igualdad igualdad NCFS000 1.0
de de SP 0.9999614754213187
condiciones condición NCFP000 0.9984177215189873
con con SP 1.0
éstos este PD0MP00 1.0
, , Fc 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
objeto objeto NCMS000 0.9961832061068703
de de SP 0.9999614754213187
evitar evitar VMN0000 1.0
una uno DI0FS0 0.9519732400417357
posición posición NCFS000 1.0
de de SP 0.9999614754213187
dominio dominio NCMS000 1.0
en en SP 1.0
el el DA0MS0 1.0
funcionamiento funcionamiento NCMS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
asociación asociación NCFS000 1.0
. . Fp 1.0
7 7 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
asociaciones asociación NCFP000 1.0
que que PR0CN00 0.5501392534733338
persigan perseguir VMSP3P0 0.9419636363636363
fines fin NCMP000 0.994186046511628
o o CC 0.9998636115657392
utilicen utilizar VMSP3P0 0.9807692307692306
medios medio NCMP000 0.99734395750332
tipificados tipificar VMP00PM 1.0
como como CS 0.9671530369867661
delito delito NCMS000 1.0
son ser VSIP3P0 0.9951967063129004
ilegales ilegal AQ0CP00 1.0
. . Fp 1.0
8 8 Z 1.0
. . Fp 1.0
Se se P00CN00 0.494508864850837
prohíben prohibir VMIP3P0 1.0
las el DA0FP0 0.9881835086975967
asociaciones asociación NCFP000 1.0
secretas secreto AQ0FP00 0.9622641509433962
y y CC 0.9999892786688395
las el DA0FP0 0.9881835086975967
de de SP 0.9999614754213187
carácter carácter NCMS000 1.0
paramilitar paramilitar AQ0CS00 1.0
. . Fp 1.0
9 9 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
condición condición NCFS000 1.0
de de SP 0.9999614754213187
miembro miembro NCMS000 0.9970760233918128
de de SP 0.9999614754213187
una uno DI0FS0 0.9519732400417357
determinada determinar VMP00SF 1.0
asociación asociación NCFS000 1.0
no no RN 0.9992965295457591
puede poder VMIP3S0 0.9996934396076028
ser ser VSN0000 0.959636517328825
, , Fc 1.0
en en SP 1.0
ningún ninguno DI0MS0 1.0
caso caso NCMS000 0.9994450610432852
, , Fc 1.0
motivo motivo NCMS000 0.9923954372623575
de de SP 0.9999614754213187
favor favor NCMS000 1.0
, , Fc 1.0
de de SP 0.9999614754213187
ventaja ventaja NCFS000 1.0
o o CC 0.9998636115657392
de de SP 0.9999614754213187
discriminación discriminación NCFS000 1.0
a a SP 0.9987754021314622
ninguna ninguno DI0FS0 0.8293918918918919
persona persona NCFS000 0.9966832504145937
por por SP 1.0
parte parte NCCS000 0.9777111015859408
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
poderes poder NCMP000 1.0
públicos público AQ0MP00 0.974537037037037
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
3 3 Z 1.0
. . Fp 1.0
Capacidad capacidad NP00000 0.66898416616338
. . Fp 1.0
Podrán poder VMIF3P0 1.0
constituir constituir VMN0000 1.0
asociaciones asociación NCFP000 1.0
, , Fc 1.0
y y CC 0.9999892786688395
formar_parte formar_parte VMN0000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
mismas mismo AQ0FP00 0.9954954954954955
, , Fc 1.0
las el DA0FP0 0.9881835086975967
personas persona NCFP000 0.9995854063018242
físicas físico AQ0FP00 0.9622641509433962
y y CC 0.9999892786688395
las el DA0FP0 0.9881835086975967
personas persona NCFP000 0.9995854063018242
jurídicas jurídico AQ0FP00 1.0
, , Fc 1.0
sean ser VSSP3P0 0.9966887417218544
éstas este PD0FP00 1.0
públicas público AQ0FP00 1.0
o o CC 0.9998636115657392
privadas privar VMP00PF 0.9838709677419354
, , Fc 1.0
con con SP 1.0
arreglo arreglo NCMS000 0.9897264843228819
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
siguientes siguiente AQ0CP00 1.0
principios principio NCMP000 1.0
: : Fd 1.0
Las el DA0FP0 0.9881835086975967
personas persona NCFP000 0.9995854063018242
físicas físico AQ0FP00 0.9622641509433962
necesitan necesitar VMIP3P0 1.0
tener tener VMN0000 1.0
la el DA0FS0 0.9892597806068348
capacidad capacidad NCFS000 1.0
de de SP 0.9999614754213187
obrar obrar VMN0000 1.0
y y CC 0.9999892786688395
no no RN 0.9992965295457591
estar estar VMN0000 0.9991539763113366
sujetas sujeto AQ0FP00 0.9822335025372568
a a SP 0.9987754021314622
ninguna ninguno DI0FS0 0.8293918918918919
condición condición NCFS000 1.0
legal legal AQ0CS00 1.0
para para SP 0.9998335884976369
el el DA0MS0 1.0
ejercicio ejercicio NCMS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
derecho derecho AQ0MS00 0.8821656050955413
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
menores menor NCCP000 0.8546099290780143
no no RN 0.9992965295457591
emancipados emancipar VMP00PM 1.0
de de SP 0.9999614754213187
más más RG 0.9999299817952667
de de SP 0.9999614754213187
catorce 14 Z 1.0
años año NCMP000 1.0
con con SP 1.0
el el DA0MS0 1.0
consentimiento consentimiento NCMS000 1.0
, , Fc 1.0
documentalmente documentalmente RG 1.0
acreditado acreditar VMP00SM 0.6237468445678924
, , Fc 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
personas persona NCFP000 0.9995854063018242
que que PR0CN00 0.5501392534733338
deban deber VMSP3P0 0.9419636363635999
suplir suplir VMN0000 1.0
su su DP3CSN 1.0
capacidad capacidad NCFS000 1.0
, , Fc 1.0
sin_perjuicio_de sin_perjuicio_de SP 1.0
l l NCFS000 0.627697200506985
régimen régimen NCMS000 1.0
previsto prever VMP00SM 1.0
para para SP 0.9998335884976369
las el DA0FP0 0.9881835086975967
asociaciones asociación NCFP000 1.0
infantiles infantil AQ0CP00 1.0
, , Fc 1.0
juveniles juvenil AQ0CP00 0.976190476190476
o o CC 0.9998636115657392
de de SP 0.9999614754213187
alumnos alumno NCMP000 1.0
en en SP 1.0
el el DA0MS0 1.0
artículo artículo NCMS000 1.0
7.2 7.2 Z 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Ley_Orgánica ley_orgánica NP00000 1.0
1/1996 1/1996 Z 1.0
, , Fc 1.0
de de SP 0.9999614754213187
15_de_enero [??:15/1/??:??.??:??] W 1.0
, , Fc 1.0
de de SP 0.9999614754213187
Protección_Jurídica protección_jurídica NP00000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Menor menor NP00000 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
miembros miembro NCMP000 0.9989384288747345
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
Fuerzas_Armadas fuerzas_armadas NP00000 1.0
habrán haber VMIF3P0 0.976190476190476
de de SP 0.9999614754213187
atener atener VMN0000 1.0
se se P00CN00 0.494508864850837
a a SP 0.9987754021314622
lo el DA00S0 0.6651648430236716
que que PR0CN00 0.5501392534733338
dispongan disponer VMSP3P0 0.9419636363636363
las el DA0FP0 0.9881835086975967
Reales_Ordenanzas_para_las_Fuerzas_Armadas reales_ordenanzas_para_las_fuerzas_armadas NP00000 1.0
y y CC 0.9999892786688395
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
resto resto NCMS000 0.9986338797814206
de de SP 0.9999614754213187
sus su DP3CPN 0.9999034935340666
normas norma NCFP000 1.0
específicas específico AQ0FP00 1.0
para para SP 0.9998335884976369
el el DA0MS0 1.0
ejercicio ejercicio NCMS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
derecho derecho AQ0MS00 0.8821656050955413
de de SP 0.9999614754213187
asociación asociación NCFS000 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
miembros miembro NCMP000 0.9989384288747345
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Guardia_Civil guardia_civil NP00000 1.0
se se P00CN00 0.494508864850837
regirán regir VMIF3P0 1.0
por por SP 1.0
su su DP3CSN 1.0
normativa normativa NCFS000 0.9924242424242424
propia propio AQ0FS00 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
Jueces jueces NP00000 1.0
, , Fc 1.0
Magistrados magistrados NP00000 1.0
y y CC 0.9999892786688395
Fiscales fiscales NP00000 1.0
habrán haber VMIF3P0 0.976190476190476
de de SP 0.9999614754213187
atener atener VMN0000 1.0
se se P00CN00 0.494508864850837
a a SP 0.9987754021314622
lo el DA00S0 0.6651648430236716
que que PR0CN00 0.5501392534733338
dispongan disponer VMSP3P0 0.9419636363636363
sus su DP3CPN 0.9999034935340666
normas norma NCFP000 1.0
específicas específico AQ0FP00 1.0
para para SP 0.9998335884976369
el el DA0MS0 1.0
ejercicio ejercicio NCMS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
derecho derecho AQ0MS00 0.8821656050955413
de de SP 0.9999614754213187
asociación asociación NCFS000 1.0
en en SP 1.0
lo el DA00S0 0.6651648430236716
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
refiere referir VMIP3S0 0.994186046511628
a a SP 0.9987754021314622
asociaciones asociación NCFP000 1.0
profesionales profesional AQ0CP00 0.5354609929078015
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
personas persona NCFP000 0.9995854063018242
jurídicas jurídico AQ0FP00 1.0
de de SP 0.9999614754213187
naturaleza naturaleza NCFS000 1.0
asociativa asociativo AQ0FS00 1.0
requerirán requerir VMIF3P0 1.0
el el DA0MS0 1.0
acuerdo acuerdo NCMS000 0.9993112947658402
expreso expreso AQ0MS00 0.6507936507936507
de de SP 0.9999614754213187
su su DP3CSN 1.0
órgano órgano NCMS000 1.0
competente competente AQ0CS00 1.0
, , Fc 1.0
y y CC 0.9999892786688395
las el DA0FP0 0.9881835086975967
de de SP 0.9999614754213187
naturaleza naturaleza NCFS000 1.0
institucional institucional AQ0CS00 1.0
, , Fc 1.0
el el DA0MS0 1.0
acuerdo acuerdo NCMS000 0.9993112947658402
de de SP 0.9999614754213187
su su DP3CSN 1.0
órgano órgano NCMS000 1.0
rector rector AQ0MS00 0.7941176470588236
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
asociaciones asociación NCFP000 1.0
podrán poder VMIF3P0 1.0
constituir constituir VMN0000 1.0
federaciones federación NCFP000 1.0
, , Fc 1.0
confederaciones confederación NCFP000 1.0
o o CC 0.9998636115657392
uniones unión NCFP000 1.0
, , Fc 1.0
previo previo AQ0MS00 0.9838709677419354
el el DA0MS0 1.0
cumplimiento cumplimiento NCMS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
requisitos requisito NCMP000 0.9891304347826088
exigidos exigir VMP00PM 1.0
para para SP 0.9998335884976369
la el DA0FS0 0.9892597806068348
constitución constitución NCFS000 1.0
de de SP 0.9999614754213187
asociaciones asociación NCFP000 1.0
, , Fc 1.0
con con SP 1.0
acuerdo acuerdo NCMS000 0.9993112947658402
expreso expreso AQ0MS00 0.6507936507936507
de de SP 0.9999614754213187
sus su DP3CPN 0.9999034935340666
órganos órgano NCMP000 1.0
competentes competente AQ0CP00 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
personas persona NCFP000 0.9995854063018242
jurídico-públicas jurídico-públicas AQ0FP00 0.9354838709246184
serán ser VSIF3P0 1.0
titulares titular NCCP000 0.9726027397260274
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
derecho derecho AQ0MS00 0.8821656050955413
de de SP 0.9999614754213187
asociación asociación NCFS000 1.0
en en SP 1.0
los el DA0MP0 0.9927281155389451
términos término NCMP000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
artículo artículo NCMS000 1.0
2.6 2.6 Z 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
presente presente AQ0CS00 0.5242537313432836
Ley ley NP00000 1.0
, , Fc 1.0
salvo salvo SP 0.8506493506493507
que que CS 0.5501392534733338
establezcan establecer VMSP3P0 0.976190476190476
lo el DA00S0 0.6651648430236716
contrario contrario NCMS000 0.7182539682539684
sus su DP3CPN 0.9999034935340666
normas norma NCFP000 1.0
constitutivas constitutivo AQ0FP00 1.0
y y CC 0.9999892786688395
reguladoras regulador AQ0FP00 1.0
, , Fc 1.0
a a SP 0.9987754021314622
cuyo cuyo PR0MS00 1.0
tenor tenor NCMS000 1.0
habrá haber VMIF3S0 0.9979674796747967
de de SP 0.9999614754213187
atener atener VMN0000 1.0
se se P00CN00 0.494508864850837
, , Fc 1.0
en_todo_caso en_todo_caso RG 1.0
, , Fc 1.0
el el DA0MS0 1.0
ejercicio ejercicio NCMS000 1.0
de de SP 0.9999614754213187
aquél aquel PD0MS00 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
4 4 Z 1.0
. . Fp 1.0
Relaciones relación NCFP000 0.9963167587476981
con con SP 1.0
la el DA0FS0 0.9892597806068348
Administración administración NP00000 1.0
. . Fp 1.0
1 1 Z 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
poderes poder NCMP000 1.0
públicos público AQ0MP00 0.974537037037037
, , Fc 1.0
en en SP 1.0
el el DA0MS0 1.0
ámbito ámbito NCMS000 1.0
de de SP 0.9999614754213187
sus su DP3CPN 0.9999034935340666
respectivas respectivo AQ0FP00 1.0
competencias competencia NCFP000 1.0
, , Fc 1.0
fomentarán fomentar VMIF3P0 1.0
la el DA0FS0 0.9892597806068348
constitución constitución NCFS000 1.0
y y CC 0.9999892786688395
el el DA0MS0 1.0
desarrollo desarrollo NCMS000 0.9988399071925753
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
asociaciones asociación NCFP000 1.0
que que PR0CN00 0.5501392534733338
realicen realizar VMSP3P0 0.9419636363636363
actividades actividad NCFP000 1.0
de de SP 0.9999614754213187
interés interés NCMS000 1.0
general general AQ0CS00 0.8262124711316398
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
Administración administración NP00000 1.0
no no RN 0.9992965295457591
podrá poder VMIF3S0 1.0
adoptar adoptar VMN0000 1.0
