CAPITULO_I._Normas_Generales capitulo_i._normas_generales NP00000 1.0
el el DA0MS0 1.0
texto texto NCMS000 1.0
refundido refundir VMP00SM 0.6237468335921323
, , Fc 1.0
coordinado coordinar VMP00SM 1.0
y y CC 0.9999892786688395
sistematizado sistematizar VMP00SM 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
decreto decreto NCMS000 0.994186046511628
ley ley NCFS000 1.0
N° n° NP00000 1.0
211 211 Z 1.0
, , Fc 1.0
de de SP 0.9999614754213187
1973 1973 Z 1.0
, , Fc 1.0
sobre sobre SP 0.9978039215686275
libre libre AQ0CS00 0.9575221238938053
competencia competencia NCFS000 1.0
. . Fp 1.0
b b NCFS000 1.0
) ) Fpt 1.0
Las las NP00000 1.0
reguladas regular VMP00PF 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
ley ley NCFS000 1.0
N° n° NP00000 1.0
19.496 19496 Z 1.0
, , Fc 1.0
que que PR0CN00 0.5501392534733338
establece establecer VMIP3S0 0.9924242424242424
normas norma NCFP000 1.0
sobre sobre SP 0.9978039215686275
protección protección NCFS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
derechos derecho NCMP000 0.9967948717948719
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
consumidores consumidor NCMP000 0.9968944099378881
. . Fp 1.0
c c NCFS000 1.0
) ) Fpt 1.0
Las las NP00000 1.0
reguladas regular VMP00PF 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
ley ley NCFS000 1.0
N° n° NP00000 1.0
1S7.336 1S7.336 Z 1.0
, , Fc 1.0
sobre sobre SP 0.9978039215686275
propiedad propiedad NCFS000 1.0
intelectual intelectual AQ0CS00 0.8125
, , Fc 1.0
o o CC 0.9998636115657392
en en SP 1.0
la el DA0FS0 0.9892597806068348
ley ley NCFS000 1.0
N° n° NP00000 1.0
19.039 19039 Z 1.0
, , Fc 1.0
sobre sobre SP 0.9978039215686275
propiedad propiedad NCFS000 1.0
industrial industrial AQ0CS00 0.9504504504504505
. . Fp 1.0
CAPITULO_II capitulo_ii NP00000 1.0
. . Fp 1.0
De de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Competencia_Desleal competencia_desleal NP00000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
3 3 Z 1.0
° ° Fz 1.0
. . Fp 1.0
- - Fg 1.0
En en SP 1.0
general general NCCS000 0.8262124711316398
, , Fc 1.0
es ser VSIP3S0 1.0
acto acto NCMS000 1.0
de de SP 0.9999614754213187
competencia competencia NCFS000 1.0
desleal desleal AQ0CS00 0.6612938653836096
toda todo DI0FS0 0.9844674556213018
conducta conducta NCFS000 1.0
contraria contrario AQ0FS00 0.6612938653835941
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
buena bueno AQ0FS00 1.0
fe fe NCFS000 1.0
o o CC 0.9998636115657392
a a SP 0.9987754021314622
las el DA0FP0 0.9881835086975967
buenas bueno AQ0FP00 1.0
costumbres costumbre NCFP000 1.0
que que PR0CN00 0.5501392534733338
, , Fc 1.0
por por SP 1.0
medio medio NCMS000 0.7050970873786407
ilegítimos ilegítimo AQ0MP00 1.0
, , Fc 1.0
persiga perseguir VMSP3S0 0.6348634288560375
desviar desviar VMN0000 1.0
clientela clientela NCFS000 1.0
de de SP 0.9999614754213187
un uno DI0MS0 0.9969803144161175
agente agente NCCS000 0.993421052631579
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
mercado mercado NCMS000 0.9993429697766097
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
4 4 Z 1.0
° ° Fz 1.0
. . Fp 1.0
- - Fg 1.0
En en SP 1.0
particular particular NCCS000 0.8278688524590164
, , Fc 1.0
y y CC 0.9999892786688395
sin sin SP 1.0
que que CS 0.5501392534733338
la el DA0FS0 0.9892597806068348
enumeración enumeración NCFS000 1.0
sea ser VSSP1S0 0.49433962264150944
taxativa taxativo AQ0FS00 1.0
, , Fc 1.0
se se P00CN00 0.494508864850837
considerarán considerar VMIF3P0 1.0
actos acto NCMP000 1.0
de de SP 0.9999614754213187
competencia competencia NCFS000 1.0
desleal desleal AQ0CS00 0.6612938653836096
los el DA0MP0 0.9927281155389451
siguientes siguiente AQ0CP00 1.0
: : Fd 1.0
a a SP 0.9987754021314622
) ) Fpt 1.0
Toda toda NP00000 1.0
conducta conducta NCFS000 1.0
que que PR0CN00 0.5501392534733338
aproveche aprovechar VMSP3S0 0.6348634294385432
indebidamente indebidamente RG 1.0
la el DA0FS0 0.9892597806068348
reputación reputación NCFS000 1.0
ajena ajeno AQ0FS00 1.0
, , Fc 1.0
induciendo inducir VMG0000 1.0
a a SP 0.9987754021314622
confundir confundir VMN0000 1.0
los el DA0MP0 0.9927281155389451
propios propio AQ0MP00 0.9563492063492064
bienes bien NCMP000 1.0
, , Fc 1.0
servicios servicio NCMP000 1.0
, , Fc 1.0
actividades actividad NCFP000 1.0
, , Fc 1.0
signos signo NCMP000 1.0
distintivos distintivo AQ0MP00 0.6385980335162916
o o CC 0.9998636115657392
establecimientos establecimiento NCMP000 1.0
con con SP 1.0
los el DA0MP0 0.9927281155389451
de de SP 0.9999614754213187
un uno DI0MS0 0.9969803144161175
tercero 3 AO0MS00 0.993421052631579
. . Fp 1.0
b b NCFS000 1.0
) ) Fpt 1.0
El el NP00000 1.0
uso uso NCMS000 0.998046875
de de SP 0.9999614754213187
signos signo NCMP000 1.0
o o CC 0.9998636115657392
la el DA0FS0 0.9892597806068348
difusión difusión NCFS000 1.0
de de SP 0.9999614754213187
hechos hecho NCMP000 0.8482587064676617
o o CC 0.9998636115657392
aseveraciones aseveración NCFP000 1.0
, , Fc 1.0
incorrecto incorrecto AQ0MS00 1.0
o o CC 0.9998636115657392
falsos falso AQ0MP00 1.0
, , Fc 1.0
que que CS 0.5501392534733338
induzcan inducir VMSP3P0 0.9419636363636363
a a SP 0.9987754021314622
error error NCMS000 1.0
sobre sobre SP 0.9978039215686275
la el DA0FS0 0.9892597806068348
naturaleza naturaleza NCFS000 1.0
, , Fc 1.0
proveniencia proveniencia NCFS000 1.0
, , Fc 1.0
componentes componente NCCP000 0.9918032786885246
, , Fc 1.0
características característica NCFP000 0.9947916666666667
, , Fc 1.0
precio precio NCMS000 0.9987046632124351
, , Fc 1.0
modo modo NCMS000 1.0
de de SP 0.9999614754213187
producción producción NCFS000 1.0
, , Fc 1.0
marca marca NCFS000 0.8266384778012685
, , Fc 1.0
idoneidad idoneidad NCFS000 1.0
para para SP 0.9998335884976369
los el DA0MP0 0.9927281155389451
fines fin NCMP000 0.994186046511628
que que PR0CN00 0.5501392534733338
pretende pretender VMIP3S0 0.9968944099378881
satisfacer satisfacer VMN0000 1.0
, , Fc 1.0
calidad calidad NCFS000 1.0
o o CC 0.9998636115657392
cantidad cantidad NCFS000 1.0
y y CC 0.9999892786688395
, , Fc 1.0
en en SP 1.0
general general NCCS000 0.8262124711316398
sobre sobre SP 0.9978039215686275
las el DA0FP0 0.9881835086975967
ventajas ventaja NCFP000 1.0
realmente realmente RG 1.0
proporcionadas proporcionar VMP00PF 1.0
por por SP 1.0
los el DA0MP0 0.9927281155389451
bienes bien NCMP000 1.0
o o CC 0.9998636115657392
servicio servicio NCMS000 1.0
ofrecidos ofrecer VMP00PM 1.0
, , Fc 1.0
propios propio AQ0MP00 0.9563492063492064
o o CC 0.9998636115657392
ajenos ajeno AQ0MP00 0.9953333333333332
. . Fp 1.0
c c NCFS000 1.0
) ) Fpt 1.0
Todas todas NP00000 1.0
las el DA0FP0 0.9881835086975967
informaciones información NCFP000 1.0
o o CC 0.9998636115657392
aseveraciones aseveración NCFP000 1.0
incorrectas incorrecto AQ0FP00 1.0
o o CC 0.9998636115657392
falsas falso AQ0FP00 1.0
sobre sobre SP 0.9978039215686275
los el DA0MP0 0.9927281155389451
bienes bien NCMP000 1.0
, , Fc 1.0
servicios servicio NCMP000 1.0
actividades actividad NCFP000 1.0
, , Fc 1.0
signos signo NCMP000 1.0
distintivos distintivo AQ0MP00 0.6385980335162916
, , Fc 1.0
establecimientos establecimiento NCMP000 1.0
o o CC 0.9998636115657392
relaciones relación NCFP000 0.9981549815498155
comerciales comercial AQ0CP00 0.9956896551724139
de de SP 0.9999614754213187
un uno DI0MS0 0.9969803144161175
tercero 3 AO0MS00 0.993421052631579
, , Fc 1.0
que que CS 0.5501392534733338
sean ser VSSP3P0 0.9966887417218544
susceptibles susceptible AQ0CP00 1.0
de de SP 0.9999614754213187
menoscabar menoscabar VMN0000 1.0
su su DP3CSN 1.0
reputación reputación NCFS000 1.0
en en SP 1.0
el el DA0MS0 1.0
mercado mercado NCMS000 0.9993429697766097
. . Fp 1.0
Son ser VSIP3P0 0.994969128744569
también también RG 1.0
ilícitas ilícito AQ0FP00 1.0
las el DA0FP0 0.9881835086975967
expresiones expresión NCFP000 1.0
dirigidas dirigir VMP00PF 1.0
a a SP 0.9987754021314622
desacreditar desacreditar VMN0000 1.0
los el DA0MP0 0.9927281155389451
o o CC 0.9998636115657392
ridiculizar ridiculizar VMN0000 1.0
los el DA0MP0 0.9927281155389451
sin sin SP 1.0
referencia referencia NCFS000 0.9896373056994819
objetiva objetivo AQ0FS00 0.8064846416382241
. . Fp 1.0
d d NCFS000 1.0
) ) Fpt 1.0
Las las NP00000 1.0
manifestaciones manifestación NCFP000 1.0
agraviantes agraviantes AQ0CP00 0.7947733798763094
que que PR0CN00 0.5501392534733338
versen versar VMSP3P0 0.941963636314747
sobre sobre SP 0.9978039215686275
la el DA0FS0 0.9892597806068348
nacionalidad nacionalidad NCFS000 1.0
, , Fc 1.0
las el DA0FP0 0.9881835086975967
creencias creencia NCFP000 1.0
, , Fc 1.0
ideologías ideología NCFP000 1.0
, , Fc 1.0
vida vida NCFS000 1.0
privada privar VMP00SF 0.9360465116279071
o o CC 0.9998636115657392
cualquier cualquiera DI0CS0 1.0
otra otro DI0FS0 0.7408930669800236
circunstancia circunstancia NCFS000 1.0
personal personal AQ0CS00 0.7111486486486487
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
tercero 3 AO0MS00 0.993421052631579
afectado afectar VMP00SM 0.994186046511628
y y CC 0.9999892786688395
que que CS 0.5501392534733338
no no RN 0.9992965295457591
tenga tener VMSP3S0 0.488843813387424
relación relación NCFS000 1.0
directa directo AQ0FS00 1.0
con con SP 1.0
la el DA0FS0 0.9892597806068348
calidad calidad NCFS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
bien bien RG 0.8760880696364567
o o CC 0.9998636115657392
servicio servicio NCMS000 1.0
prestado prestar VMP00SM 1.0
. . Fp 1.0
e y CC 0.987993803253292
) ) Fpt 1.0
Toda toda NP00000 1.0
comparación comparación NCFS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
bienes bien NCMP000 1.0
, , Fc 1.0
servicios servicio NCMP000 1.0
actividades actividad NCFP000 1.0
o o CC 0.9998636115657392
establecimientos establecimiento NCMP000 1.0
propios propio AQ0MP00 0.9563492063492064
o o CC 0.9998636115657392
ajenos ajeno AQ0MP00 0.9953333333333332
con con SP 1.0
los el DA0MP0 0.9927281155389451
de de SP 0.9999614754213187
un uno DI0MS0 0.9969803144161175
tercero 3 AO0MS00 0.993421052631579
, , Fc 1.0
cuando cuando CS 0.862979855568225
se se P00CN00 0.494508864850837
funde fundir VMIP3S0 0.8697674403804578
en en SP 1.0
algún alguno DI0MS0 1.0
antecedente antecedente NCMS000 0.5885673262693771
que que PR0CN00 0.5501392534733338
no no RN 0.9992965295457591
sea ser VSSP1S0 0.49433962264150944
veraz veraz AQ0CS00 1.0
y y CC 0.9999892786688395
demostrable demostrable AQ0CS00 1.0
, , Fc 1.0
o o CC 0.9998636115657392
, , Fc 1.0
cuando cuando CS 0.862979855568225
de de SP 0.9999614754213187
cualquiera cualquiera PI0CS00 0.9929577464788732
otra otro DI0FS0 0.7408930669800236
forma forma NCFS000 0.987798114254021
infrinja infringir VMSP3S0 0.6348634294383786
las el DA0FP0 0.9881835086975967
normas norma NCFP000 1.0
de de SP 0.9999614754213187
esta este DD0FS0 0.9788165266106442
ley ley NCFS000 1.0
. . Fp 1.0
f f NCFS000 1.0
) ) Fpt 1.0
Toda toda NP00000 1.0
conducta conducta NCFS000 1.0
que que PR0CN00 0.5501392534733338
persiga perseguir VMSP3S0 0.6348634288560375
inducir inducir VMN0000 1.0
a a SP 0.9987754021314622
proveedores proveedor NCMP000 1.0
, , Fc 1.0
clientes cliente NCCP000 1.0
u o CC 0.9950495049504952
otros otro DI0MP0 0.7459777227722773
contratantes contratante NCMP000 0.6458775640658563
a a SP 0.9987754021314622
infringir infringir VMN0000 1.0
los el DA0MP0 0.9927281155389451
deberes deber NCMP000 1.0
contractuales contractual AQ0CP00 1.0
contraídos contraer VMP00PM 0.6237468445022352
con con SP 1.0
su su DP3CSN 1.0
competidor competidor NCMS000 0.6136999518726403
. . Fp 1.0
g gramo NCMN000 0.632570844268231
) ) Fpt 1.0
El el NP00000 1.0
ejercicio ejercicio NCMS000 1.0
manifiestamente manifiestamente RG 1.0
abusivo abusivo AQ0MS00 1.0
de de SP 0.9999614754213187
acciones acción NCFP000 0.9985337243401758
judiciales judicial AQ0CP00 1.0
con con SP 1.0
la el DA0FS0 0.9892597806068348
finalidad finalidad NCFS000 1.0
de de SP 0.9999614754213187
entorpecer entorpecer VMN0000 1.0
la el DA0FS0 0.9892597806068348
operación operación NCFS000 1.0
de de SP 0.9999614754213187
un uno DI0MS0 0.9969803144161175
agente agente NCCS000 0.993421052631579
de de SP 0.9999614754213187
mercado mercado NCMS000 0.9993429697766097
. . Fp 1.0
Capitulo capitular VMIP1S0 1.0
III_De_las_Acciones iii_de_las_acciones NP00000 1.0
, , Fc 1.0
Procedimiento procedimiento NP00000 1.0
, , Fc 1.0
Tribunal_Competente tribunal_competente NP00000 1.0
y y CC 0.9999892786688395
Sanciones sanciones NP00000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
5 5 Z 1.0
° ° Fz 1.0
. . Fp 1.0
- - Fg 1.0
Contra contra SP 0.9842449464922712
los el DA0MP0 0.9927281155389451
actos acto NCMP000 1.0
de de SP 0.9999614754213187
competencia competencia NCFS000 1.0
desleal desleal AQ0CS00 0.6612938653836096
pueden poder VMIP3P0 1.0
ejercer ejercer VMN0000 1.0
se se P00CN00 0.494508864850837
, , Fc 1.0
conjunta conjunto AQ0FS00 0.9901477832512315
o o CC 0.9998636115657392
separadamente separadamente RG 1.0
, , Fc 1.0
las el DA0FP0 0.9881835086975967
siguientes siguiente AQ0CP00 1.0
acciones acción NCFP000 0.9985337243401758
: : Fd 1.0
a a SP 0.9987754021314622
) ) Fpt 1.0
Acción acción NP00000 1.0
de de SP 0.9999614754213187
cesación cesación NCFS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
acto acto NCMS000 1.0
o o CC 0.9998636115657392
de de SP 0.9999614754213187
prohibición prohibición NCFS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
mismo mismo AQ0MS00 0.8022083533365337
si si CS 0.9998273480662982
aún aun RG 1.0
no no RN 0.9992965295457591
se se P00CN00 0.494508864850837
ha haber VAIP3S0 0.9998889074043215
puesto poner VMP00SM 0.5997506234413965
en en SP 1.0
práctica práctica NCFS000 0.6785714285714286
. . Fp 1.0
b b NCFS000 1.0
) ) Fpt 1.0
Acción acción NP00000 1.0
declarativa declarativo AQ0FS00 1.0
de de SP 0.9999614754213187
acto acto NCMS000 1.0
de de SP 0.9999614754213187
competencia competencia NCFS000 1.0
desleal desleal AQ0CS00 0.6612938653836096
, , Fc 1.0
si si CS 0.9998273480662982
la el DA0FS0 0.9892597806068348
perturbación perturbación NCFS000 1.0
creada crear VMP00SF 1.0
por por SP 1.0
el el DA0MS0 1.0
mismo mismo AQ0MS00 0.8022083533365337
subsiste subsistir VMIP3S0 0.9892405063290521
. . Fp 1.0
c c NCFS000 1.0
) ) Fpt 1.0
Acción acción NP00000 1.0
de de SP 0.9999614754213187
remoción remoción NCFS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
efectos efecto NCMP000 1.0
producidos producir VMP00PM 1.0
por por SP 1.0
el el DA0MS0 1.0
acto acto NCMS000 1.0
, , Fc 1.0
mediante mediante SP 0.9976303317535544
la el DA0FS0 0.9892597806068348
publicación publicación NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
sentencia sentencia NCFS000 0.9722863741339492
condenatoria condenatorio AQ0FS00 1.0
o o CC 0.9998636115657392
de de SP 0.9999614754213187
una uno DI0FS0 0.9519732400417357
rectificación rectificación NCFS000 1.0
a a SP 0.9987754021314622
costa costa NCFS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
autor autor NCMS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
ilícito ilícito AQ0MS00 1.0
u o CC 0.9950495049504952
otro otro DI0MS0 0.6585014409221902
medio medio NCMS000 0.7050970873786407
idóneo idóneo AQ0MS00 1.0
. . Fp 1.0
d d NCFS000 1.0
) ) Fpt 1.0
Acción acción NP00000 1.0
de de SP 0.9999614754213187
indemnización indemnización NCFS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
prejuicios prejuicio NCMP000 1.0
ocasionados ocasionar VMP00PM 1.0
por por SP 1.0
el el DA0MS0 1.0
acto acto NCMS000 1.0
, , Fc 1.0
sujeta sujeto AQ0FS00 0.9534883720930232
a a SP 0.9987754021314622
las el DA0FP0 0.9881835086975967
disposiciones disposición NCFP000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Título_XXXV título_xxxv NP00000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Libro_IV libro_iv NP00000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Código_Civil código_civil NP00000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
6 6 Z 1.0
° ° Fz 1.0
. . Fp 1.0
- - Fg 1.0
Cualquiera cualquiera PI0CS00 0.9860139860139859
que que PR0CN00 0.5501392534733338
resulte resultar VMSP3S0 0.6348634293365796
directa directo AQ0FS00 1.0
y y CC 0.9999892786688395
personalmente personalmente RG 1.0
amenazado amenazar VMP00SM 1.0
o o CC 0.9998636115657392
perjudicado perjudicar VMP00SM 0.6237468445259131
en en SP 1.0
sus su DP3CPN 0.9999034935340666
intereses interés NCMP000 0.9976303317535544
legítimos legítimo AQ0MP00 1.0
por por SP 1.0
un uno DI0MS0 0.9969803144161175
acto acto NCMS000 1.0
de de SP 0.9999614754213187
competencia competencia NCFS000 1.0
desleal desleal AQ0CS00 0.6612938653836096
podrá poder VMIF3S0 1.0
ejercer ejercer VMN0000 1.0
las el DA0FP0 0.9881835086975967
acciones acción NCFP000 0.9985337243401758
señaladas señalar VMP00PF 1.0
en en SP 1.0
las el DA0FP0 0.9881835086975967
letras letra NCFP000 1.0
a a SP 0.9987754021314622
) ) Fpt 1.0
a a SP 0.9987754021314622
d d NCFS000 1.0
) ) Fpt 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
artículo artículo NCMS000 1.0
anterior anterior AQ0CS00 1.0
. . Fp 1.0
Con con SP 1.0
todo todo PI0MS00 0.6662003357582541
, , Fc 1.0
no no RN 0.9992965295457591
habrá haber VMIF3S0 0.9979674796747967
lugar lugar NCMS000 1.0
a a SP 0.9987754021314622
indemnización indemnización NCFS000 1.0
de de SP 0.9999614754213187
prejuicios prejuicio NCMP000 1.0
de_acuerdo_con de_acuerdo_con SP 1.0
esta este DD0FS0 0.9788165266106442
ley ley NCFS000 1.0
si si CS 0.9998273480662982
el el DA0MS0 1.0
demandado demandado NCMS000 0.6237467741197091
ya ya RG 0.9997850386930354
hubiese haber VASI1S0 0.4959016393442623
sido ser VSP00SM 1.0
condenado condenar VMP00SM 0.9947916666666667
a a SP 0.9987754021314622
reparar reparar VMN0000 1.0
el el DA0MS0 1.0
mismo mismo AQ0MS00 0.8022083533365337
daño daño NCMS000 0.993421052631579
de de SP 0.9999614754213187
conformidad conformidad NCFS000 1.0
con con SP 1.0
otro otro DI0MS0 0.6585014409221902
ordenamiento ordenamiento NCMS000 1.0
legal legal AQ0CS00 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
asociaciones asociación NCFP000 1.0
gremiales gremial AQ0CP00 1.0
que que PR0CN00 0.5501392534733338
tengan tener VMSP3P0 0.7816901408450705
por por SP 1.0
función función NCFS000 1.0
efectiva efectivo AQ0FS00 1.0
la el DA0FS0 0.9892597806068348
defensa defensa NCCS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
intereses interés NCMP000 0.9976303317535544
de de SP 0.9999614754213187
agentes agente NCCP000 0.9981549815498155
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
mercado mercado NCMS000 0.9993429697766097
podrán poder VMIF3P0 1.0
interponer interponer VMN0000 1.0
, , Fc 1.0
en_interés en_interés RG 1.0
de de SP 0.9999614754213187
sus su DP3CPN 0.9999034935340666
miembros miembro NCMP000 0.9989384288747345
lesionados lesionar VMP00PM 0.7884615384615383
por por SP 1.0
un uno DI0MS0 0.9969803144161175
acto acto NCMS000 1.0
de de SP 0.9999614754213187
competencia competencia NCFS000 1.0
desleal desleal AQ0CS00 0.6612938653836096
, , Fc 1.0
las el DA0FP0 0.9881835086975967
acciones acción NCFP000 0.9985337243401758
contempladas contemplar VMP00PF 1.0
en en SP 1.0
las el DA0FP0 0.9881835086975967
letras letra NCFP000 1.0
a a SP 0.9987754021314622
) ) Fpt 1.0
a a SP 0.9987754021314622
c c NCFS000 1.0
) ) Fpt 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
artículo artículo NCMS000 1.0
anterior anterior AQ0CS00 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
7 7 Z 1.0
° ° Fz 1.0
. . Fp 1.0
- - Fg 1.0
Las el DA0FP0 0.9881835086975967
acciones acción NCFP000 0.9985337243401758
de de SP 0.9999614754213187
competencia competencia NCFS000 1.0
desleal desleal AQ0CS00 0.6612938653836096
previstas prever VMP00PF 1.0
en en SP 1.0
las el DA0FP0 0.9881835086975967
letras letra NCFP000 1.0
a a SP 0.9987754021314622
) ) Fpt 1.0
a a SP 0.9987754021314622
c c NCFS000 1.0
) ) Fpt 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
artículo artículo NCMS000 1.0
5 5 Z 1.0
° ° Fz 1.0
prescriben prescribir VMIP3P0 1.0
en_el_plazo_de en_el_plazo_de SP 1.0
un uno DI0MS0 0.9969803144161175
año año NCMS000 1.0
contado contar VMP00SM 0.6237468016130928
desde desde SP 1.0
la el DA0FS0 0.9892597806068348
fecha fecha NCFS000 0.9907407407407408
en en SP 1.0
que que PR0CN00 0.5501392534733338
finaliza finalizar VMIP3S0 0.9892405063291119
la el DA0FS0 0.9892597806068348
realización realización NCFS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
acto acto NCMS000 1.0
de de SP 0.9999614754213187
competencia competencia NCFS000 1.0
desleal desleal AQ0CS00 0.6612938653836096
, , Fc 1.0
o o CC 0.9998636115657392
desde desde SP 1.0
que que PR0CN00 0.5501392534733338
fue ser VSIS3S0 0.9807386182744349
conocido conocer VMP00SM 0.9956896551724139
, , Fc 1.0
si si CS 0.9998273480662982
ello ello PD00S00 1.0
ocurrió ocurrir VMIS3S0 1.0
con con SP 1.0
posterioridad posterioridad NCFS000 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
acción acción NCFS000 1.0
de de SP 0.9999614754213187
indemnización indemnización NCFS000 1.0
de de SP 0.9999614754213187
perjuicios perjuicio NCMP000 1.0
prevista prever VMP00SF 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
letra letra NCFS000 1.0
d d NCFS000 1.0
) ) Fpt 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
artículo artículo NCMS000 1.0
5 5 Z 1.0
° ° Fz 1.0
prescribe prescribir VMIP3S0 0.9892405063291139
en_el_plazo_de en_el_plazo_de SP 1.0
cuatro 4 Z 1.0
años año NCMP000 1.0
contando contar VMG0000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
mismo mismo AQ0MS00 0.8022083533365337
