LA_CONSTITUCIÓN_ESPAÑOLA_DE la_constitución_española_de NP00000 1.0
y y CC 0.9999892786688395
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
economía economía NCFS000 1.0
para para SP 0.9998335884976369
asegurar asegurar VMN0000 1.0
a a SP 0.9987754021314622
todos todo DI0MP0 0.7066496977410117
una uno DI0FS0 0.9519732400417357
digna digno AQ0FS00 0.9622641509433962
calidad calidad NCFS000 1.0
de de SP 0.9999614754213187
vida vida NCFS000 1.0
. . Fp 1.0
Establecer establecer VMN0000 1.0
una uno DI0FS0 0.9519732400417357
sociedad sociedad NCFS000 1.0
democrática democrático AQ0FS00 1.0
avanzada avanzar VMP00SF 0.976190476190476
, , Fc 1.0
y y CC 0.9999892786688395
colaborar colaborar VMN0000 1.0
en en SP 1.0
el el DA0MS0 1.0
fortalecimiento fortalecimiento NCMS000 1.0
de de SP 0.9999614754213187
unas uno DI0FP0 0.9910647803425167
relaciones relación NCFP000 0.9981549815498155
pacíficas pacífico AQ0FP00 1.0
y y CC 0.9999892786688395
de de SP 0.9999614754213187
eficaz eficaz AQ0CS00 1.0
cooperación cooperación NCFS000 1.0
entre entre SP 0.9803409403354414
todos todo DI0MP0 0.7066496977410117
los el DA0MP0 0.9927281155389451
pueblos pueblo NCMP000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Tierra tierra NP00000 1.0
. . Fp 1.0
En_consecuencia en_consecuencia RG 1.0
, , Fc 1.0
las el DA0FP0 0.9881835086975967
Cortes cortes NP00000 1.0
aprueban aprobar VMIP3P0 1.0
y y CC 0.9999892786688395
el el DA0MS0 1.0
pueblo pueblo NCMS000 0.9983922829581994
español español AQ0MS00 0.7672292545710268
ratifica ratificar VMIP3S0 0.9892282367329098
la el DA0FS0 0.9892597806068348
siguiente siguiente AQ0CS00 1.0
. . Fp 1.0
CONSTITUCIÓN constitución NP00000 0.5271202373762571
. . Fp 1.0
TÍTULO_PRELIMINAR título_preliminar NP00000 1.0
. . Fp 1.0
Estado estado NCMS000 0.6160339693836224
social social AQ0CS00 0.9987834549878345
y y CC 0.9999892786688395
democrático democrático AQ0MS00 1.0
de de SP 0.9999614754213187
Derecho derecho NP00000 1.0
. . Fp 1.0
Valores valor NCMP000 0.9952718676122932
superiores superior AQ0CP00 0.8804347826086957
. . Fp 1.0
Soberanía soberanía NCFS000 0.66898416616338
popular popular AQ0CS00 1.0
. . Fp 1.0
Monarquía monarquía NP00000 0.66898416616338
. . Fp 1.0
parlamentaria parlamentario AQ0FS00 0.9954954954954955
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
1 1 Z 1.0
. . Fp 1.0
1 1 Z 1.0
. . Fp 1.0
España españa NP00000 1.0
se se P00CN00 0.494508864850837
constituye constituir VMIP3S0 0.9938271604938272
en en SP 1.0
un uno DI0MS0 0.9969803144161175
Estado estado NP00000 1.0
social social AQ0CS00 0.9987834549878345
y y CC 0.9999892786688395
democrático democrático AQ0MS00 1.0
de de SP 0.9999614754213187
Derecho derecho NP00000 1.0
, , Fc 1.0
que que PR0CN00 0.5501392534733338
propugna propugnar VMIP3S0 0.9892405063285392
como como CS 0.9671530369867661
valores valor NCMP000 0.9976303317535544
superiores superior AQ0CP00 0.8804347826086957
de de SP 0.9999614754213187
su su DP3CSN 1.0
ordenamiento ordenamiento NCMS000 1.0
jurídico jurídico AQ0MS00 1.0
de de SP 0.9999614754213187
libertad libertad NCFS000 0.9981884057971014
, , Fc 1.0
la el DA0FS0 0.9892597806068348
justicia justicia NCFS000 1.0
, , Fc 1.0
la el DA0FS0 0.9892597806068348
igualdad igualdad NCFS000 1.0
y y CC 0.9999892786688395
el el DA0MS0 1.0
pluralismo pluralismo NCMS000 1.0
político político AQ0MS00 0.7928416485900216
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
soberanía soberanía NCFS000 1.0
nacional nacional AQ0CS00 1.0
reside residir VMIP3S0 0.986111111111111
en en SP 1.0
el el DA0MS0 1.0
pueblo pueblo NCMS000 0.9983922829581994
español español AQ0MS00 0.7672292545710268
, , Fc 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
que que PR0CN00 0.5501392534733338
emanan emanar VMIP3P0 1.0
los el DA0MP0 0.9927281155389451
poderes poder NCMP000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Estado estado NP00000 1.0
. . Fp 1.0
3 3 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
forma forma NCFS000 0.987798114254021
política político AQ0FS00 0.3694810224632068
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Estado estado NP00000 1.0
español español AQ0MS00 0.7672292545710268
es ser VSIP3S0 1.0
la el DA0FS0 0.9892597806068348
Monarquía monarquía NP00000 1.0
parlamentaria parlamentario AQ0FS00 0.9954954954954955
. . Fp 1.0
Unidad_de_la_Nación unidad_de_la_nación NP00000 1.0
y y CC 0.9999892786688395
derecho derecho NCMS000 0.8821656050955413
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
autonomía autonomía NCFS000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
2 2 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
Constitución constitución NP00000 1.0
se se P00CN00 0.494508864850837
fundamenta fundamentar VMIP3S0 0.9892360241013578
en en SP 1.0
la el DA0FS0 0.9892597806068348
indisoluble indisoluble AQ0CS00 1.0
unidad unidad NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Nación nación NP00000 1.0
española español AQ0FS00 0.9614003590664272
, , Fc 1.0
patria patria NCFS000 0.8472222222222221
común común AQ0CS00 1.0
e y CC 0.987993803253292
indivisible indivisible AQ0CS00 1.0
de de SP 0.9999614754213187
todos todo DI0MP0 0.7066496977410117
los el DA0MP0 0.9927281155389451
españoles español NCMP000 0.5849056603773586
, , Fc 1.0
y y CC 0.9999892786688395
reconoce reconocer VMM02S0 0.9427083333333335
y y CC 0.9999892786688395
garantiza garantizar VMM02S0 0.9878048780487805
el el DA0MS0 1.0
derecho derecho NCMS000 0.8821656050955413
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
autonomía autonomía NCFS000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
nacionalidades nacionalidad NCFP000 1.0
y y CC 0.9999892786688395
regiones región NCFP000 1.0
que que PR0CN00 0.5501392534733338
la lo PP3FSA0 0.9892597806068348
integran integrar VMIP3P0 1.0
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
solidaridad solidaridad NCFS000 1.0
entre entre SP 0.9803409403354414
todas todo DI0FP0 0.9340731070496084
ellas ellos PP3FP00 1.0
. . Fp 1.0
Pluralismo pluralismo NCMS000 0.66898416616338
lingüístico lingüístico AQ0MS00 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
3 3 Z 1.0
. . Fp 1.0
1 1 Z 1.0
. . Fp 1.0
El el DA0MS0 1.0
castellano castellano NCMS000 0.986111111111111
es ser VSIP3S0 1.0
la el DA0FS0 0.9892597806068348
lengua lengua NCFS000 1.0
española español AQ0FS00 0.9614003590664272
oficial oficial AQ0CS00 0.9862842892768079
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Estado estado NP00000 1.0
. . Fp 1.0
Todos todo DI0MP0 0.7066496977410117
los el DA0MP0 0.9927281155389451
españoles español NCMP000 0.5849056603773586
tienen tener VMIP3P0 1.0
el el DA0MS0 1.0
deber deber NCMS000 0.8804347826086957
de de SP 0.9999614754213187
conocer conocer VMN0000 1.0
la el DA0FS0 0.9892597806068348
y y CC 0.9999892786688395
el el DA0MS0 1.0
derecho derecho NCMS000 0.8821656050955413
a a SP 0.9987754021314622
usar usar VMN0000 1.0
la el DA0FS0 0.9892597806068348
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
demás demás DI0CP0 0.7199074074074074
lenguas lengua NCFP000 1.0
españolas español AQ0FP00 0.9951573849878935
serán ser VSIF3P0 1.0
también también RG 1.0
oficiales oficial AQ0CP00 0.9603960396039605
en en SP 1.0
las el DA0FP0 0.9881835086975967
respectivas respectivo AQ0FP00 1.0
Comunidades_Autónomas comunidades_autónomas NP00000 1.0
de_acuerdo_con de_acuerdo_con SP 1.0
sus su DP3CPN 0.9999034935340666
Estatutos estatutos NP00000 1.0
. . Fp 1.0
3 3 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
riqueza riqueza NCFS000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
distintas distinto AQ0FP00 0.5198412698412699
modalidades modalidad NCFP000 1.0
lingüísticas lingüístico AQ0FP00 0.661153957668497
de de SP 0.9999614754213187
España españa NP00000 1.0
es ser VSIP3S0 1.0
un uno DI0MS0 0.9969803144161175
patrimonio patrimonio NCMS000 1.0
cultural cultural AQ0CS00 1.0
que que PR0CN00 0.5501392534733338
será ser VSIF3S0 1.0
objeto objeto NCMS000 0.9961832061068703
de de SP 0.9999614754213187
especial especial AQ0CS00 1.0
respeto respeto NCMS000 0.9166666666666666
y y CC 0.9999892786688395
protección protección NCFS000 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
bandera bandera NCFS000 1.0
de de SP 0.9999614754213187
España españa NP00000 1.0
y y CC 0.9999892786688395
las el DA0FP0 0.9881835086975967
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
Comunidades_Autónomas comunidades_autónomas NP00000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
4 4 Z 1.0
. . Fp 1.0
1 1 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
bandera bandera NCFS000 1.0
de de SP 0.9999614754213187
España españa NP00000 1.0
está estar VMIP3S0 0.9993980738362762
formada formar VMP00SF 1.0
por por SP 1.0
tres 3 Z 1.0
franjas franja NCFP000 1.0
horizontales horizontal AQ0CP00 0.6612923413095853
, , Fc 1.0
roja rojo AQ0FS00 1.0
, , Fc 1.0
amarilla amarillo AQ0FS00 1.0
y y CC 0.9999892786688395
roja rojo AQ0FS00 1.0
, , Fc 1.0
siendo ser VSG0000 1.0
la el DA0FS0 0.9892597806068348
amarilla amarillo AQ0FS00 1.0
de de SP 0.9999614754213187
doble doble AQ0CS00 0.8478873239436621
anchura anchura NCFS000 1.0
que que CS 0.5501392534733338
cada cada DI0CS0 1.0
una uno PI0FS00 0.9519732400417357
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
rojas rojo AQ0FP00 1.0
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
Estatutos estatutos NP00000 1.0
podrán poder VMIF3P0 1.0
reconocer reconocer VMN0000 1.0
banderas bandera NCFP000 1.0
y y CC 0.9999892786688395
enseñas enseña NCFP000 0.9897264843225755
propias propio AQ0FP00 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
Comunidades_Autónomas comunidades_autónomas NP00000 1.0
. . Fp 1.0
Estas este PD0FP00 0.9698972099853157
se se P00CN00 0.494508864850837
utilizarán utilizar VMIF3P0 1.0
junto_a junto_a SP 1.0
la el DA0FS0 0.9892597806068348
bandera bandera NCFS000 1.0
de de SP 0.9999614754213187
España españa NP00000 1.0
en en SP 1.0
sus su DP3CPN 0.9999034935340666
edificios edificio NCMP000 1.0
públicos público AQ0MP00 0.974537037037037
y y CC 0.9999892786688395
en en SP 1.0
sus su DP3CPN 0.9999034935340666
actos acto NCMP000 1.0
oficiales oficial AQ0CP00 0.9603960396039605
. . Fp 1.0
Madrid madrid NP00000 1.0
, , Fc 1.0
capital capital NCCS000 0.9496047430830039
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Estado estado NP00000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
5 5 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
capital capital NCCS000 0.9496047430830039
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Estado estado NP00000 1.0
es ser VSIP3S0 1.0
la el DA0FS0 0.9892597806068348
villa villa NCFS000 1.0
de de SP 0.9999614754213187
Madrid madrid NP00000 1.0
. . Fp 1.0
Partidos partido NCMP000 0.9986604152712658
políticos político AQ0MP00 0.548828125
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
6 6 Z 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
partidos partido NCMP000 0.9993297587131368
políticos político AQ0MP00 0.548828125
expresan expresar VMIP3P0 1.0
el el DA0MS0 1.0
pluralismo pluralismo NCMS000 1.0
político político AQ0MS00 0.7928416485900216
, , Fc 1.0
concurren concurrir VMIP3P0 1.0
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
formación formación NCFS000 1.0
y y CC 0.9999892786688395
manifestación manifestación NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
voluntad voluntad NCFS000 1.0
popular popular AQ0CS00 1.0
y y CC 0.9999892786688395
son ser VSIP3P0 0.9951967063129004
instrumentos instrumento NCMP000 1.0
fundamental fundamental AQ0CS00 1.0
para para SP 0.9998335884976369
la el DA0FS0 0.9892597806068348
participación participación NCFS000 1.0
política político AQ0FS00 0.3694810224632068
. . Fp 1.0
Su su DP3CSN 1.0
creación creación NCFS000 1.0
y y CC 0.9999892786688395
el el DA0MS0 1.0
ejercicio ejercicio NCMS000 1.0
de de SP 0.9999614754213187
su su DP3CSN 1.0
actividad actividad NCFS000 1.0
son ser VSIP3P0 0.9951967063129004
libres libre AQ0CP00 0.9823008849557521
dentro_de dentro_de SP 1.0
l l NCFS000 0.627697200506985
respeto respeto NCMS000 0.9166666666666666
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
Constitución constitución NP00000 1.0
y y CC 0.9999892786688395
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
ley ley NCFS000 1.0
. . Fp 1.0
Su su DP3CSN 1.0
estructura estructura NCFS000 0.9543726235741445
interna interno AQ0FS00 0.985294117647059
y y CC 0.9999892786688395
funcionamiento funcionamiento NCMS000 1.0
deberán deber VMIF3P0 1.0
ser ser VSN0000 0.959636517328825
democráticos democrático AQ0MP00 1.0
. . Fp 1.0
Sindicatos sindicatos NP00000 0.66898416616338
y y CC 0.9999892786688395
asociaciones asociación NCFP000 1.0
empresariales empresarial AQ0CP00 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
7 7 Z 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
sindicatos sindicato NCMP000 1.0
de de SP 0.9999614754213187
trabajadores trabajador NCMP000 0.9986702127659574
y y CC 0.9999892786688395
las el DA0FP0 0.9881835086975967
asociaciones asociación NCFP000 1.0
empresariales empresarial AQ0CP00 1.0
contribuyen contribuir VMIP3P0 1.0
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
defensa defensa NCCS000 1.0
y y CC 0.9999892786688395
promoción promoción NCFS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
intereses interés NCMP000 0.9976303317535544
económicos económico AQ0MP00 1.0
y y CC 0.9999892786688395
sociales social AQ0CP00 0.9978354978354979
que que PR0CN00 0.5501392534733338
les le PP3CPD0 1.0
son ser VSIP3P0 0.9951967063129004
propios propio AQ0MP00 0.9563492063492064
. . Fp 1.0
Su su DP3CSN 1.0
creación creación NCFS000 1.0
y y CC 0.9999892786688395
el el DA0MS0 1.0
ejercicio ejercicio NCMS000 1.0
de de SP 0.9999614754213187
su su DP3CSN 1.0
actividad actividad NCFS000 1.0
son ser VSIP3P0 0.9951967063129004
libres libre AQ0CP00 0.9823008849557521
dentro_de dentro_de SP 1.0
l l NCFS000 0.627697200506985
respeto respeto NCMS000 0.9166666666666666
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
Constitución constitución NP00000 1.0
y y CC 0.9999892786688395
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
ley ley NCFS000 1.0
. . Fp 1.0
Su su DP3CSN 1.0
estructura estructura NCFS000 0.9543726235741445
interna interno AQ0FS00 0.985294117647059
y y CC 0.9999892786688395
funcionamiento funcionamiento NCMS000 1.0
deberán deber VMIF3P0 1.0
ser ser VSN0000 0.959636517328825
democráticos democrático AQ0MP00 1.0
. . Fp 1.0
Fuerzas_Armadas fuerzas_armadas NP00000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
8 8 Z 1.0
. . Fp 1.0
1 1 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
Fuerzas_Armadas fuerzas_armadas NP00000 1.0
, , Fc 1.0
constituidas constituir VMP00PF 1.0
por por SP 1.0
el el DA0MS0 1.0
Ejército_de_Tierra ejército_de_tierra NP00000 1.0
, , Fc 1.0
la el DA0FS0 0.9892597806068348
Armada armada NP00000 1.0
y y CC 0.9999892786688395
el el DA0MS0 1.0
Ejército ejército NP00000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Aire aire NP00000 1.0
, , Fc 1.0
tienen tener VMIP3P0 1.0
como como CS 0.9671530369867661
misión misión NCFS000 1.0
garantizar garantizar VMN0000 1.0
la el DA0FS0 0.9892597806068348
soberanía soberanía NCFS000 1.0
e y CC 0.987993803253292
independencia independencia NCFS000 1.0
de de SP 0.9999614754213187
España españa NP00000 1.0
, , Fc 1.0
defender defender VMN0000 1.0
su su DP3CSN 1.0
integridad integridad NCFS000 1.0
territorial territorial AQ0CS00 1.0
y y CC 0.9999892786688395
el el DA0MS0 1.0
ordenamiento ordenamiento NCMS000 1.0
constitucional constitucional AQ0CS00 1.0
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
Una uno DI0FS0 0.9519732400417357
ley ley NCFS000 1.0
orgánica orgánico AQ0FS00 1.0
regulará regular VMIF3S0 1.0
las el DA0FP0 0.9881835086975967
bases base NCCP000 0.9929577464788732
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
organización organización NCFS000 1.0
militar militar AQ0CS00 0.9253996447602132
conforme_a conforme_a SP 1.0
los el DA0MP0 0.9927281155389451
principios principio NCMP000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
presente presente AQ0CS00 0.5242537313432836
Constitución constitución NP00000 1.0
. . Fp 1.0
Valor valor NCMS000 0.6689841661633282
normativo normativo AQ0MS00 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Constitución constitución NP00000 1.0
. . Fp 1.0
Libertad libertad NCFS000 0.9786856127886324
e y CC 0.987993803253292
igualdad igualdad NCFS000 1.0
reales real AQ0CP00 0.8409090909090909
y y CC 0.9999892786688395
efectivas efectivo AQ0FP00 1.0
. . Fp 1.0
Seguridad seguridad NCFS000 0.66898416616338
jurídica jurídico AQ0FS00 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
9 9 Z 1.0
. . Fp 1.0
1 1 Z 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
ciudadanos ciudadano NCMP000 0.9982817869415808
y y CC 0.9999892786688395
los el DA0MP0 0.9927281155389451
poderes poder NCMP000 1.0
públicos público AQ0MP00 0.974537037037037
están estar VMIP3P0 0.9994903160040775
sujetos sujeto NCMP000 0.5112937912628459
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
Constitución constitución NP00000 1.0
y y CC 0.9999892786688395
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
resto resto NCMS000 0.9986338797814206
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
ordenamiento ordenamiento NCMS000 1.0
jurídico jurídico AQ0MS00 1.0
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
Corresponde corresponder VMIP3S0 0.9961832061068703
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
poderes poder NCMP000 1.0
públicos público AQ0MP00 0.974537037037037
promover promover VMN0000 1.0
las el DA0FP0 0.9881835086975967
condiciones condición NCFP000 0.9984177215189873
para para SP 0.9998335884976369
que que CS 0.5501392534733338
la el DA0FS0 0.9892597806068348
libertad libertad NCFS000 0.9981884057971014
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
igualdad igualdad NCFS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
individuo individuo NCMS000 0.986111111111111
y y CC 0.9999892786688395
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
grupos grupo NCMP000 1.0
en en SP 1.0
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
integra integrar VMIP3S0 0.9892405063291139
sean ser VSSP3P0 0.9966887417218544
reales real AQ0CP00 0.8409090909090909
y y CC 0.9999892786688395
efectivas efectivo AQ0FP00 1.0
; ; Fx 1.0
remover remover VMN0000 1.0
los el DA0MP0 0.9927281155389451
obstáculos obstáculo NCMP000 1.0
que que PR0CN00 0.5501392534733338
impidan impedir VMSP3P0 0.9419636363636363
o o CC 0.9998636115657392
dificulten dificultar VMSP3P0 0.9419636363219206
su su DP3CSN 1.0
plenitud plenitud NCFS000 1.0
y y CC 0.9999892786688395
facilitar facilitar VMN0000 1.0
la el DA0FS0 0.9892597806068348
participación participación NCFS000 1.0
de de SP 0.9999614754213187
todos todo DI0MP0 0.7066496977410117
los el DA0MP0 0.9927281155389451
ciudadanos ciudadano NCMP000 0.9982817869415808
en en SP 1.0
la el DA0FS0 0.9892597806068348
vida vida NCFS000 1.0
política político AQ0FS00 0.3694810224632068
, , Fc 1.0
económica económico AQ0FS00 1.0
, , Fc 1.0
cultural cultural AQ0CS00 1.0
y y CC 0.9999892786688395
social social AQ0CS00 0.9987834549878345
. . Fp 1.0
3 3 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
Constitución constitución NP00000 1.0
garantiza garantizar VMIP3S0 0.9878048780487805
el el DA0MS0 1.0
principio principio NCMS000 0.9972375690607734
de de SP 0.9999614754213187
legalidad legalidad NCFS000 1.0
, , Fc 1.0
la el DA0FS0 0.9892597806068348
jerarquía jerarquía NCFS000 1.0
normativa normativa NCFS000 0.9924242424242424
, , Fc 1.0
la el DA0FS0 0.9892597806068348
publicidad publicidad NCFS000 1.0
de de SP 0.9999614754213187
