Código_Penal_Español_Aprobado_por_Ley_Orgánica código_penal_español_aprobado_por_ley_orgánica NP00000 1.0
cuando cuando CS 0.862979855568225
la el DA0FS0 0.9892597806068348
pena pena NCFS000 0.9884393063583815
sea ser VSSP1S0 0.49433962264150944
notablemente notablemente RG 1.0
excesiva excesivo AQ0FS00 1.0
, , Fc 1.0
atendidos atender VMP00PM 1.0
el el DA0MS0 1.0
mal mal NCMS000 0.43499197431781705
causado causar VMP00SM 1.0
por por SP 1.0
la el DA0FS0 0.9892597806068348
infracción infracción NCFS000 1.0
y y CC 0.9999892786688395
las el DA0FP0 0.9881835086975967
circunstancias circunstancia NCFP000 1.0
personales personal AQ0CP00 0.9896373056994819
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
reo reo AQ0MS00 0.5247309583169236
. . Fp 1.0
4 4 Z 1.0
. . Fp 1.0
Si si CS 0.9998273480662982
mediara mediar VMSI3S0 0.5833345409163551
petición petición NCFS000 1.0
de de SP 0.9999614754213187
indulto indulto NCMS000 0.9891304347826088
, , Fc 1.0
y y CC 0.9999892786688395
el el DA0MS0 1.0
Juez juez NP00000 1.0
o o CC 0.9998636115657392
Tribunal tribunal NP00000 1.0
hubiere haber VASF1S0 0.45982142857142855
apreciado apreciar VMP00SM 1.0
en en SP 1.0
resolución resolución NCFS000 1.0
fundada fundar VMP00SF 1.0
que que CS 0.5501392534733338
por por SP 1.0
el el DA0MS0 1.0
cumplimiento cumplimiento NCMS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
pena pena NCFS000 0.9884393063583815
puede poder VMIP3S0 0.9996934396076028
resultar resultar VMN0000 1.0
vulnerado vulnerar VMP00SM 1.0
el el DA0MS0 1.0
derecho derecho NCMS000 0.8821656050955413
a a SP 0.9987754021314622
un uno DI0MS0 0.9969803144161175
proceso proceso NCMS000 0.9991007194244603
sin sin SP 1.0
dilaciones dilación NCFP000 1.0
indebidas indebido AQ0FP00 1.0
, , Fc 1.0
suspenderá suspender VMIF3S0 1.0
la el DA0FS0 0.9892597806068348
ejecución ejecución NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
misma mismo AQ0FS00 0.8168402777777777
en en SP 1.0
tanto tanto RG 0.8061433447098976
no no RN 0.9992965295457591
se se P00CN00 0.494508864850837
resuelva resolver VMSP3S0 0.4959349593495934
sobre sobre SP 0.9978039215686275
la el DA0FS0 0.9892597806068348
petición petición NCFS000 1.0
formulada formular VMP00SF 1.0
. . Fp 1.0
También también RG 1.0
podrá poder VMIF3S0 1.0
el el DA0MS0 1.0
Juez juez NP00000 1.0
o o CC 0.9998636115657392
Tribunal tribunal NP00000 1.0
suspender suspender VMN0000 1.0
la el DA0FS0 0.9892597806068348
ejecución ejecución NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
pena pena NCFS000 0.9884393063583815
, , Fc 1.0
mientras mientras CS 0.8883495145631068
no no RN 0.9992965295457591
se se P00CN00 0.494508864850837
resuelva resolver VMSP3S0 0.4959349593495934
sobre sobre SP 0.9978039215686275
el el DA0MS0 1.0
indulto indulto NCMS000 0.9891304347826088
cuando cuando CS 0.862979855568225
, , Fc 1.0
de de SP 0.9999614754213187
ser ser VSN0000 0.959636517328825
ejecutada ejecutar VMP00SF 1.0
la el DA0FS0 0.9892597806068348
sentencia sentencia NCFS000 0.9722863741339492
, , Fc 1.0
la el DA0FS0 0.9892597806068348
finalidad finalidad NCFS000 1.0
de de SP 0.9999614754213187
éste este PD0MS00 1.0
pudiera poder VMSI3S0 0.6499999999973227
resultar resultar VMN0000 1.0
ilusoria ilusorio AQ0FS00 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
5 5 Z 1.0
. . Fp 1.0
No no RN 0.9992630556392992
hay haber VMIP3S0 1.0
pena pena NCFS000 0.9884393063583815
sin sin SP 1.0
dolo dolo NCMS000 1.0
o o CC 0.9998636115657392
imprudencia imprudencia NCFS000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
6 6 Z 1.0
. . Fp 1.0
1 1 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
medidas medida NCFP000 0.9990671641791044
de de SP 0.9999614754213187
seguridad seguridad NCFS000 1.0
se se P00CN00 0.494508864850837
fundamentan fundamentar VMIP3P0 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
peligrosidad peligrosidad NCFS000 1.0
criminal criminal AQ0CS00 0.6612938653053374
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
sujeto sujeto AQ0MS00 0.6986301369863014
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
impongan imponer VMSP3P0 0.9419636363636363
, , Fc 1.0
exteriorizada exteriorizar VMP00SF 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
comisión comisión NCFS000 1.0
de de SP 0.9999614754213187
un uno DI0MS0 0.9969803144161175
hecho hecho NCMS000 0.6382618510158014
previsto prever VMP00SM 1.0
como como CS 0.9671530369867661
delito delito NCMS000 1.0
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
medidas medida NCFP000 0.9990671641791044
de de SP 0.9999614754213187
seguridad seguridad NCFS000 1.0
no no RN 0.9992965295457591
pueden poder VMIP3P0 1.0
resultar resultar VMN0000 1.0
ni ni CC 0.8348527349228612
más más RG 0.9999299817952667
gravosas gravoso AQ0FP00 1.0
ni ni CC 0.8348527349228612
de de SP 0.9999614754213187
mayor mayor AQ0CS00 0.9995004995004996
duración duración NCFS000 1.0
que que PR0CN00 0.5501392534733338
la el DA0FS0 0.9892597806068348
pena pena NCFS000 0.9884393063583815
abstractamente abstractamente RG 1.0
aplicable aplicable AQ0CS00 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
hecho hacer VMP00SM 0.6382618510158014
cometido cometer VMP00SM 0.7459016393442623
, , Fc 1.0
ni ni CC 0.8348527349228612
exceder exceder VMN0000 1.0
el el DA0MS0 1.0
límite límite NCMS000 0.808641975308642
de de SP 0.9999614754213187
lo el DA00S0 0.6651648430236716
necesario necesario AQ0MS00 1.0
para para SP 0.9998335884976369
prevenir prevenir VMN0000 1.0
la el DA0FS0 0.9892597806068348
peligrosidad peligrosidad NCFS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
autor autor NCMS000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
7 7 Z 1.0
. . Fp 1.0
A a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
efectos efecto NCMP000 1.0
de de SP 0.9999614754213187
determinar determinar VMN0000 1.0
la el DA0FS0 0.9892597806068348
Ley ley NP00000 1.0
penal penal AQ0CS00 0.9838709677419354
aplicable aplicable AQ0CS00 1.0
en en SP 1.0
el el DA0MS0 1.0
tiempo tiempo NCMS000 1.0
, , Fc 1.0
los el DA0MP0 0.9927281155389451
delitos delito NCMP000 1.0
y y CC 0.9999892786688395
faltas falta NCFP000 0.9837398373983739
se se P00CN00 0.494508864850837
consideran considerar VMIP3P0 1.0
cometidos cometer VMP00PM 0.5987483403242816
en en SP 1.0
el el DA0MS0 1.0
momento momento NCMS000 1.0
en en SP 1.0
que que CS 0.5501392534733338
el el DA0MS0 1.0
sujeto sujeto NCMS000 0.6986301369863014
ejecuta ejecutar VMIP3S0 0.9892364157947222
la el DA0FS0 0.9892597806068348
acción acción NCFS000 1.0
u o CC 0.9950495049504952
omite omitir VMIP3S0 0.9837861199428319
el el DA0MS0 1.0
acto acto NCMS000 1.0
que que PR0CN00 0.5501392534733338
estaba estar VMII3S0 0.49958745874587457
obligado obligar VMP00SM 0.994186046511628
a a SP 0.9987754021314622
realizar realizar VMN0000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
8 8 Z 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
hechos hecho NCMP000 0.8482587064676617
susceptibles susceptible AQ0CP00 1.0
de de SP 0.9999614754213187
ser ser VSN0000 0.959636517328825
calificados calificar VMP00PM 1.0
con con SP 1.0
arreglo arreglo NCMS000 0.9897264843228819
a a SP 0.9987754021314622
dos 2 Z 0.9998684556695606
o o CC 0.9998636115657392
más más RG 0.9999299817952667
preceptos precepto NCMP000 1.0
de de SP 0.9999614754213187
este este DD0MS0 0.9492011470708727
Código código NP00000 1.0
, , Fc 1.0
y y CC 0.9999892786688395
no no RN 0.9992965295457591
comprendidos comprender VMP00PM 1.0
en en SP 1.0
los el DA0MP0 0.9927281155389451
artículos artículo NCMP000 1.0
73 73 Z 1.0
a a SP 0.9987754021314622
77 77 Z 1.0
, , Fc 1.0
se se P00CN00 0.494508864850837
castigarán castigar VMIF3P0 1.0
observando observar VMG0000 1.0
las el DA0FP0 0.9881835086975967
siguientes siguiente AQ0CP00 1.0
reglas regla NCFP000 0.9945054945054946
: : Fd 1.0
1 1 Z 1.0
. . Fp 1.0
ª ª RG 0.16320420701863997
El el NP00000 1.0
precepto precepto NCMS000 1.0
especial especial AQ0CS00 1.0
se se P00CN00 0.494508864850837
aplicará aplicar VMIF3S0 1.0
con con SP 1.0
preferencia preferencia NCFS000 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
general general AQ0CS00 0.8262124711316398
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
ª ª RG 0.16320420701863997
El el NP00000 1.0
precepto precepto NCMS000 1.0
subsidiario subsidiario AQ0MS00 1.0
se se P00CN00 0.494508864850837
aplicará aplicar VMIF3S0 1.0
sólo sólo RG 1.0
en_defecto_de en_defecto_de SP 1.0
l l NCFS000 0.627697200506985
principal principal AQ0CS00 0.9845505617977527
, , Fc 1.0
ya ya RG 0.9997850386930354
se se P00CN00 0.494508864850837
declare declarar VMSP3S0 0.6348634294383942
expresamente expresamente RG 1.0
dicha decir VMP00SF 0.8197674418604651
subsidiariedad subsidiariedad NCFS000 1.0
, , Fc 1.0
ya ya RG 0.9997850386930354
sea ser VSSP1S0 0.49433962264150944
ésta este PD0FS00 1.0
tácitamente tácitamente RG 1.0
deducible deducible AQ0CS00 1.0
. . Fp 1.0
3 3 Z 1.0
. . Fp 1.0
ª ª RG 0.16320420701863997
El el NP00000 1.0
precepto precepto NCMS000 1.0
penal penal AQ0CS00 0.9838709677419354
más más RG 0.9999299817952667
amplio amplio AQ0MS00 1.0
o o CC 0.9998636115657392
complejo complejo AQ0MS00 0.578125
absorberá absorber VMIF3S0 1.0
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
que que PR0CN00 0.5501392534733338
castiguen castigar VMSP3P0 0.941963636363636
las el DA0FP0 0.9881835086975967
infracciones infracción NCFP000 1.0
consumidas consumir VMP00PF 1.0
en en SP 1.0
aquél aquel PD0MS00 1.0
. . Fp 1.0
4 4 Z 1.0
. . Fp 1.0
ª ª RG 0.16320420701863997
En_defecto_de en_defecto_de NP00000 1.0
los el DA0MP0 0.9927281155389451
criterios criterio NCMP000 1.0
anteriores anterior AQ0CP00 1.0
, , Fc 1.0
el el DA0MS0 1.0
precepto precepto NCMS000 1.0
penal penal AQ0CS00 0.9838709677419354
más más RG 0.9999299817952667
grave grave AQ0CS00 0.9938016528925621
excluirá excluir VMIF3S0 1.0
los el DA0MP0 0.9927281155389451
que que PR0CN00 0.5501392534733338
castiguen castigar VMSP3P0 0.941963636363636
el el DA0MS0 1.0
hecho hecho NCMS000 0.6382618510158014
con con SP 1.0
pena pena NCFS000 0.9884393063583815
menor menor AQ0CS00 0.9771784232365145
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
9 9 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
disposiciones disposición NCFP000 1.0
de de SP 0.9999614754213187
este este DD0MS0 0.9492011470708727
Título título NP00000 1.0
se se P00CN00 0.494508864850837
aplicarán aplicar VMIF3P0 1.0
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
delitos delito NCMP000 1.0
y y CC 0.9999892786688395
faltas falta NCFP000 0.9837398373983739
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
hallen hallar VMSP3P0 0.9419636363636363
penados penar VMP00PM 0.5837235574837312
por por SP 1.0
leyes ley NCFP000 1.0
especiales especial AQ0CP00 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
restantes restante AQ0CP00 0.9166666666666667
disposiciones disposición NCFP000 1.0
de de SP 0.9999614754213187
este este DD0MS0 0.9492011470708727
Código código NP00000 1.0
se se P00CN00 0.494508864850837
aplicarán aplicar VMIF3P0 1.0
como como CS 0.9671530369867661
supletorias supletorio AQ0FP00 1.0
en en SP 1.0
lo lo PP3MSA0 0.6651648430236716
no no RN 0.9992965295457591
previsto prever VMP00SM 1.0
expresamente expresamente RG 1.0
por por SP 1.0
aquéllas aquel PD0FP00 1.0
. . Fp 1.0
LIBRO_I._DISPOSICIONES_GENERALES_SOBRE_LOS_DELITOS_Y_LAS_FALTAS libro_i._disposiciones_generales_sobre_los_delitos_y_las_faltas NP00000 1.0
, , Fc 1.0
LAS_PERSONAS_RESPONSABLES las_personas_responsables NP00000 1.0
, , Fc 1.0
LAS_PENAS las_penas NP00000 1.0
, , Fc 1.0
MEDIDAS_DE_SEGURIDAD_Y_DEMÁS_CONSECUENCIAS_DE_LA_INFRACCIÓN_PENAL medidas_de_seguridad_y_demás_consecuencias_de_la_infracción_penal NP00000 1.0
. . Fp 1.0
TITULO_I._DE_LA_INFRACCIÓN_PENAL titulo_i._de_la_infracción_penal NP00000 1.0
. . Fp 1.0
CAPITULO_I._De capitulo_i._de NP00000 1.0
los el DA0MP0 0.9927281155389451
delitos delito NCMP000 1.0
y y CC 0.9999892786688395
faltas falta NCFP000 0.9837398373983739
