Análisis análisis NCMN000 0.66898416616338
objetivo objetivo NCMS000 0.9726027397260274
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
situación situación NCFS000 1.0
. . Fp 1.0
Por por SP 1.0
todo todo DI0MS0 0.6662003357582541
ello ello PD00S00 1.0
, , Fc 1.0
parece parecer VMIP3S0 0.9990019960079839
conveniente conveniente AQ0CS00 1.0
la el DA0FS0 0.9892597806068348
realización realización NCFS000 1.0
de de SP 0.9999614754213187
un uno DI0MS0 0.9969803144161175
estudio estudio NCMS000 0.9704301075268816
empírico empírico AQ0MS00 0.6612842461844298
sobre sobre SP 0.9978039215686275
las el DA0FP0 0.9881835086975967
actitudes actitud NCFP000 1.0
personales personal AQ0CP00 0.9896373056994819
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
estudiantes estudiante NCCP000 0.9961832061068703
de de SP 0.9999614754213187
Secundaria secundaria NP00000 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
Comunidad_de_Madrid comunidad_de_madrid NP00000 1.0
, , Fc 1.0
que que PR0CN00 0.5501392534733338
dé dar VMSP3S0 0.49809885931558934
base base NCCS000 0.9637223974763407
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
centros centro NCMP000 1.0
, , Fc 1.0
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
profesionales profesional NCCP000 0.5354609929078015
especializados especializar VMP00PM 1.0
, , Fc 1.0
y y CC 0.9999892786688395
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
propia propio AQ0FS00 1.0
Administración administración NP00000 1.0
para para SP 0.9998335884976369
diseñar diseñar VMN0000 1.0
proyectos proyecto NCMP000 1.0
de de SP 0.9999614754213187
intervención intervención NCFS000 1.0
orientados orientar VMP00PM 1.0
por por SP 1.0
criterios criterio NCMP000 1.0
objetivos objetivo AQ0MP00 0.9623287671232877
. . Fp 1.0
La el DA0FS0 0.9892597806068348
Declaración_de_Yakarta declaración_de_yakarta NP00000 1.0
, , Fc 1.0
insta instar VMIP3S0 0.9592414163794232
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
gobiernos gobierno NCMP000 1.0
a a SP 0.9987754021314622
movilizar movilizar VMN0000 1.0
todos todo DI0MP0 0.7066496977410117
los el DA0MP0 0.9927281155389451
recursos recurso NCMP000 1.0
necesarios necesario AQ0MP00 1.0
para para SP 0.9998335884976369
actuar actuar VMN0000 1.0
sobre sobre SP 0.9978039215686275
los el DA0MP0 0.9927281155389451
determinantes determinante NCMP000 0.6612938653758962
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
salud salud NCFS000 1.0
- - Fg 1.0
bienestar bienestar NCMS000 1.0
físico físico AQ0MS00 0.759433962264151
, , Fc 1.0
mental mental AQ0CS00 1.0
y y CC 0.9999892786688395
social social AQ0CS00 0.9987834549878345
- - Fg 1.0
y y CC 0.9999892786688395
asegurar asegurar VMN0000 1.0
este este DD0MS0 0.9492011470708727
derecho derecho NCMS000 0.8821656050955413
fundamental fundamental AQ0CS00 1.0
de de SP 0.9999614754213187
manera manera NCFS000 1.0
global global AQ0CS00 1.0
e y CC 0.987993803253292
igualitaria igualitario AQ0FS00 1.0
. . Fp 1.0
Probablemente probablemente RG 1.0
, , Fc 1.0
es ser VSIP3S0 1.0
preciso preciso AQ0MS00 0.9924242424242424
aunar aunar VMN0000 1.0
recursos recurso NCMP000 1.0
huma huma AQ0FS00 0.47799812890521426
nos nos PP1CP00 0.8102583879676051
y y CC 0.9999892786688395
materiales material NCMP000 0.8906250000000001
, , Fc 1.0
para para SP 0.9998335884976369
hacer_frente hacer_frente VMN0000 1.0
a a SP 0.9987754021314622
las el DA0FP0 0.9881835086975967
múltiples múltiple AQ0CP00 1.0
necesidades necesidad NCFP000 1.0
que que PR0CN00 0.5501392534733338
surgen surgir VMIP3P0 1.0
, , Fc 1.0
de de SP 0.9999614754213187
forma forma NCFS000 0.987798114254021
cada cada DI0CS0 1.0
vez vez NCFS000 1.0
más más RG 0.9999299817952667
ostensible ostensible AQ0CS00 1.0
, , Fc 1.0
en en SP 1.0
nuestra nuestro DP1FSP 0.8674540682414698
sociedad sociedad NCFS000 1.0
multicultural multicultural AQ0CS00 1.0
. . Fp 1.0
En en SP 1.0
nuestra nuestro DP1FSP 0.8674540682414698
paradójica paradójico AQ0FS00 1.0
sociedad sociedad NCFS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
conocimiento conocimiento NCMS000 1.0
y y CC 0.9999892786688395
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
bienestar bienestar NCMS000 1.0
se se P00CN00 0.494508864850837
dan dar VMIP3P0 1.0
simultáneamente simultáneamente RG 1.0
multitud multitud NCFS000 1.0
de de SP 0.9999614754213187
factores factor NCMP000 1.0
de de SP 0.9999614754213187
riesgo riesgo NCMS000 1.0
y y CC 0.9999892786688395
de de SP 0.9999614754213187
protección protección NCFS000 1.0
, , Fc 1.0
con con SP 1.0
los el DA0MP0 0.9927281155389451
que que PR0CN00 0.5501392534733338
han haber VMIP3P0 0.999844768705371
de de SP 0.9999614754213187
haber haber VAN0000 0.9875212705615427
se se P00CN00 0.494508864850837
las el DA0FP0 0.9881835086975967
familias familia NCFP000 1.0
y y CC 0.9999892786688395
los el DA0MP0 0.9927281155389451
centros centro NCMP000 1.0
de de SP 0.9999614754213187
enseñanza enseñanza NCFS000 1.0
y y CC 0.9999892786688395
de de SP 0.9999614754213187
salud salud NCFS000 1.0
. . Fp 1.0
Se se P00CN00 0.494508864850837
trata tratar VMIP3S0 0.985594237695078
también también RG 1.0
de de SP 0.9999614754213187
profundizar profundizar VMN0000 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
gradual gradual AQ0CS00 0.6612919140819211
génesis génesis NCFN000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
trastornos trastorno NCMP000 1.0
mentales mental AQ0CP00 1.0
, , Fc 1.0
para para SP 0.9998335884976369
facilitar facilitar VMN0000 1.0
, , Fc 1.0
en en SP 1.0
el el DA0MS0 1.0
área área NCFS000 1.0
básica básico AQ0FS00 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
estilos estilo NCMP000 1.0
de de SP 0.9999614754213187
personalidad personalidad NCFS000 1.0
, , Fc 1.0
las el DA0FP0 0.9881835086975967
competencias competencia NCFP000 1.0
necesarias necesario AQ0FP00 1.0
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
jóvenes joven NCCP000 0.8021148036253777
, , Fc 1.0
para para SP 0.9998335884976369
afrontar afrontar VMN0000 1.0
situaciones situación NCFP000 1.0
, , Fc 1.0
y y CC 0.9999892786688395
también también RG 1.0
las el DA0FP0 0.9881835086975967
capacidades capacidad NCFP000 1.0
o o CC 0.9998636115657392
deficiencias deficiencia NCFP000 1.0
propias propio AQ0FP00 1.0
, , Fc 1.0
de de SP 0.9999614754213187
orden orden NCCS000 1.0
cognitivo cognitivo AQ0MS00 1.0
, , Fc 1.0
afectivo afectivo AQ0MS00 1.0
y y CC 0.9999892786688395
comportamental comportamental AQ0CS00 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
leyes ley NCFP000 1.0
educativas educativo AQ0FP00 1.0
, , Fc 1.0
por por SP 1.0
su su DP3CSN 1.0
parte parte NCCS000 0.9777111015859408
, , Fc 1.0
coinciden coincidir VMIP3P0 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
finalidad finalidad NCFS000 1.0
de de SP 0.9999614754213187
educar educar VMN0000 1.0
integralmente integralmente RG 1.0
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
jóvenes joven NCCP000 0.8021148036253777
y y CC 0.9999892786688395
proporcionar proporcionar VMN0000 1.0
les le PP3CPD0 1.0
una uno DI0FS0 0.9519732400417357
formación formación NCFS000 1.0
plena pleno AQ0FS00 1.0
que que PR0CN00 0.5501392534733338
les le PP3CPD0 1.0
permita permitir VMSP3S0 0.4693877551020409
construir construir VMN0000 1.0
y y CC 0.9999892786688395
desarrollar desarrollar VMN0000 1.0
plenamente plenamente RG 1.0
su su DP3CSN 1.0
personalidad personalidad NCFS000 1.0
, , Fc 1.0
así_como así_como CC 1.0
conformar conformar VMN0000 1.0
su su DP3CSN 1.0
propia propio AQ0FS00 1.0
y y CC 0.9999892786688395
esencial esencial AQ0CS00 1.0
identidad identidad NCFS000 1.0
personal personal AQ0CS00 0.7111486486486487
. . Fp 1.0
Hipótesis hipótesis NP00000 0.66898416616338
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
actitudes actitud NCFP000 1.0
personales personal AQ0CP00 0.9896373056994819
se se P00CN00 0.494508864850837
corresponden corresponder VMIP3P0 1.0
con con SP 1.0
las el DA0FP0 0.9881835086975967
dimensiones dimensión NCFP000 0.9891304347826088
y y CC 0.9999892786688395
los el DA0MP0 0.9927281155389451
criterios criterio NCMP000 1.0
tradicionales tradicional AQ0CP00 1.0
en en SP 1.0
el el DA0MS0 1.0
diagnóstico diagnóstico NCMS000 0.976190476190476
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
personalidad personalidad NCFS000 1.0
. . Fp 1.0
Colaborar colaborar VMN0000 1.0
a a SP 0.9987754021314622
establecer establecer VMN0000 1.0
lo lo PP3MSA0 0.6651648430236716
ha haber VAIP3S0 0.9998889074043215
sido ser VSP00SM 1.0
el el DA0MS0 1.0
objeto objeto NCMS000 0.9961832061068703
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
investigación investigación NCFS000 1.0
. . Fp 1.0
Mostraré mostrar VMIF1S0 1.0
cómo cómo PT00000 0.9970986460348161
se se P00CN00 0.494508864850837
ha haber VAIP3S0 0.9998889074043215
conseguido conseguir VMP00SM 1.0
, , Fc 1.0
en en SP 1.0
parte parte NCCS000 0.9777111015859408
, , Fc 1.0
con con SP 1.0
base base NCCS000 0.9637223974763407
en en SP 1.0
el el DA0MS0 1.0
análisis análisis NCMN000 1.0
factorial factorial AQ0CS00 0.6612302773140956
efectuado efectuar VMP00SM 1.0
. . Fp 1.0
Por por SP 1.0
otra otro DI0FS0 0.7408930669800236
parte parte NCCS000 0.9777111015859408
, , Fc 1.0
debo deber VMIP1S0 1.0
advertir advertir VMN0000 1.0
que que CS 0.5501392534733338
la el DA0FS0 0.9892597806068348
evaluación evaluación NCFS000 1.0
realizada realizar VMP00SF 1.0
no no RN 0.9992965295457591
es ser VSIP3S0 1.0
clínica clínico AQ0FS00 0.8472222222222221
ni ni CC 0.8348527349228612
busca buscar VMIP3S0 0.5568513119533529
patologías patología NCFP000 1.0
o o CC 0.9998636115657392
trastornos trastorno NCMP000 1.0
, , Fc 1.0
sino sino CC 0.9991539763113366
orientación orientación NCFS000 1.0
, , Fc 1.0
prevención prevención NCFS000 1.0
y y CC 0.9999892786688395
fundamentos fundamento NCMP000 1.0
para para SP 0.9998335884976369
la el DA0FS0 0.9892597806068348
respuesta respuesta NCFS000 1.0
educativa educativo AQ0FS00 1.0
. . Fp 1.0
Esta este PD0FS00 0.9788165266106442
debe deber VMIP3S0 0.9987121699935607
fundar fundar VMN0000 1.0
se se P00CN00 0.494508864850837
no_sólo no_sólo CC 1.0
ni ni CC 0.8348527349228612
tanto tanto RG 0.8061433447098976
, , Fc 1.0
a a SP 0.9987754021314622
veces vez NCFP000 1.0
, , Fc 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
situación situación NCFS000 1.0
, , Fc 1.0
sino sino CC 0.9991539763113366
más más RG 0.9999299817952667
bien bien RG 0.8760880696364567
en en SP 1.0
su su DP3CSN 1.0
forma forma NCFS000 0.987798114254021
o o CC 0.9998636115657392
estilo estilo NCMS000 0.9961832061068703
de de SP 0.9999614754213187
afrontamiento afrontamiento NCMS000 1.0
, , Fc 1.0
es ser VSIP3S0 1.0
decir decir VMN0000 0.9985754985754984
, , Fc 1.0
en en SP 1.0
sus su DP3CPN 0.9999034935340666
actitudes actitud NCFP000 1.0
personales personal AQ0CP00 0.9896373056994819
, , Fc 1.0
ya ya RG 0.9997850386930354
, , Fc 1.0
en en SP 1.0
buena bueno AQ0FS00 1.0
parte parte NCCS000 0.9777111015859408
, , Fc 1.0
consolidadas consolidar VMP00PF 1.0
. . Fp 1.0
Éstas este PD0FP00 1.0
reflejan reflejar VMIP3P0 1.0
su su DP3CSN 1.0
historia historia NCFS000 1.0
personal personal AQ0CS00 0.7111486486486487
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
interiorización interiorización NCFS000 1.0
que que PR0CN00 0.5501392534733338
han haber VAIP3P0 0.999844768705371
hecho hacer VMP00SM 0.6382618510158014
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
factores factor NCMP000 1.0
de de SP 0.9999614754213187
protección protección NCFS000 1.0
y y CC 0.9999892786688395
de de SP 0.9999614754213187
riesgo riesgo NCMS000 1.0
ambientales ambiental AQ0CP00 0.9953333333333332
. . Fp 1.0
Más_allá_de más_allá_de SP 1.0
la el DA0FS0 0.9892597806068348
agresión agresión NCFS000 1.0
y y CC 0.9999892786688395
el el DA0MS0 1.0
acoso acoso NCMS000 0.986111111111111
escolar escolar AQ0CS00 0.976190476190476
, , Fc 1.0
con con SP 1.0
que que CS 0.5501392534733338
la el DA0FS0 0.9892597806068348
realidad realidad NCFS000 1.0
cotidiana cotidiano AQ0FS00 1.0
nos nos PP1CP00 0.8102583879676051
inquieta inquietar VMIP3S0 0.8064846147431382
, , Fc 1.0
se se P00CN00 0.494508864850837
exploran explorar VMIP3P0 1.0
actitudes actitud NCFP000 1.0
arraigadas arraigar VMP00PF 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
personalidad personalidad NCFS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
alumnos alumno NCMP000 1.0
. . Fp 1.0
El el DA0MS0 1.0
presente presente AQ0CS00 0.5242537313432836
artículo artículo NCMS000 1.0
se se P00CN00 0.494508864850837
limita limitar VMIP3S0 0.976190476190476
a a SP 0.9987754021314622
reflejar reflejar VMN0000 1.0
la el DA0FS0 0.9892597806068348
coherente coherente AQ0CS00 1.0
clasificación clasificación NCFS000 1.0
factorial factorial AQ0CS00 0.6612302773140956
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
actitudes actitud NCFP000 1.0
que que PR0CN00 0.5501392534733338
expresan expresar VMIP3P0 1.0
la el DA0FS0 0.9892597806068348
personalidad personalidad NCFS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
alumnos alumno NCMP000 1.0
. . Fp 1.0
Marco marco NCMS000 0.9938080495356039
teórico teórico AQ0MS00 0.6612839549078069
en en SP 1.0
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
inserta insertar VMIP3S0 0.6395702043266575
la el DA0FS0 0.9892597806068348
investigación investigación NCFS000 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
perspectiva perspectiva NCFS000 0.9901960784313726
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
estudio estudio NCMS000 0.9704301075268816
es ser VSIP3S0 1.0
múltiple múltiple AQ0CS00 1.0
: : Fd 1.0
cognitiva cognitivo AQ0FS00 1.0
, , Fc 1.0
conductual conductual AQ0CS00 0.9834748089225306
y y CC 0.9999892786688395
social social AQ0CS00 0.9987834549878345
. . Fp 1.0
Tiene tener VMIP3S0 1.0
, , Fc 1.0
pues pues CS 0.9990494296577946
, , Fc 1.0
en en SP 1.0
cuenta contar VMIP3S0 0.7685851318944843
los el DA0MP0 0.9927281155389451
comportamientos comportamiento NCMP000 1.0
sintomáticos sintomático AQ0MP00 1.0
, , Fc 1.0
junto_con junto_con SP 1.0
la el DA0FS0 0.9892597806068348
estructura estructura NCFS000 0.9543726235741445
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
creencias creencia NCFP000 1.0
controladoras controlador AQ0FP00 0.5213039711000991
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
conducta conducta NCFS000 1.0
y y CC 0.9999892786688395
donadoras donador NCFP000 0.6612937807964447
de de SP 0.9999614754213187
sentido sentido NCMS000 0.9408352668213457
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
experiencia experiencia NCFS000 1.0
; ; Fx 1.0
y y CC 0.9999892786688395
todo todo DI0MS0 0.6662003357582541
ello ello PD00S00 1.0
dentro_de dentro_de SP 1.0
l l NCFS000 0.627697200506985
marco marco NCMS000 0.9968944099378881
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
interacción interacción NCFS000 1.0
social social AQ0CS00 0.9987834549878345
. . Fp 1.0
La el DA0FS0 0.9892597806068348
prevención prevención NCFS000 1.0
, , Fc 1.0
dentro_de dentro_de SP 1.0
esta este DD0FS0 0.9788165266106442
perspectiva perspectiva NCFS000 0.9901960784313726
, , Fc 1.0
se se P00CN00 0.494508864850837
basará basar VMIF3S0 1.0
básicamente básicamente RG 1.0
en en SP 1.0
potenciar potenciar VMN0000 1.0
las el DA0FP0 0.9881835086975967
actitudes actitud NCFP000 1.0
que que PR0CN00 0.5501392534733338
generan generar VMIP3P0 1.0
conductas conducta NCFP000 1.0
saludables saludable AQ0CP00 1.0
y y CC 0.9999892786688395
las el DA0FP0 0.9881835086975967
que que PR0CN00 0.5501392534733338
facilitan facilitar VMIP3P0 1.0
el el DA0MS0 1.0
manejo manejo NCMS000 0.9807692307692306
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
factores factor NCMP000 1.0
y y CC 0.9999892786688395
las el DA0FP0 0.9881835086975967
situaciones situación NCFP000 1.0
de de SP 0.9999614754213187
riesgo riesgo NCMS000 1.0
. . Fp 1.0
Este este DD0MS0 0.9492011470708727
modelo modelo NCCS000 0.9976303317535544
cognitivo cognitivo AQ0MS00 1.0
, , Fc 1.0
que que PR0CN00 0.5501392534733338
contempla contemplar VMIP3S0 0.9901960784313726
también también RG 1.0
los el DA0MP0 0.9927281155389451
factores factor NCMP000 1.0
afectivos afectivo AQ0MP00 1.0
, , Fc 1.0
ha haber VAIP3S0 0.9998889074043215
recibido recibir VMP00SM 1.0
confirmación confirmación NCFS000 1.0
por por SP 1.0
su su DP3CSN 1.0
eficacia eficacia NCFS000 1.0
terapéutica terapéutico AQ0FS00 0.6612938653835647
tanto tanto RG 0.8061433447098976
en en SP 1.0
adultos adulto NCMP000 0.9891304347826088
como como CS 0.9671530369867661
en en SP 1.0
niños niño NCMP000 0.9987212276214833
. . Fp 1.0
Resultados resultado NCMP000 0.9971949509116409
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
conjunto conjunto AQ0MS00 0.8663745892661555
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
muestra2 muestra2 Z 1.0
. . Fp 1.0
El el DA0MS0 1.0
análisis análisis NCMN000 1.0
factorial factorial AQ0CS00 0.6612302773140956
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
datos dato NCMP000 1.0
, , Fc 1.0
que que PR0CN00 0.5501392534733338
luego luego RG 0.9983388704318936
presentaré presentar VMIF1S0 1.0
, , Fc 1.0
ha haber VAIP3S0 0.9998889074043215
sido ser VSP00SM 1.0
clave clave NCFS000 0.9849056603773585
para para SP 0.9998335884976369
su su DP3CSN 1.0
interpretación interpretación NCFS000 1.0
y y CC 0.9999892786688395
explicación explicación NCFS000 1.0
. . Fp 1.0
Insisto insistir VMIP1S0 1.0
en en SP 1.0
que que CS 0.5501392534733338
se se P00CN00 0.494508864850837
indaga indagar VMIP3S0 0.9892286436827413
una uno DI0FS0 0.9519732400417357
visión visión NCFS000 1.0
no no RN 0.9992965295457591
clínica clínico AQ0FS00 0.8472222222222221
( ( Fpa 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
menos menos RG 0.9906937394247038
no no RN 0.9992965295457591
necesariamente necesariamente RG 1.0
) ) Fpt 1.0
de de SP 0.9999614754213187
ciertos cierto DI0MP0 0.9910714285714286
aspectos aspecto NCMP000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
personalidad personalidad NCFS000 1.0
, , Fc 1.0
con con SP 1.0
base base NCCS000 0.9637223974763407
en en SP 1.0
los el DA0MP0 0.9927281155389451
criterios criterio NCMP000 1.0
diagnósticos diagnóstico AQ0MP00 0.6387060269800382
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
American_Psychiatric_Association american_psychiatric_association NP00000 1.0
. . Fp 1.0
Conozcamos conocer VMSP1P0 0.9111825593210999
sus su DP3CPN 0.9999034935340666
actitudes actitud NCFP000 1.0
personales personal AQ0CP00 0.9896373056994819
, , Fc 1.0
agrupadas agrupar VMP00PF 1.0
en en SP 1.0
factores factor NCMP000 1.0
, , Fc 1.0
con con SP 1.0
la el DA0FS0 0.9892597806068348
ayuda ayuda NCFS000 0.9635157545605307
de de SP 0.9999614754213187
sendos sendos DI0MP0 1.0
gráficos gráfico NCMP000 0.6612938653049956
: : Fd 1.0
Cada cada DI0CS0 1.0
gráfico gráfico NCMS000 0.6411446069669269
representa representar VMIP3S0 0.9961832061068703
la el DA0FS0 0.9892597806068348
cara cara NCFS000 0.9143646408839778
( ( Fpa 1.0
aspectos aspecto NCMP000 1.0
saludables saludable AQ0CP00 1.0
) ) Fpt 1.0
, , Fc 1.0
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
cruz cruz NCFS000 1.0
( ( Fpa 1.0
vulnerabilidades vulnerabilidad NCFP000 1.0
) ) Fpt 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
misma mismo AQ0FS00 0.8168402777777777
moneda moneda NCFS000 0.9944903581267219
: : Fd 1.0
aspectos aspecto NCMP000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
personalidad personalidad NCFS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
estudiantes estudiante NCCP000 0.9961832061068703
en_cuanto_a en_cuanto_a SP 1.0
sus su DP3CPN 0.9999034935340666
actitudes actitud NCFP000 1.0
se se P00CN00 0.494508864850837
refiere referir VMIP3S0 0.994186046511628
. . Fp 1.0
El el DA0MS0 1.0
análisis análisis NCMN000 1.0
efectuado efectuar VMP00SM 1.0
estimo estimar VMIP1S0 1.0
que que CS 0.5501392534733338
justifica justificar VMIP3S0 0.9891304347826088
la el DA0FS0 0.9892597806068348
clasificación clasificación NCFS000 1.0
de de SP 0.9999614754213187
dichas decir VMP00PF 0.9807692307692306
actitudes actitud NCFP000 1.0
personales personal AQ0CP00 0.9896373056994819
en en SP 1.0
cinco 5 Z 0.9994541484716157
grandes grande AQ0CP00 0.9905335628227194
bloques bloque NCMP000 0.9807692307692306
suprafactoriales suprafactorial AQ0CP00 1.0
: : Fd 1.0
Aspectos aspecto NCMP000 0.66898416616338
saludables saludable AQ0CP00 1.0
o o CC 0.9998636115657392
positivos positivo AQ0MP00 0.9891304347826088
, , Fc 1.0
que que PR0CN00 0.5501392534733338
muestra mostrar VMIP3S0 0.598233995584989
, , Fc 1.0
en en SP 1.0
general general AQ0CS00 0.8262124711316398
, , Fc 1.0
la el DA0FS0 0.9892597806068348
mayoría mayoría NCFS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
jóvenes joven NCCP000 0.8021148036253777
: : Fd 1.0
- - Fg 1.0
El el DA0MS0 1.0
1º 1º Z 1.0
se se P00CN00 0.494508864850837
refiere referir VMIP3S0 0.994186046511628
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
estado estar VMP00SM 0.647595863822436
de de SP 0.9999614754213187
ánimo ánimo NCMS000 0.9924242424242424
: : Fd 1.0
en en SP 1.0
general general NCCS000 0.8262124711316398
satisfechos satisfacer VMP00PM 1.0
, , Fc 1.0
tienen tener VMIP3P0 1.0
una uno DI0FS0 0.9519732400417357
visión visión NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
