TÍTULO_I._DE_L_ORDEN_JURISDICCIONAL_CONTENCIOSO-ADMINISTRATIVO título_i._de_l_orden_jurisdiccional_contencioso-administrativo NP00000 1.0
la el DA0FS0 0.9892597806068348
delegación delegación NCFS000 1.0
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
Se se P00CN00 0.494508864850837
entenderá entender VMIF3S0 1.0
a a SP 0.9987754021314622
estos este DD0MP0 0.9720087815587267
efectos efecto NCMP000 1.0
por por SP 1.0
Administraciones administraciones NP00000 1.0
públicas público AQ0FP00 1.0
: : Fd 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
Administración_General administración_general NP00000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Estado estado NP00000 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
Administraciones_de_las_Comunidades_Autónomas administraciones_de_las_comunidades_autónomas NP00000 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
Entidades entidades NP00000 1.0
que que PR0CN00 0.5501392534733338
integran integrar VMIP3P0 1.0
la el DA0FS0 0.9892597806068348
Administración administración NP00000 1.0
local local AQ0CS00 0.798804780876494
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
Entidades_de_Derecho entidades_de_derecho NP00000 1.0
público público AQ0MS00 0.5903041825095057
que que PR0CN00 0.5501392534733338
sean ser VSSP3P0 0.9966887417218544
dependientes dependiente AQ0CP00 0.6611930015662981
o o CC 0.9998636115657392
estén estar VASP3P0 0.9680851063829786
vinculadas vincular VMP00PF 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
Estado estado NP00000 1.0
, , Fc 1.0
las el DA0FP0 0.9881835086975967
Comunidades_Autónomas comunidades_autónomas NP00000 1.0
o o CC 0.9998636115657392
las el DA0FP0 0.9881835086975967
Entidades entidades NP00000 1.0
locales local AQ0CP00 0.6184834123222749
. . Fp 1.0
3 3 Z 1.0
. . Fp 1.0
Conocerán conocer VMIF3P0 1.0
también también RG 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
pretensiones pretensión NCFP000 1.0
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
deduzcan deducir VMSP3P0 0.9419636363636363
en en SP 1.0
relación relación NCFS000 1.0
con con SP 1.0
: : Fd 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
actos acto NCMP000 1.0
y y CC 0.9999892786688395
disposiciones disposición NCFP000 1.0
en_materia_de en_materia_de SP 1.0
personal personal NCMS000 0.7111486486486487
, , Fc 1.0
administración administración NCFS000 1.0
y y CC 0.9999892786688395
gestión gestión NCFS000 1.0
patrimonial patrimonial AQ0CS00 1.0
sujetos sujeto NCMP000 0.5112937912628459
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
derecho derecho AQ0MS00 0.8821656050955413
público público NCMS000 0.5903041825095057
adoptados adoptar VMP00PM 0.6236202983500363
por por SP 1.0
los el DA0MP0 0.9927281155389451
órganos órgano NCMP000 1.0
competentes competente AQ0CP00 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Congreso_de_los_Diputados congreso_de_los_diputados NP00000 1.0
, , Fc 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Senado senado NP00000 1.0
, , Fc 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Tribunal_Constitucional tribunal_constitucional NP00000 1.0
, , Fc 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Tribunal_de_Cuentas tribunal_de_cuentas NP00000 1.0
y y CC 0.9999892786688395
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Defensor defensor NP00000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Pueblo pueblo NP00000 1.0
, , Fc 1.0
así_como así_como CC 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
Asambleas_Legislativas_de_las_Comunidades_Autónomas asambleas_legislativas_de_las_comunidades_autónomas NP00000 1.0
y y CC 0.9999892786688395
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
instituciones institución NCFP000 1.0
autonómicas autonómico AQ0FP00 1.0
análogas análogo AQ0FP00 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
Tribunal_de_Cuentas tribunal_de_cuentas NP00000 1.0
y y CC 0.9999892786688395
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
Defensor defensor NP00000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Pueblo pueblo NP00000 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
actos acto NCMP000 1.0
y y CC 0.9999892786688395
disposiciones disposición NCFP000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Consejo_General consejo_general NP00000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Poder_Judicial poder_judicial NP00000 1.0
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
actividad actividad NCFS000 1.0
administrativa administrativo AQ0FS00 0.6612938200310239
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
órganos órgano NCMP000 1.0
de de SP 0.9999614754213187
Gobierno_de_los_Juzgados gobierno_de_los_juzgados NP00000 1.0
y y CC 0.9999892786688395
Tribunales tribunales NP00000 1.0
, , Fc 1.0
en en SP 1.0
los el DA0MP0 0.9927281155389451
términos término NCMP000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Ley_Orgánica ley_orgánica NP00000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Poder_Judicial poder_judicial NP00000 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
actuación actuación NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Administración administración NP00000 1.0
electoral electoral AQ0CS00 1.0
, , Fc 1.0
en en SP 1.0
los el DA0MP0 0.9927281155389451
términos término NCMP000 1.0
previstos prever VMP00PM 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
Ley_Orgánica ley_orgánica NP00000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Régimen_Electoral_General régimen_electoral_general NP00000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
2 2 Z 1.0
. . Fp 1.0
El el DA0MS0 1.0
orden orden NCCS000 1.0
jurisdiccional jurisdiccional AQ0CS00 1.0
contencioso-administrativo contencioso-administrativo AQ0MS00 1.0
conocerá conocer VMIF3S0 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
cuestiones cuestión NCFP000 0.9963235294117648
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
susciten suscitar VMSP3P0 0.9419636363636013
en en SP 1.0
relación relación NCFS000 1.0
con con SP 1.0
: : Fd 1.0
La el DA0FS0 0.9892597806068348
protección protección NCFS000 1.0
jurisdiccional jurisdiccional AQ0CS00 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
derechos derecho NCMP000 0.9967948717948719
fundamentales fundamental AQ0CP00 0.9929577464788732
, , Fc 1.0
los el DA0MP0 0.9927281155389451
elementos elemento NCMP000 1.0
reglados reglar VMP00PM 1.0
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
determinación determinación NCFS000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
indemnizaciones indemnización NCFP000 1.0
que que PR0CN00 0.5501392534733338
fueran ser VSSI3P0 0.8278688524590164
procedentes procedente AQ0CP00 1.0
, , Fc 1.0
todo todo DI0MS0 0.6662003357582541
ello ello PD00S00 1.0
en en SP 1.0
relación relación NCFS000 1.0
con con SP 1.0
los el DA0MP0 0.9927281155389451
actos acto NCMP000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Gobierno gobierno NP00000 1.0
o o CC 0.9998636115657392
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
Consejos_de_Gobierno_de_las_Comunidades_Autónomas consejos_de_gobierno_de_las_comunidades_autónomas NP00000 1.0
, , Fc 1.0
cualquiera cualquiera PI0CS00 0.9929577464788732
que que PR0CN00 0.5501392534733338
fuese ser VSSI3S0 0.4955357142857143
la el DA0FS0 0.9892597806068348
naturaleza naturaleza NCFS000 1.0
de de SP 0.9999614754213187
dichos decir VMP00PM 0.976190476190476
actos acto NCMP000 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
contratos contrato NCMP000 1.0
administrativos administrativo AQ0MP00 0.7884615384615383
y y CC 0.9999892786688395
los el DA0MP0 0.9927281155389451
actos acto NCMP000 1.0
de de SP 0.9999614754213187
preparación preparación NCFS000 1.0
y y CC 0.9999892786688395
adjudicación adjudicación NCFS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
demás demás DI0CP0 0.7199074074074074
contratos contrato NCMP000 1.0
sujetos sujeto AQ0MP00 0.5112937912628459
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
legislación legislación NCFS000 1.0
de de SP 0.9999614754213187
contratación contratación NCFS000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
Administraciones administraciones NP00000 1.0
públicas público AQ0FP00 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
actos acto NCMP000 1.0
y y CC 0.9999892786688395
disposiciones disposición NCFP000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
Corporaciones_de_Derecho corporaciones_de_derecho NP00000 1.0
público público AQ0MS00 0.5903041825095057
, , Fc 1.0
adoptados adoptar VMP00PM 0.6236202983500363
en en SP 1.0
el el DA0MS0 1.0
ejercicio ejercicio NCMS000 1.0
de de SP 0.9999614754213187
funciones función NCFP000 0.994186046511628
públicas público AQ0FP00 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
actos acto NCMP000 1.0
administrativos administrativo AQ0MP00 0.7884615384615383
de de SP 0.9999614754213187
control control NCMS000 1.0
o o CC 0.9998636115657392
fiscalización fiscalización NCFS000 1.0
dictados dictar VMP00PM 0.5262713489219925
por por SP 1.0
la el DA0FS0 0.9892597806068348
Administración administración NP00000 1.0
concedente concedente NCCS000 1.0
, , Fc 1.0
respecto_de respecto_de SP 1.0
los el DA0MP0 0.9927281155389451
dictados dictado NCMP000 0.5262713489219925
por por SP 1.0
los el DA0MP0 0.9927281155389451
concesionarios concesionario NCMP000 0.6279795682426348
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
servicios servicio NCMP000 1.0
públicos público AQ0MP00 0.974537037037037
que que PR0CN00 0.5501392534733338
impliquen implicar VMSP3P0 0.9419636363636363
el el DA0MS0 1.0
ejercicio ejercicio NCMS000 1.0
de de SP 0.9999614754213187
potestades potestad NCFP000 1.0
administrativas administrativo AQ0FP00 0.9838709677419354
conferidas conferir VMP00PF 1.0
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
mismos mismo PI0MP00 0.5292397660818713
, , Fc 1.0
así_como así_como CC 1.0
los el DA0MP0 0.9927281155389451
actos acto NCMP000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
propios propio AQ0MP00 0.9563492063492064
concesionarios concesionario NCMP000 0.6279795682426348
cuando cuando CS 0.862979855568225
puedan poder VMSP3P0 0.9973821989528795
ser ser VSN0000 0.959636517328825
recurridos recurrir VMP00PM 1.0
directamente directamente RG 1.0
ante ante SP 0.9997443762781187
este este DD0MS0 0.9492011470708727
orden orden NCCS000 1.0
jurisdiccional jurisdiccional AQ0CS00 1.0
de de SP 0.9999614754213187
conformidad conformidad NCFS000 1.0
con con SP 1.0
la el DA0FS0 0.9892597806068348
legislación legislación NCFS000 1.0
sectorial sectorial AQ0CS00 1.0
correspondiente correspondiente AQ0CS00 0.993421052631579
. . Fp 1.0
La el DA0FS0 0.9892597806068348
responsabilidad responsabilidad NCFS000 1.0
patrimonial patrimonial AQ0CS00 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
Administraciones administraciones NP00000 1.0
públicas público AQ0FP00 1.0
, , Fc 1.0
cualquiera cualquiera PI0CS00 0.9929577464788732
que que PR0CN00 0.5501392534733338
sea ser VSSP1S0 0.49433962264150944
la el DA0FS0 0.9892597806068348
naturaleza naturaleza NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
actividad actividad NCFS000 1.0
o o CC 0.9998636115657392
el el DA0MS0 1.0
tipo tipo NCMS000 1.0
de de SP 0.9999614754213187
relación relación NCFS000 1.0
de de SP 0.9999614754213187
que que CS 0.5501392534733338
derive derivar VMSP3S0 0.6348634294384478
, , Fc 1.0
no no RN 0.9992965295457591
pudiendo poder VMG0000 1.0
ser ser VSN0000 0.959636517328825
demandadas demandar VMP00PF 0.6237467952132243
aquellas aquel DD0FP0 0.8197674418604651
por por SP 1.0
este este DD0MS0 0.9492011470708727
motivo motivo NCMS000 0.9923954372623575
ante ante SP 0.9997443762781187
los el DA0MP0 0.9927281155389451
órdenes orden NCCP000 1.0
jurisdiccionales jurisdiccional AQ0CP00 1.0
civil civil AQ0CS00 0.997787610619469
o o CC 0.9998636115657392
social social AQ0CS00 0.9987834549878345
, , Fc 1.0
aun aun RG 0.8703703703703703
cuando cuando CS 0.862979855568225
en en SP 1.0
la el DA0FS0 0.9892597806068348
producción producción NCFS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
daño daño NCMS000 0.993421052631579
concurran concurrir VMSP3P0 0.9419636363636363
con con SP 1.0
particulares particular NCCP000 0.7439024390243902
o o CC 0.9998636115657392
cuenten contar VMSP3P0 0.9419636363636363
con con SP 1.0
un uno DI0MS0 0.9969803144161175
seguro seguro NCMS000 0.620309050772627
de de SP 0.9999614754213187
responsabilidad responsabilidad NCFS000 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
restantes restante AQ0CP00 0.9166666666666667
materias materia NCFP000 1.0
que que PR0CN00 0.5501392534733338
le le PP3CSD0 1.0
atribuya atribuir VMSP3S0 0.6348634294385432
expresamente expresamente RG 1.0
una uno DI0FS0 0.9519732400417357
Ley ley NP00000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
3 3 Z 1.0
. . Fp 1.0
No no RN 0.9992630556392992
corresponden corresponder VMIP3P0 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
orden orden NCCS000 1.0
jurisdiccional jurisdiccional AQ0CS00 1.0
contencioso-administrativo contencioso-administrativo AQ0MS00 1.0
: : Fd 1.0
Las el DA0FP0 0.9881835086975967
cuestiones cuestión NCFP000 0.9963235294117648
expresamente expresamente RG 1.0
atribuidas atribuir VMP00PF 1.0
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
órdenes orden NCCP000 1.0
jurisdiccionales jurisdiccional AQ0CP00 1.0
civil civil AQ0CS00 0.997787610619469
, , Fc 1.0
penal penal AQ0CS00 0.9838709677419354
y y CC 0.9999892786688395
social social AQ0CS00 0.9987834549878345
, , Fc 1.0
aunque aunque CC 1.0
estén estar VMSP3P0 0.9680851063829786
relacionadas relacionar VMP00PF 1.0
con con SP 1.0
la el DA0FS0 0.9892597806068348
actividad actividad NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Administración administración NP00000 1.0
pública público AQ0FS00 1.0
. . Fp 1.0
El el DA0MS0 1.0
recurso recurso NCMS000 1.0
contencioso-disciplinario contencioso-disciplinario AQ0MS00 0.7663515234769078
militar militar AQ0CS00 0.9253996447602132
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
conflictos conflicto NCMP000 1.0
de de SP 0.9999614754213187
jurisdicción jurisdicción NCFS000 1.0
entre entre SP 0.9803409403354414
los el DA0MP0 0.9927281155389451
Juzgados juzgados NP00000 1.0
y y CC 0.9999892786688395
Tribunales tribunales NP00000 1.0
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
Administración administración NP00000 1.0
pública público AQ0FS00 1.0
y y CC 0.9999892786688395
los el DA0MP0 0.9927281155389451
conflictos conflicto NCMP000 1.0
de de SP 0.9999614754213187
atribuciones atribución NCFP000 1.0
entre entre SP 0.9803409403354414
órganos órgano NCMP000 1.0
de de SP 0.9999614754213187
una uno DI0FS0 0.9519732400417357
misma mismo AQ0FS00 0.8168402777777777
Administración administración NP00000 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
recursos recurso NCMP000 1.0
directos directo AQ0MP00 0.976190476190476
o o CC 0.9998636115657392
indirectos indirecto AQ0MP00 0.6612938652526854
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
interpongan interponer VMSP3P0 0.9419636363636363
contra contra SP 0.9842449464922712
las el DA0FP0 0.9881835086975967
Normas_Forales normas_forales NP00000 1.0
fiscales fiscal AQ0CP00 0.8278688524590164
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
Juntas_Generales_de_los_Territorios_Históricos_de_Álava juntas_generales_de_los_territorios_históricos_de_álava NP00000 1.0
, , Fc 1.0
Guipúzcoa guipúzcoa NP00000 1.0
y y CC 0.9999892786688395
Vizcaya vizcaya NP00000 1.0
, , Fc 1.0
que que PR0CN00 0.5501392534733338
corresponderán corresponder VMIF3P0 1.0
, , Fc 1.0
en en SP 1.0
exclusiva exclusiva NCFS000 0.7083333333333333
, , Fc 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
Tribunal_Constitucional tribunal_constitucional NP00000 1.0
. . Fp 1.0
en en SP 1.0
los el DA0MP0 0.9927281155389451
términos término NCMP000 1.0
establecidos establecer VMP00PM 1.0
por por SP 1.0
la el DA0FS0 0.9892597806068348
disposición disposición NCFS000 1.0
adicional adicional AQ0CS00 1.0
quinta quinta NCFS000 0.6121212121212121
de de SP 0.9999614754213187
su su DP3CSN 1.0
Ley_Orgánica ley_orgánica NP00000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
4 4 Z 1.0
. . Fp 1.0
1 1 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
competencia competencia NCFS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
orden orden NCCS000 1.0
jurisdiccional jurisdiccional AQ0CS00 1.0
contencioso-administrativo contencioso-administrativo AQ0MS00 1.0
se se P00CN00 0.494508864850837
extiende extender VMIP3S0 0.9807692307692306
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
conocimiento conocimiento NCMS000 1.0
y y CC 0.9999892786688395
decisión decisión NCFS000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
cuestiones cuestión NCFP000 0.9963235294117648
prejudiciales prejudicial AQ0CP00 1.0
e y CC 0.987993803253292
incidentales incidental AQ0CP00 1.0
no no RN 0.9992965295457591
pertenecientes perteneciente AQ0CP00 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
orden orden NCCS000 1.0
administrativo administrativo AQ0MS00 0.6612937790880955
, , Fc 1.0
directamente directamente RG 1.0
relacionadas relacionar VMP00PF 1.0
con con SP 1.0
un uno DI0MS0 0.9969803144161175
recurso recurso NCMS000 1.0
contencioso-administrativo contencioso-administrativo AQ0MS00 1.0
, , Fc 1.0
salvo salvo SP 0.8506493506493507
las el DA0FP0 0.9881835086975967
de de SP 0.9999614754213187
carácter carácter NCMS000 1.0
constitucional constitucional AQ0CS00 1.0
y y CC 0.9999892786688395
penal penal AQ0CS00 0.9838709677419354
y y CC 0.9999892786688395
lo el DA00S0 0.6651648430236716
dispuesto disponer VMP00SM 1.0
en en SP 1.0
los el DA0MP0 0.9927281155389451
Tratados tratados NP00000 1.0
internacionales internacional AQ0CP00 0.9485049833887043
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
decisión decisión NCFS000 1.0
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
pronuncie pronunciar VMSP3S0 0.6348634294383524
no no RN 0.9992965295457591
producirá producir VMIF3S0 1.0
efectos efecto NCMP000 1.0
fuera_de fuera_de SP 1.0
l l NCFS000 0.627697200506985
proceso proceso NCMS000 0.9991007194244603
en en SP 1.0
que que CS 0.5501392534733338
se se P00CN00 0.494508864850837
dicte dictar VMSP3S0 0.4848647903310282
y y CC 0.9999892786688395
no no RN 0.9992965295457591
vinculará vincular VMIF3S0 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
orden orden NCCS000 1.0
jurisdiccional jurisdiccional AQ0CS00 1.0
correspondiente correspondiente AQ0CS00 0.993421052631579
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
5 5 Z 1.0
. . Fp 1.0
1 1 Z 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
Jurisdicción_Contencioso-administrativa jurisdicción_contencioso-administrativa NP00000 1.0
es ser VSIP3S0 1.0
improrrogable improrrogable AQ0CS00 1.0
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
órganos órgano NCMP000 1.0
de de SP 0.9999614754213187
este este DD0MS0 0.9492011470708727
orden orden NCCS000 1.0
jurisdiccional jurisdiccional AQ0CS00 1.0
apreciarán apreciar VMIF3P0 1.0
de de SP 0.9999614754213187
oficio oficio NCMS000 0.986111111111111
la el DA0FS0 0.9892597806068348
falta falta NCFS000 0.8097014925373133
de de SP 0.9999614754213187
jurisdicción jurisdicción NCFS000 1.0
y y CC 0.9999892786688395
resolverán resolver VMIF3P0 1.0
sobre sobre SP 0.9978039215686275
la el DA0FS0 0.9892597806068348
misma mismo AQ0FS00 0.8168402777777777
, , Fc 1.0
previa previo AQ0FS00 1.0
audiencia audiencia NCFS000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
partes parte NCCP000 0.9970760233918128
y y CC 0.9999892786688395
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Ministerio_Fiscal ministerio_fiscal NP00000 1.0
por por SP 1.0
plazo plazo NCMS000 1.0
común común AQ0CS00 1.0
de de SP 0.9999614754213187
diez_días TM_d:10 Zu 1.0
. . Fp 1.0
3 3 Z 1.0
. . Fp 1.0
En_todo_caso en_todo_caso RG 1.0
, , Fc 1.0
esta este DD0FS0 0.9788165266106442
declaración declaración NCFS000 1.0
será ser VSIF3S0 1.0
fundada fundar VMP00SF 1.0
y y CC 0.9999892786688395
se se P00CN00 0.494508864850837
efectuará efectuar VMIF3S0 1.0
indicando indicar VMG0000 1.0
siempre siempre RG 1.0
el el DA0MS0 1.0
concreto concreto AQ0MS00 0.5555683119015702
orden orden NCCS000 1.0
jurisdiccional jurisdiccional AQ0CS00 1.0
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
estime estimar VMSP3S0 0.6348634272280872
competente competente AQ0CS00 1.0
. . Fp 1.0
Si si CS 0.9998273480662982
la el DA0FS0 0.9892597806068348
parte parte NCCS000 0.9777111015859408
demandante demandante AQ0CS00 0.6387061194869693
se se P00CN00 0.494508864850837
personare personar VMSF1S0 0.5
ante ante SP 0.9997443762781187
el el DA0MS0 1.0
mismo mismo AQ0MS00 0.8022083533365337
en_el_plazo_de en_el_plazo_de SP 1.0
un uno DI0MS0 0.9969803144161175
mes mes NCMS000 1.0
desde desde SP 1.0
la el DA0FS0 0.9892597806068348
notificación notificación NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
resolución resolución NCFS000 1.0
que que PR0CN00 0.5501392534733338
declare declarar VMSP3S0 0.6348634294383942
la el DA0FS0 0.9892597806068348
falta falta NCFS000 0.8097014925373133
de de SP 0.9999614754213187
jurisdicción jurisdicción NCFS000 1.0
, , Fc 1.0
se se P00CN00 0.494508864850837
entenderá entender VMIF3S0 1.0
haber haber VAN0000 0.9875212705615427
lo lo PP3MSA0 0.6651648430236716
efectuado efectuar VMP00SM 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
fecha fecha NCFS000 0.9907407407407408
en en SP 1.0
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
inició iniciar VMIS3S0 1.0
el el DA0MS0 1.0
plazo plazo NCMS000 1.0
para para SP 0.9998335884976369
interponer interponer VMN0000 1.0
el el DA0MS0 1.0
recurso recurso NCMS000 1.0
contencioso-administrativo contencioso-administrativo AQ0MS00 1.0
, , Fc 1.0
si si CS 0.9998273480662982
hubiere haber VASF1S0 0.45982142857142855
formulado formular VMP00SM 1.0
éste este PD0MS00 1.0
siguiendo seguir VMG0000 1.0
las el DA0FP0 0.9881835086975967
indicaciones indicación NCFP000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
notificación notificación NCFS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
acto acto NCMS000 1.0
o o CC 0.9998636115657392
ésta este PD0FS00 1.0
fuese ser VSSI3S0 0.4955357142857143
defectuosa defectuoso AQ0FS00 1.0
. . Fp 1.0
CAPÍTULO_II capítulo_ii NP00000 1.0
. . Fp 1.0
ÓRGANOS_Y_COMPETENCIAS órganos_y_competencias NP00000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
6 6 Z 1.0
. . Fp 1.0
El el DA0MS0 1.0
orden orden NCCS000 1.0
jurisdiccional jurisdiccional AQ0CS00 1.0
contencioso-administrativo contencioso-administrativo AQ0MS00 1.0
se se P00CN00 0.494508864850837
halla hallar VMIP3S0 0.9892405063290979
integrado integrar VMP00SM 1.0
por por SP 1.0
los el DA0MP0 0.9927281155389451
siguientes siguiente AQ0CP00 1.0
órganos órgano NCMP000 1.0
: : Fd 1.0
Juzgados juzgado NCMP000 0.5772357723577235
de de SP 0.9999614754213187
lo el DA00S0 0.6651648430236716
Contencioso-administrativo contencioso-administrativo NP00000 1.0
. . Fp 1.0
Juzgados_Centrales juzgados_centrales NP00000 1.0
de de SP 0.9999614754213187
