SINDICALES sindical AQ0CP00 0.9901477832512315
el el DA0MS0 1.0
MSP msp NP00000 1.0
( ( Fpa 1.0
hospitales hospital NCMP000 1.0
, , Fc 1.0
policlínicas policlínica NCFP000 1.0
y y CC 0.9999892786688395
ambulancias ambulancia NCFP000 1.0
de de SP 0.9999614754213187
ASSE asse NP00000 1.0
) ) Fpt 1.0
trabajando trabajar VMG0000 1.0
en en SP 1.0
negro negro NCMS000 0.6302083333333334
, , Fc 1.0
pasaban pasar VMII3P0 1.0
a a SP 0.9987754021314622
tener tener VMN0000 1.0
una uno DI0FS0 0.9519732400417357
relación relación NCFS000 1.0
de de SP 0.9999614754213187
dependencia dependencia NCFS000 1.0
laboral laboral AQ0CS00 1.0
y y CC 0.9999892786688395
empezaban empezar VMII3P0 1.0
a a SP 0.9987754021314622
gozar gozar VMN0000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
derechos derecho NCMP000 0.9967948717948719
elementales elemental AQ0CP00 0.9953333333333332
de de SP 0.9999614754213187
cualquier cualquiera DI0CS0 1.0
trabajador trabajador NCMS000 0.7380952380952381
: : Fd 1.0
licencias licencia NCFP000 0.993421052631579
, , Fc 1.0
aguinaldo aguinaldo NCMS000 1.0
, , Fc 1.0
cobertura cobertura NCFS000 1.0
médica médico AQ0FS00 0.9838709677419354
, , Fc 1.0
después_de después_de SP 1.0
haber haber VAN0000 0.9875212705615427
trabajado trabajar VMP00SM 1.0
sin sin SP 1.0
descanso descanso NCMS000 0.9952830188679246
durante durante SP 1.0
varios varios DI0MP0 0.9139004149377592
años año NCMP000 1.0
. . Fp 1.0
. . Fp 1.0
Aquel aquel DD0MS0 0.8791469194312796
decreto decreto NCMS000 0.994186046511628
, , Fc 1.0
remediaba remediar VMII3S0 0.6499999971117147
en en SP 1.0
parte parte NCCS000 0.9777111015859408
la el DA0FS0 0.9892597806068348
situación situación NCFS000 1.0
porque porque CS 1.0
no no RN 0.9992965295457591
cubría cubrir VMII3S0 0.6499999999997059
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
totalidad totalidad NCFS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
trabajadores trabajador NCMP000 0.9986702127659574
que que PR0CN00 0.5501392534733338
trabajaban trabajar VMII3P0 1.0
en en SP 1.0
negro negro NCMS000 0.6302083333333334
para para SP 0.9998335884976369
el el DA0MS0 1.0
MSP msp NP00000 1.0
: : Fd 1.0
quedaban quedar VMII3P0 1.0
excluidos excluir VMP00PM 1.0
los el DA0MP0 0.9927281155389451
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Unidad_Materno_Infantil_de_Paysandú unidad_materno_infantil_de_paysandú NP00000 1.0
, , Fc 1.0
los el DA0MP0 0.9927281155389451
de de SP 1.0
el el DA0MS0 1.0
Banco_Nacional_de_Organos banco_nacional_de_organos NP00000 1.0
y y CC 0.9999892786688395
Tejidos tejidos NP00000 1.0
, , Fc 1.0
los el DA0MP0 0.9927281155389451
de de SP 1.0
el el DA0MS0 1.0
Patronato_de_el_Psicópata patronato_de_el_psicópata NP00000 1.0
, , Fc 1.0
los el DA0MP0 0.9927281155389451
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Sala_Penitenciaria_de_el_Hospital_Saint_Bois sala_penitenciaria_de_el_hospital_saint_bois NP00000 1.0
, , Fc 1.0
etcétera etcétera Fs 0.6783026907741732
. . Fp 1.0
Tampoco tampoco RG 1.0
quedaba quedar VMII3S0 0.6499999999999982
claro claro RG 0.6105769230769231
si si CS 0.9998273480662982
la el DA0FS0 0.9892597806068348
relación relación NCFS000 1.0
de de SP 0.9999614754213187
dependencia dependencia NCFS000 1.0
era ser VSII3S0 0.4913165266106443
con con SP 1.0
el el DA0MS0 1.0
MSP msp NP00000 1.0
, , Fc 1.0
o o CC 0.9998636115657392
con con SP 1.0
un uno DI0MS0 0.9969803144161175
particular particular AQ0CS00 0.8278688524590164
( ( Fpa 1.0
Comisiones_de_Apoyo comisiones_de_apoyo NP00000 1.0
) ) Fpt 1.0
que que PR0CN00 0.5501392534733338
brindaba brindar VMII3S0 0.6499999971117147
servicios servicio NCMP000 1.0
a a SP 1.0
el el DA0MS0 1.0
Estado estado NP00000 1.0
sustituyéndolo sustituir VMG0000 1.0
en en SP 1.0
sus su DP3CPN 0.9999034935340666
obligaciones obligación NCFP000 1.0
, , Fc 1.0
pero pero CC 0.9999015941743751
era ser VSII3S0 0.4913165266106443
un uno DI0MS0 0.9969803144161175
avance avance NCMS000 0.8506493506493507
en en SP 1.0
la el DA0FS0 0.9892597806068348
situación situación NCFS000 1.0
que que PR0CN00 0.5501392534733338
hacía hacer VMII3S0 0.6499999994420393
vislumbrar vislumbrar VMN0000 1.0
una uno DI0FS0 0.9519732400417357
solución solución NCFS000 1.0
futura futuro AQ0FS00 1.0
para para SP 0.9998335884976369
los el DA0MP0 0.9927281155389451
que que PR0CN00 0.5501392534733338
no no RN 0.9992965295457591
habían haber VAII3P0 0.9988399071925753
sido ser VSP00SM 1.0
incluidos incluir VMP00PM 1.0
en en SP 1.0
ésta este PD0FS00 1.0
. . Fp 1.0
. . Fp 1.0
Cuando cuando CS 0.862979855568225
el el DA0MS0 1.0
13/7/2000 [??:13/7/2000:??.??:??] W 1.0
se se P00CN00 0.494508864850837
deroga derogar VMIP3S0 0.9892250768082589
el el DA0MS0 1.0
anterior anterior AQ0CS00 1.0
decreto decreto NCMS000 0.994186046511628
, , Fc 1.0
se se P00CN00 0.494508864850837
vuelve volver VMIP3S0 0.993421052631579
a a SP 0.9987754021314622
una uno DI0FS0 0.9519732400417357
situación situación NCFS000 1.0
que que PR0CN00 0.5501392534733338
parece parecer VMIP3S0 0.9990019960079839
imposible imposible AQ0CS00 0.9972375690607734
que que CS 0.5501392534733338
suceda suceder VMSP3S0 0.6348612603735243
, , Fc 1.0
se se P00CN00 0.494508864850837
mantenga mantener VMSP3S0 0.49397590361445776
por por SP 1.0
años año NCMP000 1.0
y y CC 0.9999892786688395
se se P00CN00 0.494508864850837
reedite reeditar VMSP3S0 0.6348610862200054
en en SP 1.0
el el DA0MS0 1.0
Uruguay uruguay NP00000 1.0
, , Fc 1.0
un uno DI0MS0 0.9969803144161175
" " Fe 1.0
país país NCMS000 1.0
en en SP 1.0
Marcha marcha NP00000 1.0
" " Fe 1.0
a_el_decir_de al_decir_de SP 1.0
los el DA0MP0 0.9927281155389451
informes informe NCMP000 0.9849624060150375
de de SP 1.0
el el DA0MS0 1.0
Poder_Ejecutivo poder_ejecutivo NP00000 1.0
, , Fc 1.0
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
vanagloria vanagloriar VMIP3S0 0.8746448557899247
de de SP 0.9999614754213187
poseer poseer VMN0000 1.0
una uno DI0FS0 0.9519732400417357
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
legislaciones legislación NCFP000 1.0
laborales laboral AQ0CP00 0.9950495049504952
más más RG 0.9999299817952667
avanzadas avanzar VMP00PF 0.6237468445645122
de de SP 0.9999614754213187
Latinoamérica latinoamérica NP00000 1.0
, , Fc 1.0
así_como así_como CC 1.0
una uno DI0FS0 0.9519732400417357
Seguridad_Social seguridad_social NP00000 1.0
que que PR0CN00 0.5501392534733338
cubre cubrir VMIP3S0 0.976190476190476
los el DA0MP0 0.9927281155389451
más más RG 0.9999299817952667
variados variar VMP00PM 1.0
aspectos aspecto NCMP000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
necesidades necesidad NCFP000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
población población NCFS000 1.0
, , Fc 1.0
y y CC 0.9999892786688395
una uno DI0FS0 0.9519732400417357
Salud_Pública salud_pública NP00000 1.0
que que PR0CN00 0.5501392534733338
pretende pretender VMIP3S0 0.9968944099378881
llegar llegar VMN0000 1.0
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
mejores mejor AQ0CP00 0.9976851851851851
niveles nivel NCMP000 0.9878048780487805
. . Fp 1.0
. . Fp 1.0
Estos este PD0MP00 0.9720087815587267
más más RG 0.9999299817952667
de de SP 0.9999614754213187
4.000 4000 Z 1.0
trabajadores trabajador NCMP000 0.9986702127659574
que que PR0CN00 0.5501392534733338
venden vender VMIP3P0 0.8554216867469878
sus su DP3CPN 0.9999034935340666
servicios servicio NCMP000 1.0
a a SP 1.0
el el DA0MS0 1.0
MSP msp NP00000 1.0
, , Fc 1.0
y y CC 0.9999892786688395
por_lo_tanto por_lo_tanto RG 1.0
a a SP 1.0
el el DA0MS0 1.0
Estado estado NP00000 1.0
, , Fc 1.0
no no RN 0.9992965295457591
gozan gozar VMIP3P0 1.0
de de SP 0.9999614754213187
licencia licencia NCFS000 0.9884393063583815
anual anual AQ0CS00 1.0
reglamentaria reglamentario AQ0FS00 1.0
, , Fc 1.0
ni ni CC 0.8348527349228612
de de SP 0.9999614754213187
licencia licencia NCFS000 0.9884393063583815
por por SP 1.0
matrimonio matrimonio NCMS000 0.9878048780487805
, , Fc 1.0
o o CC 0.9998636115657392
por por SP 1.0
maternidad maternidad NCFS000 1.0
, , Fc 1.0
o o CC 0.9998636115657392
por por SP 1.0
lactancia lactancia NCFS000 1.0
, , Fc 1.0
ni ni CC 0.8348527349228612
de de SP 0.9999614754213187
licencia licencia NCFS000 0.9884393063583815
por por SP 1.0
enfermedad enfermedad NCFS000 1.0
. . Fp 1.0
Tampoco tampoco RG 1.0
cobran cobrar VMIP3P0 1.0
aguinaldo aguinaldo NCMS000 1.0
, , Fc 1.0
ni ni CC 0.8348527349228612
compensación compensación NCFS000 1.0
nocturna nocturno AQ0FS00 1.0
, , Fc 1.0
ni ni CC 0.8348527349228612
horas hora NCFP000 1.0
extra extra AQ0CS00 0.6612938633581381
, , Fc 1.0
ni ni CC 0.8348527349228612
asignación asignación NCFS000 1.0
familiar familiar AQ0CS00 0.9950495049504952
, , Fc 1.0
ni ni CC 0.8348527349228612
compensación compensación NCFS000 1.0
por por SP 1.0
trabajar trabajar VMN0000 1.0
los el DA0MP0 0.9927281155389451
feriados feriar VMP00PM 1.0
no no RN 0.9992965295457591
laborables laborable AQ0CP00 1.0
. . Fp 1.0
Tampoco tampoco RG 1.0
tienen tener VMIP3P0 1.0
derecho derecho NCMS000 0.8821656050955413
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
cuota cuota NCFS000 1.0
mutual mutual AQ0CS00 1.0
por por SP 1.0
DISSE disse NP00000 1.0
, , Fc 1.0
ni ni CC 0.8348527349228612
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
" " Fe 1.0
Asistencia_Integral asistencia_integral NP00000 1.0
" " Fe 1.0
que que CS 0.5501392534733338
Salud_Pública salud_pública NP00000 1.0
les le PP3CPD0 1.0
da dar VMIP3S0 0.9985549132947976
a a SP 0.9987754021314622
sus su DP3CPN 0.9999034935340666
funcionarios funcionario NCMP000 1.0
. . Fp 1.0
. . Fp 1.0
Todos todo DI0MP0 0.7066496977410117
estos este DD0MP0 0.9720087815587267
beneficios beneficio NCMP000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
que que PR0CN00 0.5501392534733338
no no RN 0.9992965295457591
gozan gozar VMIP3P0 1.0
, , Fc 1.0
no no RN 0.9992965295457591
son ser VSIP3P0 0.9951967063129004
opcionales opcional AQ0CP00 1.0
, , Fc 1.0
son ser VSIP3P0 0.9951967063129004
derechos derecho NCMP000 0.9967948717948719
establecidos establecer VMP00PM 1.0
por por SP 1.0
ley ley NCFS000 1.0
para para SP 0.9998335884976369
todos todo DI0MP0 0.7066496977410117
los el DA0MP0 0.9927281155389451
trabajadores trabajador NCMP000 0.9986702127659574
de de SP 0.9999614754213187
este este DD0MS0 0.9492011470708727
país país NCMS000 1.0
, , Fc 1.0
nos nos PP1CP00 0.8102583879676051
preguntamos preguntar VMIP1P0 0.6499999999962737
: : Fd 1.0
¿ ¿ Fia 1.0
Cómo cómo PT00000 0.996135265700483
puede poder VMIP3S0 0.9996934396076028
ser ser VSN0000 0.959636517328825
que que CS 0.5501392534733338
precisamente precisamente RG 1.0
los el DA0MP0 0.9927281155389451
trabajadores trabajador NCMP000 0.9986702127659574
que que PR0CN00 0.5501392534733338
le le PP3CSD0 1.0
venden vender VMIP3P0 0.8554216867469878
su su DP3CSN 1.0
trabajo trabajo NCMS000 0.9757683215130024
a a SP 1.0
el el DA0MS0 1.0
Estado estado NP00000 1.0
no no RN 0.9992965295457591
gocen gozar VMSP3P0 0.941963636228172
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
consideran considerar VMIP3P0 1.0
derechos derecho NCMP000 0.9967948717948719
inalienables inalienable AQ0CP00 1.0
? ? Fit 1.0
¿ ¿ Fia 1.0
Qué qué DT0CN0 0.7125134843581445
autoridad autoridad NCFS000 1.0
moral moral AQ0CS00 0.5198412698412699
y y CC 0.9999892786688395
legal legal AQ0CS00 1.0
tendrá tener VMIF3S0 1.0
el el DA0MS0 1.0
Estado estado NP00000 1.0
para para SP 0.9998335884976369
hacer hacer VMN0000 1.0
respetar respetar VMN0000 1.0
estas este DD0FP0 0.9698972099853157
leyes ley NCFP000 1.0
por por SP 1.0
un uno DI0MS0 0.9969803144161175
particular particular AQ0CS00 0.8278688524590164
, , Fc 1.0
si si CS 0.9998273480662982
él él PP3MS00 1.0
no no RN 0.9992965295457591
lo lo PP3MSA0 0.6651648430236716
hace hacer VMIP3S0 1.0
? ? Fit 1.0
. . Fp 1.0
Pero pero CC 0.9999015941743751
no_sólo no_sólo CC 1.0
esto este PD00S00 1.0
. . Fp 1.0
Con con SP 1.0
el el DA0MS0 1.0
nuevo nuevo AQ0MS00 1.0
decreto decreto NCMS000 0.994186046511628
, , Fc 1.0
según según SP 0.7686784397438386
un uno DI0MS0 0.9969803144161175
informe informe NCMS000 0.9542857142857143
de de SP 1.0
el el DA0MS0 1.0
Equipo_de_Representación_de_los_Trabajadores equipo_de_representación_de_los_trabajadores NP00000 1.0
en en SP 1.0
el el DA0MS0 1.0
BPS bps NP00000 1.0
, , Fc 1.0
éste este PD0MS00 1.0
podría poder VMIC3S0 0.6438775520491452
perder perder VMN0000 1.0
U u NP00000 1.0
$ $ Fz 1.0
S s NP00000 1.0
10_millones 10000000 Zd 1.0
anuales anual AQ0CP00 1.0
de de SP 0.9999614754213187
aportes aporte NCMP000 0.9981029810298101
, , Fc 1.0
lo el DA00S0 0.6651648430236716
que que PR0CN00 0.5501392534733338
no no RN 0.9992965295457591
es ser VSIP3S0 1.0
poca poco DI0FS0 0.9947916666666667
cosa cosa NCFS000 0.9925742574257427
. . Fp 1.0
Volvemos volver VMIP1P0 1.0
a a SP 0.9987754021314622
preguntarnos preguntar VMN0000 1.0
: : Fd 1.0
¿ ¿ Fia 1.0
No no RN 0.9992630556392992
es ser VSIP3S0 1.0
esta este PD0FS00 0.9788165266106442
una uno DI0FS0 0.9519732400417357
forma forma NCFS000 0.987798114254021
de de SP 0.9999614754213187
evadir evadir VMN0000 1.0
aportes aporte NCMP000 0.9981029810298101
? ? Fit 1.0
¿ ¿ Fia 1.0
No no RN 0.9992630556392992
se se P00CN00 0.494508864850837
estará estar VAIF3S0 0.9969879518072289
creando crear VMG0000 1.0
un uno DI0MS0 0.9969803144161175
precedente precedente NCMS000 0.7884615384615383
a a SP 0.9987754021314622
imitar imitar VMN0000 1.0
por por SP 1.0
los el DA0MP0 0.9927281155389451
particulares particular NCCP000 0.7439024390243902
, , Fc 1.0
decidiendo decidir VMG0000 1.0
quién quién PT0CS00 0.9974489795918366
aporta aportar VMIP3S0 0.986111111111111
y y CC 0.9999892786688395
quién quién PT0CS00 0.9974489795918366
no no RN 0.9992965295457591
? ? Fit 1.0
. . Fp 1.0
Pero pero CC 0.9999015941743751
de de SP 0.9999614754213187
todas todo DI0FP0 0.9340731070496084
las el DA0FP0 0.9881835086975967
consecuencias consecuencia NCFP000 1.0
, , Fc 1.0
las el DA0FP0 0.9881835086975967
que que PR0CN00 0.5501392534733338
más más RG 0.9999299817952667
nos nos PP1CP00 0.8102583879676051
preocupan preocupar VMIP3P0 1.0
son ser VSIP3P0 0.9951967063129004
las el DA0FP0 0.9881835086975967
que que PR0CN00 0.5501392534733338
tienen tener VMIP3P0 1.0
que que CS 0.5501392534733338
ver ver VMN0000 0.9988123515439429
con con SP 1.0
los el DA0MP0 0.9927281155389451
usuarios usuario NCMP000 0.7816901408450705
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
calidad calidad NCFS000 1.0
de de SP 0.9999614754213187
atención atención NCFS000 0.9973118279569892
. . Fp 1.0
. . Fp 1.0
En en SP 1.0
general general AQ0CS00 0.8262124711316398
los el DA0MP0 0.9927281155389451
trabajadores trabajador NCMP000 0.9986702127659574
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
que que PR0CN00 0.5501392534733338
estamos estar VAIP1P0 0.9982817869415808
hablando hablar VMG0000 1.0
, , Fc 1.0
cumplen cumplir VMIP3P0 1.0
funciones función NCFP000 0.994186046511628
en en SP 1.0
la el DA0FS0 0.9892597806068348
atención atención NCFS000 0.9973118279569892
directa directo AQ0FS00 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
pacientes paciente NCCP000 0.9929577464788732
, , Fc 1.0
y y CC 0.9999892786688395
en en SP 1.0
situaciones situación NCFP000 1.0
muy muy RG 1.0
especiales especial AQ0CP00 1.0
: : Fd 1.0
urgencias urgencia NCFP000 1.0
y y CC 0.9999892786688395
emergencias emergencia NCFP000 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
vía vía NCFS000 0.9417293233082706
pública público AQ0FS00 1.0
, , Fc 1.0
en en SP 1.0
los el DA0MP0 0.9927281155389451
domicilios domicilio NCMP000 1.0
, , Fc 1.0
en en SP 1.0
las el DA0FP0 0.9881835086975967
puertas puerta NCFP000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
hospitales hospital NCMP000 1.0
, , Fc 1.0
en en SP 1.0
salas sala NCFP000 0.9878048780487805
de de SP 0.9999614754213187
Cuidados_Intensivos cuidados_intensivos NP00000 1.0
, , Fc 1.0
o o CC 0.9998636115657392
en en SP 1.0
servicios servicio NCMP000 1.0
especiales especial AQ0CP00 1.0
como como CS 0.9671530369867661
en en SP 1.0
la el DA0FS0 0.9892597806068348
atención atención NCFS000 0.9973118279569892
de de SP 0.9999614754213187
detenidos detenido NCMP000 0.6939655172413794
. . Fp 1.0
. . Fp 1.0
Todos todo DI0MP0 0.7066496977410117
estos este DD0MP0 0.9720087815587267
lugares lugar NCMP000 1.0
, , Fc 1.0
a_pesar_de a_pesar_de SP 1.0
la el DA0FS0 0.9892597806068348
diversidad diversidad NCFS000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
funciones función NCFP000 0.994186046511628
tienen tener VMIP3P0 1.0
en en SP 1.0
común común AQ0CS00 1.0
tres 3 Z 1.0
cosas cosa NCFP000 0.9990494296577946
: : Fd 1.0
una uno DI0FS0 0.9519732400417357
situación situación NCFS000 1.0
delicada delicado AQ0FS00 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
pacientes paciente NCCP000 0.9929577464788732
, , Fc 1.0
el el DA0MS0 1.0
stress stress NCMS000 1.0
permanente permanente AQ0CS00 0.9320987654320988
y y CC 0.9999892786688395
una uno DI0FS0 0.9519732400417357
cuota cuota NCFS000 1.0
alta alto AQ0FS00 0.9969879518072289
de de SP 0.9999614754213187
riesgo riesgo NCMS000 1.0
en en SP 1.0
el el DA0MS0 1.0
cumplimiento cumplimiento NCMS000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
funciones función NCFP000 0.994186046511628
. . Fp 1.0
. . Fp 1.0
Estos este DD0MP0 0.9720087815587267
trabajadores trabajador NCMP000 0.9986702127659574
desarrollan desarrollar VMIP3P0 1.0
sus su DP3CPN 0.9999034935340666
tareas tarea NCFP000 1.0
durante durante SP 1.0
las el DA0FP0 0.9881835086975967
24_horas TM_h:24 Zu 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
365_días TM_d:365 Zu 1.0
de de SP 1.0
el el DA0MS0 1.0
año año NCMS000 1.0
, , Fc 1.0
ya_que ya_que CS 1.0
los el DA0MP0 0.9927281155389451
accidentes accidente NCMP000 0.9929577464788732
y y CC 0.9999892786688395
enfermedades enfermedad NCFP000 1.0
no no RN 0.9992965295457591
descansan descansar VMIP3P0 1.0
. . Fp 1.0
Nuestras nuestro DP1FPP 0.9255319148936171
leyes ley NCFP000 1.0
prevén prever VMIP3P0 1.0
descansos descanso NCMP000 1.0
y y CC 0.9999892786688395
licencias licencia NCFP000 0.993421052631579
especiales especial AQ0CP00 1.0
para para SP 0.9998335884976369
compensar compensar VMN0000 1.0
el el DA0MS0 1.0
desgaste desgaste NCMS000 0.9262831858406806
físico físico AQ0MS00 0.759433962264151
y y CC 0.9999892786688395
síquico síquico AQ0MS00 1.0
que que PR0CN00 0.5501392534733338
implica implicar VMIP3S0 0.993421052631579
el el DA0MS0 1.0
desarrollo desarrollo NCMS000 0.9988399071925753
de de SP 0.9999614754213187
estas este DD0FP0 0.9698972099853157
actividades actividad NCFP000 1.0
, , Fc 1.0
para para SP 0.9998335884976369
así así RG 0.9994089834515367
garantizar garantizar VMN0000 1.0
el el DA0MS0 1.0
buen bueno AQ0MS00 1.0
estado estado NCMS000 0.647595863822436
físico físico AQ0MS00 0.759433962264151
y y CC 0.9999892786688395
mental mental AQ0CS00 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
trabajadores trabajador NCMP000 0.9986702127659574
y y CC 0.9999892786688395
como como CS 0.9671530369867661
consecuencia consecuencia NCFS000 1.0
el el DA0MS0 1.0
correcto correcto AQ0MS00 1.0
desempeño desempeño NCMS000 0.9897264843228819
de de SP 0.9999614754213187
sus su DP3CPN 0.9999034935340666
tareas tarea NCFP000 1.0
. . Fp 1.0
. . Fp 1.0
No no RN 0.9992630556392992
es ser VSIP3S0 1.0
difícil difícil AQ0CS00 1.0
imaginar imaginar VMN0000 1.0
en en SP 1.0
qué qué DT0CN0 0.7125134843581445
condiciones condición NCFP000 0.9984177215189873
puede poder VMIP3S0 0.9996934396076028
encontrarse encontrar VMN0000 1.0
alguien alguien PI0CS00 1.0
que que PR0CN00 0.5501392534733338
está estar VMIP3S0 0.9993980738362762
en en SP 1.0
permanente permanente AQ0CS00 0.9320987654320988
contacto contacto NCMS000 0.994186046511628
con con SP 1.0
la el DA0FS0 0.9892597806068348
muerte muerte NCFS000 1.0
y y CC 0.9999892786688395
no no RN 0.9992965295457591
goza gozar VMIP3S0 0.976190476190476
de de SP 0.9999614754213187
un uno DI0MS0 0.9969803144161175
día día NCMS000 1.0
de de SP 0.9999614754213187
licencia licencia NCFS000 0.9884393063583815
en en SP 1.0
diez 10 Z 1.0
años año NCMP000 1.0
. . Fp 1.0
¿ ¿ Fia 1.0
Qué qué DT0CN0 0.7125134843581445
calidad calidad NCFS000 1.0
de de SP 0.9999614754213187
asistencia asistencia NCFS000 1.0
se se P00CN00 0.494508864850837
puede poder VMIP3S0 0.9996934396076028
brindar brindar VMN0000 1.0
si si CS 0.9998273480662982
uno uno PI0MS00 0.9817094618360886
tiene tener VMIP3S0 1.0
que que CS 0.5501392534733338
trabajar trabajar VMN0000 1.0
a_pesar_de a_pesar_de SP 1.0
estar estar VMN0000 0.9991539763113366
enfermo enfermo NCMS000 0.5863200557711679
, , Fc 1.0
corriendo correr VMG0000 1.0
el el DA0MS0 1.0
riesgo riesgo NCMS000 1.0
de de SP 0.9999614754213187
contagiar contagiar VMN0000 1.0
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
pacientes paciente NCCP000 0.9929577464788732
con con SP 1.0
cualquier cualquiera DI0CS0 1.0
otra otro DI0FS0 0.7408930669800236
enfermedad enfermedad NCFS000 1.0
además_de además_de SP 1.0
la el DA0FS0 0.9892597806068348
que que PR0CN00 0.5501392534733338
ya ya RG 0.9997850386930354
tienen tener VMIP3P0 1.0
