SOCIEDAD sociedad NP00000 0.5271202373762571
la el DA0FS0 0.9892597806068348
cabeza cabeza NCCS000 1.0
" " Fe 1.0
con con SP 1.0
alguna alguno DI0FS0 0.8202846975088968
cuenta cuenta NCFS000 0.7685851318944843
, , Fc 1.0
con con SP 1.0
la el DA0FS0 0.9892597806068348
explicación explicación NCFS000 1.0
que que PR0CN00 0.5501392534733338
deberemos deber VMIF1P0 1.0
dar dar VMN0000 1.0
mañana mañana RG 0.5384078212290503
por por SP 1.0
algo algo PI0CS00 0.8544207317073171
que que PR0CN00 0.5501392534733338
no no RN 0.9992965295457591
cumplimos cumplir VMIS1P0 0.5094641760953413
, , Fc 1.0
con con SP 1.0
el el DA0MS0 1.0
problema problema NCMS000 1.0
que que PR0CN00 0.5501392534733338
tuvimos tener VMIS1P0 1.0
horas hora NCFP000 1.0
atrás atrás RG 0.9968944099378881
. . Fp 1.0
El el DA0MS0 1.0
40_% 40/100 Zp 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
uruguayos uruguayo NCMP000 0.5112938653835601
ha haber VAIP3S0 0.9998889074043215
consumido consumir VMP00SM 1.0
tranquilizantes tranquilizante NCMP000 0.661293845540353
alguna alguno DI0FS0 0.8202846975088968
vez vez NCFS000 1.0
en en SP 1.0
su su DP3CSN 1.0
vida vida NCFS000 1.0
, , Fc 1.0
sin sin SP 1.0
saber saber VMN0000 0.8416149068322981
, , Fc 1.0
quizá quizá RG 1.0
, , Fc 1.0
que que CS 0.5501392534733338
con con SP 1.0
una uno DI0FS0 0.9519732400417357
buena bueno AQ0FS00 1.0
" " Fe 1.0
higiene higiene NCFS000 1.0
de de SP 1.0
el el DA0MS0 1.0
sueño sueño NCMS000 0.9952830188679246
" " Fe 1.0
puede poder VMIP3S0 0.9996934396076028
caer caer VMN0000 1.0
más más RG 0.9999299817952667
fácilmente fácilmente RG 1.0
de de SP 0.9999614754213187
lo el DA00S0 0.6651648430236716
que que PR0CN00 0.5501392534733338
cree creer VMIP3S0 0.9913978494623656
en en SP 1.0
las el DA0FP0 0.9881835086975967
manos mano NCFP000 1.0
de de SP 0.9999614754213187
Morfeo morfeo NP00000 1.0
. . Fp 1.0
. . Fp 1.0
Raúl_Pierri raúl_pierri NP00000 1.0
. . Fp 1.0
Uruguay uruguay NP00000 1.0
es ser VSIP3S0 1.0
uno uno PI0MS00 0.9817094618360886
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
países país NCMP000 1.0
más más RG 0.9999299817952667
consumidores consumidor NCMP000 0.9968944099378881
de de SP 0.9999614754213187
tranquilizantes tranquilizante NCMP000 0.661293845540353
de de SP 1.0
el el DA0MS0 1.0
mundo mundo NCMS000 1.0
, , Fc 1.0
de_acuerdo_con de_acuerdo_con SP 1.0
la el DA0FS0 0.9892597806068348
investigación investigación NCFS000 1.0
realizada realizar VMP00SF 1.0
por por SP 1.0
el el DA0MS0 1.0
psiquiatra psiquiatra NCCS000 1.0
Pedro_Bustello pedro_bustello NP00000 1.0
, , Fc 1.0
profesor profesor NCMS000 1.0
adjunto adjunto AQ0MS00 0.5363950386556836
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Facultad_de_Medicina facultad_de_medicina NP00000 1.0
, , Fc 1.0
encargado encargar VMP00SM 0.6630434782608696
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Unidad_de_Trastornos_Afectivos unidad_de_trastornos_afectivos NP00000 1.0
, , Fc 1.0
asesor asesor NCMS000 0.7941176470588236
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
OMS oms NP00000 1.0
y y CC 0.9999892786688395
responsable responsable NCCS000 0.7583025830258302
de de SP 1.0
el el DA0MS0 1.0
proyecto proyecto NCMS000 0.999084249084249
" " Fe 1.0
Cazabajones cazabajones NP00000 1.0
" " Fe 1.0
. . Fp 1.0
Según según SP 0.7686784397438386
su su DP3CSN 1.0
tesis tesis NCFN000 1.0
, , Fc 1.0
el el DA0MS0 1.0
21_% 21/100 Zp 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
uruguayos uruguayo NCMP000 0.5112938653835601
consumió consumir VMIS3S0 1.0
tranquilizantes tranquilizante AQ0CP00 0.661293845540353
el el DA0MS0 1.0
último último AO0MS00 1.0
mes mes NCMS000 1.0
. . Fp 1.0
Dividiendo dividir VMG0000 1.0
por por SP 1.0
género género NCMS000 1.0
, , Fc 1.0
constató constatar VMIS3S0 1.0
que que CS 0.5501392534733338
el el DA0MS0 1.0
26.5_% 26.5/100 Zp 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
mujeres mujer NCFP000 1.0
tomaron tomar VMIS3P0 1.0
pastillas pastilla NCFP000 1.0
el el DA0MS0 1.0
mes mes NCMS000 1.0
anterior anterior AQ0CS00 1.0
y y CC 0.9999892786688395
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
hombres hombre NCMP000 1.0
el el DA0MS0 1.0
15_% 15/100 Zp 1.0
. . Fp 1.0
. . Fp 1.0
Asimismo asimismo RG 1.0
, , Fc 1.0
comprobó comprobar VMIS3S0 1.0
que que CS 0.5501392534733338
el el DA0MS0 1.0
40_% 40/100 Zp 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
población población NCFS000 1.0
de de SP 1.0
el el DA0MS0 1.0
Uruguay uruguay NP00000 1.0
consumió consumir VMIS3S0 1.0
alguna alguno DI0FS0 0.8202846975088968
vez vez NCFS000 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
vida vida NCFS000 1.0
tranquilizantes tranquilizante AQ0CP00 0.661293845540353
, , Fc 1.0
esto este PD00S00 1.0
es ser VSIP3S0 1.0
, , Fc 1.0
aproximadamente aproximadamente RG 1.0
1.500.000 1500000 Z 1.0
uruguayos uruguayo NCMP000 0.5112938653835601
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
mujeres mujer NCFP000 1.0
resultaron resultar VMIS3P0 1.0
ser ser VSN0000 0.959636517328825
las el DA0FP0 0.9881835086975967
más más RG 0.9999299817952667
conflictivas conflictivo AQ0FP00 1.0
, , Fc 1.0
pues pues CS 0.9990494296577946
el el DA0MS0 1.0
49,5_% 49.5/100 Zp 1.0
de de SP 0.9999614754213187
ellas ellos PP3FP00 1.0
acudió acudir VMIS3S0 1.0
a a SP 0.9987754021314622
las el DA0FP0 0.9881835086975967
pastillas pastilla NCFP000 1.0
para para SP 0.9998335884976369
lograr lograr VMN0000 1.0
dormir dormir VMN0000 1.0
. . Fp 1.0
En en SP 1.0
cambio cambio NCMS000 0.9987046632124351
, , Fc 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
hombres hombre NCMP000 1.0
fue ser VSIS3S0 0.9807386182744349
el el DA0MS0 1.0
28,8_% 28.8/100 Zp 1.0
. . Fp 1.0
. . Fp 1.0
Según según CS 0.7686784397438386
indicó indicar VMIS3S0 1.0
, , Fc 1.0
en en SP 1.0
el el DA0MS0 1.0
60_% 60/100 Zp 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
casos caso NCMP000 1.0
los el DA0MP0 0.9927281155389451
tranquilzantes tranquilzantes NCCP000 0.5832130947363303
son ser VSIP3P0 0.9951967063129004
recetados recetar VMP00PM 1.0
por por SP 1.0
un uno DI0MS0 0.9969803144161175
médico médico NCCS000 0.698019801980198
general general AQ0CS00 0.8262124711316398
, , Fc 1.0
en en SP 1.0
el el DA0MS0 1.0
12_% 12/100 Zp 1.0
por por SP 1.0
los el DA0MP0 0.9927281155389451
psiquiatras psiquiatra NCCP000 1.0
y y CC 0.9999892786688395
en en SP 1.0
el el DA0MS0 1.0
8,6_% 8.6/100 Zp 1.0
por por SP 1.0
cardiólogos cardiólogo NCMP000 1.0
. . Fp 1.0
. . Fp 1.0
Para para SP 0.9998335884976369
el el DA0MS0 1.0
investigador investigador NCMS000 0.7083333333333333
, , Fc 1.0
el el DA0MS0 1.0
exceso exceso NCMS000 1.0
de de SP 1.0
el el DA0MS0 1.0
uso uso NCMS000 0.998046875
de de SP 0.9999614754213187
tranquilizantes tranquilizante NCMP000 0.661293845540353
se se P00CN00 0.494508864850837
debe deber VMIP3S0 0.9987121699935607
a a SP 0.9987754021314622
que que CS 0.5501392534733338
" " Fe 1.0
los el DA0MP0 0.9927281155389451
trastornos trastorno NCMP000 1.0
depresivos depresivo AQ0MP00 0.661254982587944
son ser VSIP3P0 0.9951967063129004
diagnosticados diagnosticar VMP00PM 1.0
como como CS 0.9671530369867661
trastornos trastorno NCMP000 1.0
de de SP 0.9999614754213187
ansiedad ansiedad NCFS000 1.0
y y CC 0.9999892786688395
por por SP 1.0
eso ese PD00S00 1.0
se se P00CN00 0.494508864850837
recomienda recomendar VMIP3S0 0.976190476190476
un uno DI0MS0 0.9969803144161175
tranquilizante tranquilizante NCMS000 0.561293872288094
. . Fp 1.0
El el DA0MS0 1.0
problema problema NCMS000 1.0
es ser VSIP3S0 1.0
que que CS 0.5501392534733338
los el DA0MP0 0.9927281155389451
tranquilizantes tranquilizante NCMP000 0.661293845540353
producen producir VMIP3P0 1.0
dependencia dependencia NCFS000 1.0
y y CC 0.9999892786688395
los el DA0MP0 0.9927281155389451
antidepresivos antidepresivo NCMP000 1.0
no no RN 0.9992965295457591
" " Fe 1.0
. . Fp 1.0
. . Fp 1.0
Pero pero CC 0.9999015941743751
hay haber VMIP3S0 1.0
otras otro DI0FP0 0.8654080389768575
formas forma NCFP000 0.9609929078014185
de de SP 0.9999614754213187
poder poder VMN0000 0.6065246338215713
dormir dormir VMN0000 1.0
sin sin SP 1.0
pastillas pastilla NCFP000 1.0
. . Fp 1.0
El el DA0MS0 1.0
fenómeno fenómeno NCMS000 1.0
de de SP 1.0
el el DA0MS0 1.0
sueño sueño NCMS000 0.9952830188679246
es ser VSIP3S0 1.0
investigado investigar VMP00SM 1.0
por por SP 1.0
la el DA0FS0 0.9892597806068348
ciencia ciencia NCFS000 1.0
a a SP 0.9987754021314622
nivel nivel NCMS000 1.0
internacional internacional AQ0CS00 0.9705323193916349
y y CC 0.9999892786688395
en en SP 1.0
nuestro nuestro DP1MSP 0.9570637119113572
país país NCMS000 1.0
particularmente particularmente RG 1.0
por por SP 1.0
la el DA0FS0 0.9892597806068348
Universidad universidad NP00000 1.0
. . Fp 1.0
LA_REPUBLICA la_republica NP00000 1.0
entrevistó entrevistar VMIS3S0 1.0
a a SP 1.0
el el DA0MS0 1.0
doctor doctor NCMS000 1.0
Ricardo_Velluti ricardo_velluti NP00000 1.0
, , Fc 1.0
encargado encargar VMP00SM 0.6630434782608696
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
estudios estudio NCMP000 1.0
sobre sobre SP 0.9978039215686275
este este DD0MS0 0.9492011470708727
tema tema NCMS000 0.9930875576036867
junto_a junto_a SP 1.0
la el DA0FS0 0.9892597806068348
doctora doctor NCFS000 0.8746448489411469
Marisa_Pedemonte marisa_pedemonte NP00000 1.0
, , Fc 1.0
y y CC 0.9999892786688395
visitó visitar VMIS3S0 1.0
un uno DI0MS0 0.9969803144161175
nuevo nuevo AQ0MS00 1.0
laboratorio laboratorio NCMS000 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
Facultad_de_Medicina facultad_de_medicina NP00000 1.0
a_punto_de a_punto_de SP 1.0
estrenarse estrenar VMN0000 1.0
, , Fc 1.0
en en SP 1.0
donde donde PR00000 0.9828265765765767
se se P00CN00 0.494508864850837
trabajará trabajar VMIF3S0 1.0
con con SP 1.0
seres ser NCMP000 1.0
humanos humano AQ0MP00 0.808641975308642
. . Fp 1.0
. . Fp 1.0
Misterio misterio NCMS000 0.66898416616338
profundo profundo AQ0MS00 0.9682539682539683
. . Fp 1.0
" " Fe 1.0
El el DA0MS0 1.0
sueño sueño NCMS000 0.9952830188679246
sigue seguir VMIP3S0 0.9987980769230769
siendo ser VSG0000 1.0
un uno DI0MS0 0.9969803144161175
misterio misterio NCMS000 1.0
para para SP 0.9998335884976369
el el DA0MS0 1.0
hombre hombre NCMS000 0.9901079136690647
" " Fe 1.0
, , Fc 1.0
confesó confesar VMIS3S0 1.0
Velluti velluti NP00000 1.0
en en SP 1.0
su su DP3CSN 1.0
despacho despacho NCMS000 0.9891304347826088
enmaderado enmaderar VMP00SM 0.5970901149813643
, , Fc 1.0
adornado adornar VMP00SM 1.0
con con SP 1.0
réplicas réplica NCFP000 1.0
de de SP 0.9999614754213187
obras obra NCFP000 0.9979253112033195
de de SP 0.9999614754213187
Dalí dalí NP00000 1.0
con con SP 1.0
paisajes paisaje NCMP000 1.0
oníricos onírico AQ0MP00 1.0
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
fotografía fotografía NCFS000 0.9622641509433962
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
famosa famoso AQ0FS00 0.9807692307692306
obra obra NCFS000 0.9968895800933125
de de SP 0.9999614754213187
Rodin rodin NP00000 1.0
con con SP 1.0
la el DA0FS0 0.9892597806068348
muchacha muchacho NCFS000 1.0
durmiendo dormir VMG0000 1.0
. . Fp 1.0
Velluti velluti NP00000 1.0
pertenece pertenecer VMIP3S0 0.9910714285714286
a a SP 1.0
el el DA0MS0 1.0
Departamento_de_Fisiología_de_la_Facultad_de_Medicina_de_la_Universidad_de_la_República departamento_de_fisiología_de_la_facultad_de_medicina_de_la_universidad_de_la_república NP00000 1.0
y y CC 0.9999892786688395
, , Fc 1.0
junto_a junto_a SP 1.0
la el DA0FS0 0.9892597806068348
doctora doctor NCFS000 0.8746448489411469
Marisa_Pedemonte marisa_pedemonte NP00000 1.0
, , Fc 1.0
es ser VSIP3S0 1.0
responsable responsable AQ0CS00 0.7583025830258302
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
investigaciones investigación NCFP000 1.0
que que PR0CN00 0.5501392534733338
realiza realizar VMIP3S0 0.9918032786885246
el el DA0MS0 1.0
laboratorio laboratorio NCMS000 1.0
de de SP 0.9999614754213187
Neurofisiología neurofisiología NP00000 1.0
sobre sobre SP 0.9978039215686275
los el DA0MP0 0.9927281155389451
" " Fe 1.0
procesos proceso NCMP000 1.0
fisiológicos fisiológico AQ0MP00 1.0
de de SP 1.0
el el DA0MS0 1.0
sueño sueño NCMS000 0.9952830188679246
" " Fe 1.0
. . Fp 1.0
. . Fp 1.0
Este este DD0MS0 0.9492011470708727
apasionante apasionante AQ0CS00 1.0
tema tema NCMS000 0.9930875576036867
ha haber VAIP3S0 0.9998889074043215
sido ser VSP00SM 1.0
durante durante SP 1.0
36 36 Z 1.0
años año NCMP000 1.0
el el DA0MS0 1.0
centro centro NCMS000 0.9991166077738515
de de SP 0.9999614754213187
interés interés NCMS000 1.0
de de SP 0.9999614754213187
Velluti velluti NP00000 1.0
, , Fc 1.0
que que PR0CN00 0.5501392534733338
no no RN 0.9992965295457591
ha haber VAIP3S0 0.9998889074043215
cesado cesar VMP00SM 1.0
de de SP 0.9999614754213187
realizar realizar VMN0000 1.0
investigaciones investigación NCFP000 1.0
a a SP 1.0
el el DA0MS0 1.0
respecto respecto NCMS000 0.9897264843228819
, , Fc 1.0
tanto tanto RG 0.8061433447098976
en en SP 1.0
el el DA0MS0 1.0
exterior exterior NCMS000 0.7164502164502164
como como CS 0.9671530369867661
en en SP 1.0
nuestro nuestro DP1MSP 0.9570637119113572
país país NCMS000 1.0
. . Fp 1.0
Actualmente actualmente RG 1.0
, , Fc 1.0
con con SP 1.0
el el DA0MS0 1.0
apoyo apoyo NCMS000 0.9989816700610997
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Comisión_Sectorial_de_Investigaciones_Científicas comisión_sectorial_de_investigaciones_científicas NP00000 1.0
( ( Fpa 1.0
CSIC csic NP00000 1.0
) ) Fpt 1.0
, , Fc 1.0
existen existir VMIP3P0 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
Facultad_de_Medicina facultad_de_medicina NP00000 1.0
tres 3 Z 1.0
laboratorios laboratorio NCMP000 1.0
destinados destinar VMP00PM 1.0
a a SP 1.0
el el DA0MS0 1.0
análisis análisis NCMN000 1.0
de de SP 1.0
el el DA0MS0 1.0
sueño sueño NCMS000 0.9952830188679246
para para SP 0.9998335884976369
lo el DA00S0 0.6651648430236716
cual cual PR0CS00 0.9307432432432432
se se P00CN00 0.494508864850837
utilizan utilizar VMIP3P0 1.0
animales animal NCMP000 0.943661971830986
y y CC 0.9999892786688395
se se P00CN00 0.494508864850837
está estar VAIP3S0 0.9993980738362762
fabricando fabricar VMG0000 1.0
uno uno PI0MS00 0.9817094618360886
más más RG 0.9999299817952667
en en SP 1.0
el el DA0MS0 1.0
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
trabajará trabajar VMIF3S0 1.0
con con SP 1.0
seres ser NCMP000 1.0
humanos humano AQ0MP00 0.808641975308642
voluntarios voluntario AQ0MP00 0.5386821998481328
, , Fc 1.0
y y CC 0.9999892786688395
que que PR0CN00 0.5501392534733338
representará representar VMIF3S0 1.0
el el DA0MS0 1.0
primer 1 AO0MS00 1.0
laboratorio laboratorio NCMS000 1.0
en en SP 1.0
Uruguay uruguay NP00000 1.0
de de SP 0.9999614754213187
estas este DD0FP0 0.9698972099853157
características característica NCFP000 0.9947916666666667
dedicado dedicar VMP00SM 1.0
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
investigación investigación NCFS000 1.0
. . Fp 1.0
El el DA0MS0 1.0
equipamiento equipamiento NCMS000 1.0
de de SP 0.9999614754213187
cada cada DI0CS0 1.0
uno uno PI0MS00 0.9817094618360886
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
laboratorios laboratorio NCMP000 1.0
cuesta costar VMIP3S0 0.946188340807175
aproximadamente aproximadamente RG 1.0
60_mil_dólares $_USD:60000 Zm 1.0
. . Fp 1.0
. . Fp 1.0
Velluti velluti NP00000 1.0
y y CC 0.9999892786688395
Pedemonte pedemonte NP00000 1.0
han haber VAIP3P0 0.999844768705371
comprobado comprobar VMP00SM 1.0
que que CS 0.5501392534733338
, , Fc 1.0
mientras mientras CS 0.8883495145631068
el el DA0MS0 1.0
hombre hombre NCMS000 0.9901079136690647
duerme dormir VMIP3S0 0.9892405019456136
, , Fc 1.0
el el DA0MS0 1.0
cerebro cerebro NCMS000 1.0
continúa continuar VMIP3S0 0.9956896551724139
sumamente sumamente RG 1.0
activo activo AQ0MS00 0.6842105263157894
, , Fc 1.0
contrariamente contrariamente RG 1.0
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
creencia creencia NCFS000 1.0
popular popular AQ0CS00 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
neuronas neurona NCFP000 1.0
continúan continuar VMIP3P0 1.0
una uno DI0FS0 0.9519732400417357
actividad actividad NCFS000 1.0
de de SP 0.9999614754213187
descarga descarga NCFS000 0.8413061069904882
. . Fp 1.0
" " Fe 1.0
El el DA0MS0 1.0
sueño sueño NCMS000 0.9952830188679246
es ser VSIP3S0 1.0
, , Fc 1.0
en en SP 1.0
realidad realidad NCFS000 1.0
, , Fc 1.0
otro otro DI0MS0 0.6585014409221902
estado estado NCMS000 0.647595863822436
fisiológico fisiológico AQ0MS00 1.0
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
recurrente recurrente AQ0CS00 1.0
metáfora metáfora NCFS000 1.0
que que PR0CN00 0.5501392534733338
lo lo PP3MSA0 0.6651648430236716
parangona parangonar VMIP3S0 0.8744763258533121
con con SP 1.0
la el DA0FS0 0.9892597806068348
muerte muerte NCFS000 1.0
es ser VSIP3S0 1.0
, , Fc 1.0
conceptualmente conceptualmente RG 1.0
, , Fc 1.0
falsa falso AQ0FS00 1.0
" " Fe 1.0
, , Fc 1.0
afirma afirmar VMIP3S0 0.9004854368932038
Velluti velluti NP00000 1.0
. . Fp 1.0
El el DA0MS0 1.0
investigador investigador NCMS000 0.7083333333333333
analiza analizar VMIP3S0 0.986111111111111
los el DA0MP0 0.9927281155389451
trastornos trastorno NCMP000 1.0
de de SP 1.0
el el DA0MS0 1.0
sueño sueño NCMS000 0.9952830188679246
con con SP 1.0
estudios estudio NCMP000 1.0
encefalográficos encefalográficos AQ0MP00 1.0
y y CC 0.9999892786688395
se se P00CN00 0.494508864850837
dirige dirigir VMIP3S0 0.9958677685950414
particularmente particularmente RG 1.0
a a SP 0.9987754021314622
las el DA0FP0 0.9881835086975967
experiencias experiencia NCFP000 1.0
sensoriales sensorial AQ0CP00 1.0
que que PR0CN00 0.5501392534733338
ocurren ocurrir VMIP3P0 1.0
mientras mientras CS 0.8883495145631068
el el DA0MS0 1.0
hombre hombre NCMS000 0.9901079136690647
duerme dormir VMIP3S0 0.9892405019456136
. . Fp 1.0
Velluti velluti NP00000 1.0
y y CC 0.9999892786688395
Pedemonte pedemonte NP00000 1.0
han haber VAIP3P0 0.999844768705371
constatado constatar VMP00SM 1.0
que que CS 0.5501392534733338
el el DA0MS0 1.0
cerebro cerebro NCMS000 1.0
procesa procesar VMIP3S0 0.9892336087711294
información información NCFS000 1.0
auditiva auditivo AQ0FS00 1.0
aun aun RG 0.8703703703703703
durante durante SP 1.0
el el DA0MS0 1.0
sueño sueño NCMS000 0.9952830188679246
. . Fp 1.0
. . Fp 1.0
Existen existir VMIP3P0 1.0
tres 3 Z 1.0
formas forma NCFP000 0.9609929078014185
de de SP 0.9999614754213187
procesamiento procesamiento NCMS000 1.0
de de SP 0.9999614754213187
información información NCFS000 1.0
durante durante SP 1.0
el el DA0MS0 1.0
sueño sueño NCMS000 0.9952830188679246
: : Fd 1.0
la el DA0FS0 0.9892597806068348
que que PR0CN00 0.5501392534733338
llega llegar VMIP3S0 0.972636815920398
de de SP 1.0
el el DA0MS0 1.0
exterior exterior NCMS000 0.7164502164502164
( ( Fpa 1.0
a_través_de a_través_de SP 1.0
los el DA0MP0 0.9927281155389451
sentidos sentido NCMP000 0.5263114549814544
) ) Fpt 1.0
, , Fc 1.0
la el DA0FS0 0.9892597806068348
que que PR0CN00 0.5501392534733338
llega llegar VMIP3S0 0.972636815920398
de de SP 1.0
el el DA0MS0 1.0
interior interior NCMS000 0.5441632024223628
de de SP 1.0
el el DA0MS0 1.0
cuerpo cuerpo NCMS000 1.0
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
codificada codificar VMP00SF 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
memoria memoria NCFS000 1.0
o o CC 0.9998636115657392
genéticamente genéticamente RG 1.0
heredada heredar VMP00SF 1.0
. . Fp 1.0
Dentro_de dentro_de SP 1.0
la el DA0FS0 0.9892597806068348
información información NCFS000 1.0
que que PR0CN00 0.5501392534733338
llega llegar VMIP3S0 0.972636815920398
de de SP 1.0
el el DA0MS0 1.0
exterior exterior NCMS000 0.7164502164502164
( ( Fpa 1.0
hacia hacia SP 1.0
la el DA0FS0 0.9892597806068348
cual cual PR0CS00 0.9307432432432432
apuntan apuntar VMIP3P0 1.0
las el DA0FP0 0.9881835086975967
investigaciones investigación NCFP000 1.0
de de SP 0.9999614754213187
Velluti velluti NP00000 1.0
y y CC 0.9999892786688395
Pedemonte pedemonte NP00000 1.0
) ) Fpt 1.0
la el DA0FS0 0.9892597806068348
más más RG 0.9999299817952667
importante importante AQ0CS00 1.0
es ser VSIP3S0 1.0
la el DA0FS0 0.9892597806068348
auditiva auditivo AQ0FS00 1.0
, , Fc 1.0
pues pues CS 0.9990494296577946
el el DA0MS0 1.0
sistema sistema NCMS000 1.0
auditivo auditivo AQ0MS00 0.6136228338015978
es ser VSIP3S0 1.0
el el DA0MS0 1.0
único único AQ0MS00 1.0
que que PR0CN00 0.5501392534733338
continúa continuar VMIP3S0 0.9956896551724139
recibiendo recibir VMG0000 1.0
información información NCFS000 1.0
mientras mientras CS 0.8883495145631068
la el DA0FS0 0.9892597806068348
persona persona NCFS000 0.9966832504145937
duerme dormir VMIP3S0 0.9892405019456136
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
animales animal NCMP000 0.943661971830986
dependen depender VMIP3P0 1.0
de de SP 0.9999614754213187
ello ello PD00S00 1.0
, , Fc 1.0
pues pues CS 0.9990494296577946
deben deber VMIP3P0 1.0
siempre siempre RG 1.0
estar estar VMN0000 0.9991539763113366
alertas alerta NCFP000 0.989726482679302
ante ante SP 0.9997443762781187
el el DA0MS0 1.0
acecho acecho NCMS000 0.9826673759974234
de de SP 0.9999614754213187
un uno DI0MS0 0.9969803144161175
predador predador NCMS000 0.6266921762617097
. . Fp 1.0
. . Fp 1.0
En en SP 1.0
la el DA0FS0 0.9892597806068348
Facultad_de_Medicina facultad_de_medicina NP00000 1.0
, , Fc 1.0
los el DA0MP0 0.9927281155389451
trabajos trabajo NCMP000 1.0
realizados realizar VMP00PM 1.0
con con SP 1.0
cobayos cobayo NCMP000 0.6287071105385752
han haber VAIP3P0 0.999844768705371
brindado brindar VMP00SM 1.0
información información NCFS000 1.0
sumamente sumamente RG 1.0
interesante interesante AQ0CS00 1.0
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
estudiosos estudioso NCMP000 0.511332768652313
eligieron elegir VMIS3P0 1.0
ese ese DD0MS0 0.9666940789473685
animal animal NCMS000 0.8658536585365854
puesto poner VMP00SM 0.5997506234413965
que que PR0CN00 0.5501392534733338
tienen tener VMIP3P0 1.0
el el DA0MS0 1.0
cerebro cerebro NCMS000 1.0
un uno DI0MS0 0.9969803144161175
