POR_OTRA_PARTE por_otra_parte NP00000 1.0
, , Fc 1.0
el el DA0MS0 1.0
menor menor AQ0CS00 0.9771784232365145
. . Fp 1.0
Freud freud NP00000 1.0
analiza analizar VMIP3S0 0.986111111111111
el el DA0MS0 1.0
motivo motivo NCMS000 0.9923954372623575
en en SP 1.0
" " Fe 1.0
El el DA0MS0 1.0
mercader mercader NCMS000 1.0
de de SP 0.9999614754213187
Venecia venecia NP00000 1.0
" " Fe 1.0
, , Fc 1.0
lo lo PP3MSA0 0.6651648430236716
remonta remontar VMIP3S0 0.9534883720930232
a a SP 0.9987754021314622
sus su DP3CPN 0.9999034935340666
orígenes origen NCMP000 1.0
medievales medieval AQ0CP00 1.0
y y CC 0.9999892786688395
finalmente finalmente RG 1.0
lo lo PP3MSA0 0.6651648430236716
conecta conectar VMIP3S0 0.9892405063291139
con con SP 1.0
la el DA0FS0 0.9892597806068348
escena escena NCFS000 1.0
inicial inicial AQ0CS00 0.8385416666666667
de de SP 0.9999614754213187
" " Fe 1.0
El el DA0MS0 1.0
rey rey NCMS000 1.0
Lear lear NP00000 1.0
" " Fe 1.0
, , Fc 1.0
la el DA0FS0 0.9892597806068348
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
división división NCFS000 1.0
de de SP 1.0
el el DA0MS0 1.0
reino reino NCMS000 0.9897264843227818
entre entre SP 0.9803409403354414
sus su DP3CPN 0.9999034935340666
hijas hijo NCFP000 1.0
, , Fc 1.0
Goneril goneril NP00000 1.0
, , Fc 1.0
Regan regan NP00000 1.0
y y CC 0.9999892786688395
Cordelia cordelia NP00000 1.0
de_acuerdo_con de_acuerdo_con SP 1.0
el el DA0MS0 1.0
amor amor NCMS000 1.0
manifestado manifestar VMP00SM 1.0
por por SP 1.0
cada cada DI0CS0 1.0
una uno PI0FS00 0.9519732400417357
de de SP 0.9999614754213187
ellas ellos PP3FP00 1.0
. . Fp 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
idea idea NCFS000 0.9941634241245136
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
elección elección NCFS000 1.0
entre entre SP 0.9803409403354414
tres 3 Z 1.0
mujeres mujer NCFP000 1.0
aparece aparecer VMIP3S0 0.9947916666666667
en en SP 1.0
el el DA0MS0 1.0
juicio juicio NCMS000 1.0
de de SP 0.9999614754213187
Paris paris NP00000 1.0
, , Fc 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
historia historia NCFS000 1.0
de de SP 0.9999614754213187
Cenicienta cenicienta NP00000 1.0
, , Fc 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
Psique psique NP00000 1.0
de de SP 1.0
el el DA0MS0 1.0
cuento cuento NCMS000 0.9647264928449797
de de SP 0.9999614754213187
Apuleyo apuleyo NP00000 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
confrontación confrontación NCFS000 1.0
de de SP 0.9999614754213187
estas este DD0FP0 0.9698972099853157
versiones versión NCFP000 0.986111111111111
lleva llevar VMIP3S0 0.9981884057971014
a a SP 0.9987754021314622
Freud freud NP00000 1.0
a a SP 0.9987754021314622
preguntarse preguntar VMN0000 1.0
quiénes quién PT0CP00 0.9864864864864864
son ser VSIP3P0 0.9951967063129004
estas este DD0FP0 0.9698972099853157
hermanas hermano NCFP000 0.9897264843228819
y y CC 0.9999892786688395
por por SP 1.0
qué qué PT00000 0.7125134843581445
la el DA0FS0 0.9892597806068348
elección elección NCFS000 1.0
recae recaer VMIP3S0 0.9892405062595415
sobre sobre SP 0.9978039215686275
la el DA0FS0 0.9892597806068348
tercera 3 AO0FS00 0.9976303317535544
. . Fp 1.0
Después_de después_de SP 1.0
estudiar estudiar VMN0000 1.0
ciertas cierto DI0FP0 0.993421052631579
particularidades particularidad NCFP000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
tercera 3 AO0FS00 0.9976303317535544
tales tal PD0CP00 0.7423312883435582
como como CS 0.9671530369867661
la el DA0FS0 0.9892597806068348
palidez palidez NCFS000 1.0
y y CC 0.9999892786688395
el el DA0MS0 1.0
silencio silencio NCMS000 0.9970760233918128
, , Fc 1.0
Freud freud NP00000 1.0
concluye concluir VMIP3S0 0.8658536585365854
que que CS 0.5501392534733338
éstos este PD0MP00 1.0
son ser VSIP3P0 0.9951967063129004
atributos atributo NCMP000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Muerte muerte NP00000 1.0
. . Fp 1.0
De de SP 0.9999614754213187
allí allí RG 1.0
deriva derivar VMIP3S0 0.5746448558744979
hacia hacia SP 1.0
la el DA0FS0 0.9892597806068348
figuración figuración NCFS000 1.0
de de SP 0.9999614754213187
tres 3 Z 1.0
hermanas hermano NCFP000 0.9897264843228819
míticas mítico AQ0FP00 1.0
griegas griego AQ0FP00 0.6612129696680498
: : Fd 1.0
Las el DA0FP0 0.9881835086975967
Parcas parcas NP00000 1.0
. . Fp 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
tercera 3 AO0FS00 0.9976303317535544
de de SP 0.9999614754213187
ellas ellos PP3FP00 1.0
, , Fc 1.0
Átropos átropos NP00000 1.0
, , Fc 1.0
es ser VSIP3S0 1.0
la el DA0FS0 0.9892597806068348
que que PR0CN00 0.5501392534733338
corta cortar VMIP3S0 0.7968749999999999
el el DA0MS0 1.0
hilo hilo NCMS000 0.9807692307692306
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
vida vida NCFS000 1.0
, , Fc 1.0
es ser VSIP3S0 1.0
decir decir VMN0000 0.9985754985754984
, , Fc 1.0
la el DA0FS0 0.9892597806068348
que que PR0CN00 0.5501392534733338
decide decidir VMIP3S0 0.9892405063291138
la el DA0FS0 0.9892597806068348
instancia instancia NCFS000 1.0
mortal mortal AQ0CS00 0.9891304347826088
. . Fp 1.0
De de SP 0.9999614754213187
allí allí RG 1.0
que que CS 0.5501392534733338
, , Fc 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
escena escena NCFS000 1.0
final final AQ0CS00 0.6342975206611571
de de SP 0.9999614754213187
Lear lear NP00000 1.0
, , Fc 1.0
cuando cuando CS 0.862979855568225
el el DA0MS0 1.0
rey rey NCMS000 1.0
entra entrar VMIP3S0 0.986111111111111
con con SP 1.0
el el DA0MS0 1.0
cadáver cadáver NCMS000 1.0
de de SP 0.9999614754213187
Cordelia cordelia NP00000 1.0
entre entre SP 0.9803409403354414
sus su DP3CPN 0.9999034935340666
brazos brazo NCMP000 1.0
, , Fc 1.0
Freud freud NP00000 1.0
vea ver VMSP3S0 0.49397590361445776
la el DA0FS0 0.9892597806068348
obligada obligar VMP00SF 0.6236949380367889
elección elección NCFS000 1.0
de de SP 1.0
el el DA0MS0 1.0
hombre hombre NCMS000 0.9901079136690647
por por SP 1.0
la el DA0FS0 0.9892597806068348
muerte muerte NCFS000 1.0
. . Fp 1.0
" " Fe 1.0
La el DA0FS0 0.9892597806068348
elección elección NCFS000 1.0
ocupa ocupar VMIP3S0 0.9950495049504952
el el DA0MS0 1.0
lugar lugar NCMS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
necesidad necesidad NCFS000 1.0
" " Fe 1.0
. . Fp 1.0
Propone proponer VMIP3S0 1.0
a a SP 0.9987754021314622
su su DP3CSN 1.0
vez vez NCFS000 1.0
que que CS 0.5501392534733338
esa ese DD0FS0 0.9645048203330412
escena escena NCFS000 1.0
final final AQ0CS00 0.6342975206611571
admite admitir VMIP3S0 0.9017857142857143
una uno DI0FS0 0.9519732400417357
lectura lectura NCFS000 1.0
invertida invertir VMP00SF 0.6237467557741596
: : Fd 1.0
" " Fe 1.0
Es ser VSIP3S0 1.0
la el DA0FS0 0.9892597806068348
diosa dios NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
muerte muerte NCFS000 1.0
quien quien PR0CS00 1.0
se se P00CN00 0.494508864850837
lleva llevar VMIP3S0 0.9981884057971014
a a SP 1.0
el el DA0MS0 1.0
héroe héroe NCMS000 1.0
muerto morir VMP00SM 0.8373015873015874
fuera_de fuera_de SP 1.0
el el DA0MS0 1.0
campo campo NCMS000 0.9986702127659574
de de SP 0.9999614754213187
batalla batalla NCFS000 0.9890710382513661
( ( Fpa 1.0
... ... Fs 1.0
) ) Fpt 1.0
. . Fp 1.0
Una uno DI0FS0 0.9519732400417357
sabiduría sabiduría NCFS000 1.0
eterna eterno AQ0FS00 1.0
con con SP 1.0
el el DA0MS0 1.0
ropaje ropaje NCMS000 1.0
de de SP 1.0
el el DA0MS0 1.0
mito mito NCMS000 1.0
primordial primordial AQ0CS00 1.0
aconseja aconsejar VMIP3S0 0.9892405063291139
a a SP 1.0
el el DA0MS0 1.0
hombre hombre NCMS000 0.9901079136690647
anciano anciano AQ0MS00 0.5
renunciar renunciar VMN0000 1.0
a a SP 1.0
el el DA0MS0 1.0
amor amor NCMS000 1.0
, , Fc 1.0
escoger escoger VMN0000 1.0
la el DA0FS0 0.9892597806068348
muerte muerte NCFS000 1.0
, , Fc 1.0
reconciliarse reconciliar VMN0000 1.0
con con SP 1.0
la el DA0FS0 0.9892597806068348
necesidad necesidad NCFS000 1.0
de de SP 1.0
el el DA0MS0 1.0
fenecer fenecer VMN0000 1.0
( ( Fpa 1.0
... ... Fs 1.0
) ) Fpt 1.0
. . Fp 1.0
Sólo sólo RG 1.0
la el DA0FS0 0.9892597806068348
tercera 3 AO0FS00 0.9976303317535544
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
tres 3 Z 1.0
mujeres mujer NCFP000 1.0
de de SP 1.0
el el DA0MS0 1.0
destino destino NCMS000 0.9965753424657535
, , Fc 1.0
la el DA0FS0 0.9892597806068348
callada callar VMP00SF 1.0
diosa dios NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
muerte muerte NCFS000 1.0
, , Fc 1.0
lo lo PP3MSA0 0.6651648430236716
acogerá acoger VMIF3S0 1.0
en en SP 1.0
sus su DP3CPN 0.9999034935340666
brazos brazo NCMP000 1.0
" " Fe 1.0
. . Fp 1.0
. . Fp 1.0
Lo el DA00S0 0.6651648430236716
que que PR0CN00 0.5501392534733338
Freud freud NP00000 1.0
pasó pasar VMIS3S0 1.0
por por SP 1.0
alto alto AQ0MS00 0.9955849889624725
. . Fp 1.0
Algunos alguno DI0MP0 0.6033295063145809
críticos crítico NCMP000 0.7941176470588236
shakespirianos shakespirianos AQ0MP00 0.6665918640495686
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
siglos siglo NCMP000 1.0
XVIII xviii NP00000 1.0
y y CC 0.9999892786688395
XIX xix NP00000 1.0
cuestionaron cuestionar VMIS3P0 1.0
el el DA0MS0 1.0
valor valor NCMS000 1.0
estético estético AQ0MS00 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
escena escena NCFS000 1.0
inicial inicial AQ0CS00 0.8385416666666667
de de SP 0.9999614754213187
" " Fe 1.0
El el DA0MS0 1.0
rey rey NCMS000 1.0
Lear lear NP00000 1.0
" " Fe 1.0
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
que que PR0CN00 0.5501392534733338
estamos estar VAIP1P0 0.9982817869415808
aludiendo aludir VMG0000 1.0
por por SP 1.0
considerarla considerar VMN0000 1.0
un uno DI0MS0 0.9969803144161175
" " Fe 1.0
deus deus NCMN000 0.8163908307142285
ex ex AQ0CN00 0.9662698412698413
machina machina NCFS000 1.0
" " Fe 1.0
inverosímil inverosímil AQ0CS00 1.0
. . Fp 1.0
Es ser VSIP3S0 1.0
interesante interesante AQ0CS00 1.0
señalar señalar VMN0000 1.0
que que CS 0.5501392534733338
la el DA0FS0 0.9892597806068348
relación relación NCFS000 1.0
con con SP 1.0
relatos relato NCMP000 1.0
y y CC 0.9999892786688395
mitos mito NCMP000 1.0
previos previo AQ0MP00 0.976190476190476
que que PR0CN00 0.5501392534733338
Freud freud NP00000 1.0
planteaba plantear VMII3S0 0.6499999999999916
es ser VSIP3S0 1.0
curiosamente curiosamente RG 1.0
confirmada confirmar VMP00SF 1.0
por por SP 1.0
una uno DI0FS0 0.9519732400417357
escena escena NCFS000 1.0
de de SP 0.9999614754213187
" " Fe 1.0
La el DA0FS0 0.9892597806068348
viejita viejo NCFS00V 0.5161340934051566
que que PR0CN00 0.5501392534733338
guardaba guardar VMII3S0 0.6499999999999999
el el DA0MS0 1.0
manantial manantial NCMS000 0.6387061346163355
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
gansos ganso NCMP000 1.0
" " Fe 1.0
recogido recoger VMP00SM 1.0
por por SP 1.0
los el DA0MP0 0.9927281155389451
hermanos hermano NCMP000 1.0
Grimm grimm NP00000 1.0
. . Fp 1.0
Cuando cuando CS 0.862979855568225
se se P00CN00 0.494508864850837
cuenta contar VMIP3S0 0.7685851318944843
la el DA0FS0 0.9892597806068348
historia historia NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
princesa princesa NCFS000 1.0
que que PR0CN00 0.5501392534733338
ha haber VAIP3S0 0.9998889074043215
sido ser VSP00SM 1.0
injustamente injustamente RG 1.0
apartada apartar VMP00SF 1.0
por por SP 1.0
su su DP3CSN 1.0
padre padre NCMS000 1.0
de de SP 1.0
el el DA0MS0 1.0
reino reino NCMS000 0.9897264843227818
, , Fc 1.0
la el DA0FS0 0.9892597806068348
historia historia NCFS000 1.0
inicial inicial AQ0CS00 0.8385416666666667
es ser VSIP3S0 1.0
idéntica idéntico AQ0FS00 0.976190476190476
a a SP 0.9987754021314622
la el DA0FS0 0.9892597806068348
planteada plantear VMP00SF 1.0
por por SP 1.0
Shakespeare shakespeare NP00000 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
comparación comparación NCFS000 1.0
de de SP 0.9999614754213187
ambas ambos DI0FP0 0.7678571428571428
escenas escena NCFP000 1.0
es ser VSIP3S0 1.0
sumamente sumamente RG 1.0
interesante interesante AQ0CS00 1.0
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
efectos efecto NCMP000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
consideración consideración NCFS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
efectos efecto NCMP000 1.0
intertextuales intertextual AQ0CP00 1.0
. . Fp 1.0
. . Fp 1.0
Pero pero CC 0.9999015941743751
pese_a pese_a SP 1.0
la el DA0FS0 0.9892597806068348
opinión opinión NCFS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
críticos crítico NCMP000 0.7941176470588236
que que PR0CN00 0.5501392534733338
cuestionan cuestionar VMIP3P0 1.0
la el DA0FS0 0.9892597806068348
validez validez NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
situación situación NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
elección elección NCFS000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
hijas hijo NCFP000 1.0
, , Fc 1.0
hoy hoy RG 0.9938641125411554
se se P00CN00 0.494508864850837
considera considerar VMIP3S0 0.9987212276214833
que que CS 0.5501392534733338
no no RN 0.9992965295457591
se se P00CN00 0.494508864850837
puede poder VMIP3S0 0.9996934396076028
estudiar estudiar VMN0000 1.0
la el DA0FS0 0.9892597806068348
obra obra NCFS000 0.9968895800933125
sin sin SP 1.0
tenerla_en_cuenta tener_en_cuenta VMN0000 1.0
, , Fc 1.0
en en SP 1.0
principio principio NCMS000 0.9972375690607734
, , Fc 1.0
por por SP 1.0
sus su DP3CPN 0.9999034935340666
efectos efecto NCMP000 1.0
estéticos estético AQ0MP00 1.0
. . Fp 1.0
De de SP 0.9999614754213187
hecho hacer VMP00SM 0.6382618510158014
el el DA0MS0 1.0
destierro destierro NCMS000 0.9897163440643895
de de SP 0.9999614754213187
Cordelia cordelia NP00000 1.0
, , Fc 1.0
la el DA0FS0 0.9892597806068348
hija hijo NCFS000 1.0
preferida preferir VMP00SF 1.0
hasta hasta SP 0.922749391727494
ese ese DD0MS0 0.9666940789473685
momento momento NCMS000 1.0
, , Fc 1.0
entabla entablar VMIP3S0 0.9892405062897336
un uno DI0MS0 0.9969803144161175
diálogo diálogo NCMS000 1.0
o o CC 0.9998636115657392
una uno DI0FS0 0.9519732400417357
intriga intriga NCFS000 0.9622641509433962
paralela paralelo AQ0FS00 0.6612938653836096
con con SP 1.0
la el DA0FS0 0.9892597806068348
situación situación NCFS000 1.0
de de SP 0.9999614754213187
Edgardo edgardo NP00000 1.0
, , Fc 1.0
el el DA0MS0 1.0
hijo hijo NCMS000 1.0
legítimo legítimo AQ0MS00 1.0
de de SP 0.9999614754213187
Gloucester gloucester NP00000 1.0
que que PR0CN00 0.5501392534733338
también también RG 1.0
es ser VSIP3S0 1.0
desterrado desterrar VMP00SM 1.0
. . Fp 1.0
Y y CC 0.9999892786688395
así_como así_como CC 1.0
Regan regan NP00000 1.0
y y CC 0.9999892786688395
Goneril goneril NP00000 1.0
, , Fc 1.0
las el DA0FP0 0.9881835086975967
hijas hijo NCFP000 1.0
traidoras traidor AQ0FP00 0.5342954005965627
, , Fc 1.0
son ser VSIP3P0 0.9951967063129004
encaramadas encaramar VMP00PF 1.0
a a SP 1.0
el el DA0MS0 1.0
poder poder NCMS000 0.6065246338215713
por por SP 1.0
el el DA0MS0 1.0
error error NCMS000 1.0
paterno paterno AQ0MS00 1.0
, , Fc 1.0
Edmundo edmundo NP00000 1.0
, , Fc 1.0
el el DA0MS0 1.0
bastardo bastardo NCMS000 0.6383351326797463
, , Fc 1.0
gana ganar VMIP3S0 0.9263803680981595
la el DA0FS0 0.9892597806068348
voluntad voluntad NCFS000 1.0
de de SP 0.9999614754213187
su su DP3CSN 1.0
enceguecido enceguecido VMP00SM 0.9906485901561992
padre padre NCMS000 1.0
. . Fp 1.0
. . Fp 1.0
En_cuanto_a en_cuanto_a SP 1.0
los el DA0MP0 0.9927281155389451
sentidos sentido NCMP000 0.5263114549814544
que que PR0CN00 0.5501392534733338
la el DA0FS0 0.9892597806068348
escena escena NCFS000 1.0
encierra encerrar VMIP3S0 0.9892405063291139
, , Fc 1.0
más_allá_de más_allá_de SP 1.0
la el DA0FS0 0.9892597806068348
repercusión repercusión NCFS000 1.0
estructural estructural AQ0CS00 1.0
en en SP 1.0
espejo espejo NCMS000 0.9891304347826088
, , Fc 1.0
la el DA0FS0 0.9892597806068348
interpretación interpretación NCFS000 1.0
de de SP 0.9999614754213187
Freud freud NP00000 1.0
ha haber VAIP3S0 0.9998889074043215
sido ser VSP00SM 1.0
combatida combatir VMP00SF 1.0
desde desde SP 1.0
el el DA0MS0 1.0
campo campo NCMS000 0.9986702127659574
mismo mismo AQ0MS00 0.8022083533365337
de de SP 1.0
el el DA0MS0 1.0
Psicoanálisis psicoanálisis NP00000 1.0
. . Fp 1.0
Charles charlar VMSP2S0 1.0
Hanly_de_Toronto hanly_de_toronto NP00000 1.0
presentó presentar VMIS3S0 1.0
en en SP 1.0
el el DA0MS0 1.0
34º 34º Z 1.0
Congreso_Internacional_de_Psicoanálisis congreso_internacional_de_psicoanálisis NP00000 1.0
celebrado celebrar VMP00SM 1.0
en en SP 1.0
Hamburgo hamburgo NP00000 1.0
en en SP 1.0
1985 1985 Z 1.0
, , Fc 1.0
una uno DI0FS0 0.9519732400417357
ponencia ponencia NCFS000 1.0
denominada denominar VMP00SF 1.0
" " Fe 1.0
Las el DA0FP0 0.9881835086975967
hijas hijo NCFP000 1.0
de de SP 1.0
el el DA0MS0 1.0
Rey_Lear rey_lear NP00000 1.0
" " Fe 1.0
. . Fp 1.0
En en SP 1.0
ella él PP3FS00 1.0
Hanly hanly NP00000 1.0
cuestiona cuestionar VMIP3S0 0.976190476190476
la el DA0FS0 0.9892597806068348
visión visión NCFS000 1.0
convencional convencional AQ0CS00 0.6612938653836063
de de SP 0.9999614754213187
que que CS 0.5501392534733338
Lear lear NP00000 1.0
es ser VSIP3S0 1.0
un uno DI0MS0 0.9969803144161175
personaje personaje NCMS000 1.0
que que PR0CN00 0.5501392534733338
aunque aunque CC 1.0
dominado dominar VMP00SM 0.6237468445638544
por por SP 1.0
la el DA0FS0 0.9892597806068348
ambición ambición NCFS000 1.0
o o CC 0.9998636115657392
el el DA0MS0 1.0
narcisismo narcisismo NCMS000 1.0
en en SP 1.0
el el DA0MS0 1.0
comienzo comienzo NCMS000 0.9924242424242424
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
obra obra NCFS000 0.9968895800933125
, , Fc 1.0
alcanza alcanzar VMIP3S0 0.994186046511628
con con SP 1.0
la el DA0FS0 0.9892597806068348
desdicha desdicha NCFS000 0.5707576007975254
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
proximidad proximidad NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
muerte muerte NCFS000 1.0
una uno DI0FS0 0.9519732400417357
sabiduría sabiduría NCFS000 1.0
y y CC 0.9999892786688395
